,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1391,True,False,True,731,28,23,52,53778,48400,31,52,153,10,3,3,6,1,1,620,22,28,47,43282,41210,15,75,138,0,0,0,0,0,0
0,1474,True,False,True,772,48,24,64,61734,56883,21,52,146,10,2,2,6,1,1,688,23,48,35,49400,47050,9,62,111,2,0,1,0,0,0
0,1302,True,False,False,596,14,28,19,37709,34162,12,55,115,1,0,0,6,0,0,759,28,14,32,47195,44212,17,56,141,6,0,3,0,0,1
0,1399,False,False,False,704,21,31,31,45822,44525,24,58,148,3,0,1,0,0,0,712,31,21,44,50805,42283,16,65,148,7,1,2,1,0,1
0,1106,True,False,False,525,11,31,15,32854,32100,13,35,93,1,0,0,6,0,0,566,31,11,41,41317,34625,9,47,89,5,0,2,0,0,1
0,1777,False,False,False,864,35,47,54,65305,61770,18,73,178,6,0,2,4,1,1,871,47,35,77,71135,60350,27,70,158,10,1,3,2,1,0
0,1393,False,False,True,777,21,17,48,52449,44925,19,52,127,10,2,2,6,1,1,631,17,21,25,41914,40275,18,52,121,3,0,1,0,0,0
0,2612,False,False,True,1159,51,38,117,89433,80800,74,128,367,9,1,3,3,1,0,1172,37,51,80,85365,82915,38,140,275,5,1,3,3,2,0
0,2208,True,False,False,1155,34,38,53,75136,74050,25,88,211,4,0,2,0,0,0,1181,38,34,40,79810,72658,25,80,204,10,1,3,6,2,1
0,1606,False,False,False,725,26,34,56,50577,49125,6,70,137,0,0,0,0,0,1,776,34,26,65,59663,52475,18,50,136,10,2,4,6,1,0
0,1371,False,False,True,672,31,19,64,51829,44755,15,63,125,8,1,1,6,0,1,686,19,31,25,42178,40575,16,46,112,2,0,2,0,0,0
0,973,True,False,False,522,1,13,1,24093,22725,12,27,71,0,0,0,0,0,0,506,13,1,25,29548,26683,4,39,63,1,0,2,0,0,1
0,1786,False,False,False,923,25,30,50,57248,55200,31,79,200,2,0,1,3,0,0,870,30,25,58,65160,57400,25,87,202,11,2,4,0,1,1
0,1944,False,False,False,913,34,47,65,63017,59000,14,96,182,3,0,1,6,0,1,1068,47,35,90,79272,70983,41,63,224,11,3,4,0,2,0
0,1714,False,False,False,730,23,32,41,53552,50825,21,70,171,5,0,0,1,0,1,880,32,23,57,61806,53225,24,71,171,9,1,4,0,1,0
0,1460,True,False,False,667,21,33,38,45928,44525,11,60,114,3,0,1,1,0,0,703,33,21,44,54826,48750,14,53,130,7,1,2,2,1,1
0,1699,False,False,True,942,28,17,46,61155,53925,17,81,157,9,2,2,6,1,1,900,17,28,24,51012,47475,34,65,190,1,0,2,0,0,0
0,1389,False,False,False,604,19,26,40,42428,40775,22,48,115,2,0,1,5,0,0,732,26,19,32,51693,45774,20,65,153,10,2,2,0,1,1
0,1566,False,False,False,797,16,28,21,47166,43743,15,52,128,2,0,1,3,1,0,850,28,16,52,55024,50075,7,68,140,9,1,3,3,0,1
0,1432,False,False,True,724,25,25,54,51877,45250,12,62,139,8,1,2,4,1,1,687,25,25,35,47351,46325,16,54,130,5,0,1,2,0,0
0,1679,False,False,True,910,30,12,75,60293,48600,18,76,171,9,1,4,1,1,0,795,12,30,13,47955,46175,21,58,159,4,0,0,5,0,1
0,1665,False,False,True,844,31,20,57,61008,53150,21,80,170,9,1,4,1,2,1,798,20,31,23,49497,51113,29,72,172,3,0,0,5,0,0
0,964,True,False,False,457,14,20,16,30662,29145,7,29,62,2,0,1,6,0,1,509,20,15,23,34023,30483,3,39,68,2,0,1,0,0,0
0,1795,True,False,False,881,32,43,67,60879,56575,24,75,182,2,0,1,0,0,0,985,43,32,61,70596,66025,31,62,179,8,1,3,3,1,1
0,1602,False,False,True,881,27,25,42,58424,51910,21,75,169,7,1,2,5,1,0,828,25,27,38,53716,52550,26,46,123,5,0,2,1,0,1
0,1207,True,False,True,597,33,9,46,45630,40500,11,46,112,6,1,1,3,0,1,674,9,34,11,36547,34050,5,33,77,1,0,0,1,0,0
0,1620,False,False,True,777,38,16,96,60171,51525,31,63,180,8,1,2,5,1,1,698,16,38,17,46938,43650,17,71,138,3,0,2,1,0,0
0,919,True,False,True,507,26,12,22,36615,34235,4,33,72,3,0,0,3,0,1,360,12,26,12,26487,24135,6,30,67,0,0,0,0,0,0
0,1811,False,False,True,855,38,34,48,67145,63110,20,58,200,9,1,2,1,1,1,919,34,38,32,62828,59183,19,71,179,5,0,2,3,1,0
0,1762,False,False,True,867,30,37,39,62469,55575,25,66,176,7,1,1,6,1,0,970,37,30,54,63854,58250,24,68,165,5,0,2,0,0,1
0,1972,False,False,False,1015,22,35,23,64314,61135,24,73,165,4,0,2,0,0,0,1059,35,22,50,73507,67691,30,78,222,10,2,3,3,2,1
0,1893,False,False,True,984,36,26,61,70768,64075,26,82,205,10,1,4,6,2,0,849,26,36,39,58675,57012,19,83,173,5,0,0,0,0,0
0,934,True,False,False,500,5,10,6,25528,24150,7,29,69,0,0,1,0,0,0,547,10,5,15,29982,26925,7,28,54,1,0,1,6,0,1
0,2037,False,False,False,1160,20,34,38,69031,65100,31,80,206,5,0,3,0,0,0,1048,33,20,53,72152,69008,35,94,252,11,5,2,3,2,1
0,1500,False,False,False,684,22,25,36,43738,41225,10,70,132,0,0,0,6,0,0,795,25,22,48,54666,45800,16,52,136,10,2,4,0,1,0
0,1683,True,False,False,906,17,22,27,51359,50150,41,110,241,4,0,1,6,0,0,851,22,17,46,55461,49635,36,78,175,5,1,3,0,1,1
0,929,True,False,False,427,12,18,12,26894,24750,18,36,86,0,0,0,0,0,0,491,18,12,26,33016,28183,10,46,93,2,0,1,6,0,0
0,1590,False,False,True,813,31,13,49,58651,51125,29,82,185,9,2,1,6,1,1,767,13,31,17,48168,46375,27,60,156,2,0,2,0,0,0
0,1684,False,False,True,853,33,20,59,62420,54350,22,68,172,8,1,0,4,1,1,905,20,33,22,54131,51183,24,59,155,4,0,3,2,0,0
0,1378,True,False,False,693,11,31,17,39529,36900,28,63,133,2,0,0,3,0,0,710,31,11,55,48213,43825,18,85,161,4,0,3,3,0,1
0,1671,False,False,False,819,17,28,27,49545,45558,24,89,191,3,0,1,3,0,0,904,27,17,54,60136,52725,31,76,198,9,1,2,3,1,1
0,924,True,False,False,440,9,23,7,25669,23925,19,34,70,0,0,1,0,0,0,535,23,9,17,34848,29858,16,55,105,3,0,1,6,0,0
0,1801,False,False,False,871,20,32,44,52549,49658,17,62,129,1,0,0,1,0,0,953,32,20,47,65201,57595,24,68,197,11,3,4,5,1,1
0,1477,True,False,True,715,37,20,60,57888,51325,16,59,132,11,3,1,1,0,1,605,20,37,34,44567,42900,13,52,121,1,0,2,2,0,0
0,2019,True,False,True,849,44,30,98,72535,69000,34,93,233,10,2,2,3,2,0,959,30,45,56,66071,62325,31,94,221,6,0,3,3,0,1
0,1337,True,False,True,672,28,16,54,48544,46100,12,54,119,4,0,3,0,1,0,694,16,28,24,40986,37850,21,48,125,1,0,0,3,0,0
0,1474,False,False,True,724,31,14,47,54045,46135,23,62,179,7,1,4,4,1,1,682,14,31,24,42395,39568,17,70,129,0,0,0,0,0,0
0,1454,False,False,False,615,16,40,17,42813,41658,9,46,108,3,0,1,6,0,0,593,40,16,66,52064,46825,14,52,120,7,1,1,0,1,1
0,1848,False,False,False,859,31,34,66,62113,59810,18,80,173,8,1,1,3,1,1,862,34,31,66,64690,59208,25,62,173,7,1,2,3,1,0
0,1286,False,False,True,751,26,10,23,49950,45175,18,41,110,11,3,2,6,0,1,615,10,27,15,35267,34300,14,53,105,0,0,1,0,0,0
0,951,True,False,True,502,15,4,17,31812,26505,13,45,94,2,0,2,6,0,1,413,4,15,6,23960,22150,17,30,72,0,0,0,0,0,0
0,1338,True,False,False,582,14,32,23,38252,36810,25,68,151,0,0,0,2,0,0,738,32,14,47,52180,46533,18,52,106,8,1,3,1,0,1
0,1156,True,False,True,536,30,11,54,41662,36175,12,39,92,4,0,1,2,0,1,524,11,30,9,30639,26600,6,37,72,0,0,1,0,0,0
0,1595,False,False,False,693,31,47,39,56690,52225,12,47,115,6,0,1,5,0,0,698,47,32,78,64737,59625,15,57,137,10,2,2,1,1,1
0,1740,False,False,False,869,30,30,40,58689,55100,26,96,210,3,0,1,3,1,0,914,30,30,56,62820,57383,39,72,197,9,1,3,3,0,1
0,1495,False,False,False,784,18,32,31,46851,44140,24,76,177,3,0,0,3,0,0,764,32,18,54,55994,48648,29,67,155,9,2,4,0,1,1
0,1201,True,False,True,700,24,7,34,44856,40085,21,47,120,5,0,2,3,0,1,608,7,24,7,34748,32608,18,65,123,2,0,1,3,0,0
0,2047,False,False,False,957,36,33,46,71947,66975,35,85,226,3,0,1,3,2,0,956,33,36,65,71549,65200,33,98,256,11,7,3,3,0,1
0,1284,True,False,False,623,17,32,16,40288,37300,16,38,95,2,0,0,3,0,1,638,32,17,43,48800,44680,10,40,94,4,0,3,0,0,0
0,1383,False,False,False,742,12,29,12,43808,40358,10,56,107,4,1,2,6,0,0,802,29,12,53,54644,48087,24,57,158,9,2,1,0,1,1
0,941,True,False,True,531,17,8,12,31992,27850,17,32,80,2,0,1,4,0,1,430,8,17,13,24980,22750,10,45,83,0,0,0,0,0,0
0,1558,False,False,True,931,33,12,50,61264,52225,19,64,157,10,2,3,3,1,1,799,12,33,25,43029,40675,25,54,131,0,0,1,2,0,0
0,2076,True,False,True,1178,29,20,63,71145,62775,36,122,261,9,2,4,0,0,1,1098,20,29,38,66257,61325,50,99,258,4,0,1,6,2,0
0,1962,False,False,False,812,42,37,60,64604,67120,20,81,194,8,1,2,3,0,0,844,37,42,74,70878,63675,31,71,180,8,1,2,3,2,0
0,1684,False,False,True,904,26,11,61,56928,50225,22,74,183,7,1,2,3,0,1,920,11,27,18,49526,48375,21,64,143,3,0,2,3,1,0
0,1810,False,False,True,1007,31,24,63,67131,61175,27,84,201,10,2,2,5,1,1,971,24,31,40,59959,57766,22,80,205,5,0,2,1,0,0
0,2083,True,False,True,1090,30,19,62,75212,71100,57,133,321,8,3,3,0,3,1,1113,19,30,25,63111,60525,56,109,219,4,0,1,6,0,0
0,1686,False,False,False,816,24,31,44,52509,49180,26,58,161,2,0,1,0,0,0,885,31,24,50,60642,54600,27,65,164,8,1,2,6,1,1
0,1953,False,False,False,961,34,34,61,68753,64475,19,86,198,8,3,4,6,1,1,1066,34,34,69,71506,63325,27,95,192,7,1,0,0,1,0
0,911,True,False,False,407,3,13,5,22156,20197,5,34,58,0,0,0,0,0,0,475,13,3,14,28536,24768,16,31,66,1,0,1,3,0,1
0,1929,True,False,True,848,43,38,87,72916,66925,18,105,212,8,1,0,0,2,0,929,38,43,61,67004,65708,23,80,204,5,0,4,3,0,1
0,1533,False,False,True,703,27,19,73,53436,46275,12,64,135,7,1,1,3,1,0,705,19,27,33,45224,44650,17,54,138,4,0,2,0,0,1
0,1590,False,False,True,813,32,19,56,58523,51658,15,75,162,9,1,1,4,1,1,816,19,32,39,50907,49135,27,68,180,4,0,3,0,0,0
0,1463,False,False,True,791,24,7,36,52971,46325,15,55,145,9,1,1,5,1,1,764,7,24,9,40889,39555,15,41,100,3,0,2,1,0,0
0,1201,True,False,False,567,10,26,9,33935,32250,8,34,76,1,0,1,3,0,0,616,26,10,34,45467,36825,5,41,90,7,0,1,3,0,1
0,916,True,False,True,524,15,3,19,34908,30075,6,30,63,6,0,2,2,0,1,433,3,15,1,22744,19988,4,27,51,0,0,0,4,0,0
0,1564,False,False,False,786,20,22,22,49322,45625,21,62,151,4,0,1,6,0,1,800,21,21,34,51752,44415,26,74,173,7,1,2,0,1,0
0,2172,False,False,False,1091,24,36,48,67946,64926,61,118,260,5,0,1,3,0,0,1091,36,25,59,74958,68200,60,139,305,8,1,4,3,1,1
0,1964,False,False,True,937,27,20,72,65158,57783,37,84,223,8,1,3,0,1,1,955,20,27,45,60808,58300,27,85,222,5,0,2,6,1,0
0,1759,False,False,True,846,52,31,80,72711,66633,24,80,196,10,2,3,4,1,0,770,31,52,39,56758,54738,18,47,115,3,0,1,2,0,0
0,1852,False,False,False,948,25,38,30,60025,57675,19,70,151,6,2,1,3,0,1,920,38,25,55,71812,64885,25,101,220,11,3,3,3,2,0
0,2187,False,False,True,1017,41,44,67,80422,75700,33,77,206,10,3,3,6,2,1,1059,44,42,72,76314,73033,23,131,253,8,2,2,0,0,0
0,2076,False,False,False,1053,25,36,38,67074,65050,33,81,227,6,0,2,6,1,1,972,36,25,78,70233,63725,40,93,242,7,1,2,0,1,0
0,1144,True,False,True,615,31,11,56,44972,34985,11,42,99,6,0,2,0,0,1,507,11,31,11,31915,29062,12,35,90,1,0,0,3,0,0
0,1399,False,False,True,674,41,19,54,59750,53825,14,43,113,11,3,3,6,1,1,627,19,41,25,41534,38468,7,48,82,1,0,0,0,0,0
0,1001,True,False,False,495,5,14,4,26319,24425,8,36,82,1,0,0,4,0,0,572,14,5,18,33482,26775,13,33,78,3,0,2,2,0,0
0,1263,True,False,False,639,17,29,25,40612,38980,15,49,122,2,0,0,0,0,0,643,29,17,42,46608,40458,12,39,90,3,0,3,3,1,1
0,1580,True,False,True,773,38,18,45,58969,55543,29,56,176,8,2,2,3,1,1,811,18,38,23,50780,48975,15,71,149,4,0,2,3,0,0
0,1562,False,False,True,880,35,12,71,62036,51550,24,74,195,9,1,3,3,1,1,833,12,35,16,46546,45210,21,59,140,4,0,1,3,0,0
0,962,True,False,False,375,6,22,6,23502,20050,6,30,56,0,0,0,0,0,0,524,22,7,19,35360,31608,9,48,87,4,0,2,6,0,1
0,969,True,False,True,572,18,7,19,35337,31135,9,30,70,3,0,1,6,0,0,526,7,18,12,27218,22733,8,43,77,0,0,1,0,0,0
0,1194,True,False,False,602,8,23,11,33784,32075,9,38,72,1,0,1,0,0,0,696,23,8,23,42793,38058,8,42,98,5,0,1,6,0,1
0,1019,True,False,False,412,9,25,11,27117,25400,6,32,57,1,0,0,3,0,0,525,25,9,36,35740,30875,10,35,88,2,0,2,0,0,1
0,1402,True,False,False,627,21,40,40,45984,44000,17,46,117,1,0,0,1,0,0,639,40,21,53,53707,47458,15,58,142,7,0,3,5,0,1
0,1109,True,False,False,541,23,26,31,38467,34625,11,44,104,2,0,1,3,0,0,565,26,23,42,41359,35785,12,43,98,4,0,1,0,0,0
0,1511,True,False,True,894,25,16,42,56704,52643,12,50,124,9,1,2,6,1,1,808,16,25,18,46617,44575,22,54,146,4,0,2,0,0,0
0,1529,False,False,True,787,40,15,61,62265,52733,18,56,141,10,1,2,2,1,1,752,15,40,18,43713,43405,10,63,134,1,0,1,1,0,0
0,1337,True,False,False,661,7,22,12,36206,34393,25,51,140,2,0,1,4,0,0,687,22,7,35,44850,38125,23,74,148,5,0,1,2,0,0
0,1750,False,False,True,948,28,13,47,63279,57608,34,62,188,9,2,3,0,2,0,875,13,28,26,52502,50130,21,73,172,7,1,2,6,0,1
0,916,True,False,True,486,20,9,25,31913,26425,10,31,77,2,0,2,3,0,0,438,9,21,8,26979,23725,7,24,50,1,0,0,1,0,0
0,1723,False,False,True,904,28,19,61,64171,54575,29,84,201,9,1,2,0,2,0,875,19,28,32,52648,49795,30,80,168,4,0,2,6,0,1
0,1953,False,False,True,1061,44,20,72,77883,70670,48,102,278,10,2,3,5,1,1,880,20,44,48,59292,56458,41,88,180,3,0,2,1,1,0
0,1360,False,False,True,610,34,18,69,51316,46408,25,53,133,8,1,1,3,1,0,573,18,34,34,40945,38633,13,59,130,2,0,2,1,0,1
0,1540,False,False,True,769,42,18,72,61120,54050,28,63,160,9,2,2,1,1,1,689,18,42,33,48091,45475,25,75,169,3,0,1,5,0,0
0,1576,False,False,True,833,25,24,50,57688,51225,27,70,184,7,1,2,3,1,1,826,24,25,27,52628,47100,22,67,155,4,0,2,3,0,0
0,1493,False,False,False,690,19,39,29,45886,43775,15,72,158,4,0,0,3,0,0,694,38,19,55,57285,50775,25,54,133,9,1,3,0,1,0
0,1428,False,False,False,673,21,25,37,43749,42075,21,58,140,2,0,1,0,0,0,765,25,21,40,53789,44925,22,61,156,8,1,2,6,1,1
0,2094,False,False,True,958,36,44,62,76172,70691,36,78,205,10,2,3,3,1,1,1002,43,36,71,75340,71830,40,103,269,6,0,2,0,1,0
0,1526,False,False,True,797,30,21,47,58105,53608,57,91,243,9,1,2,3,1,0,718,21,30,30,47121,45425,40,98,159,2,0,1,3,0,0
0,1845,False,False,True,985,41,25,64,66937,63225,22,71,174,7,1,4,0,0,0,913,25,41,49,64136,62600,26,67,179,5,0,0,3,2,1
0,1474,False,False,False,711,17,26,28,43591,41933,24,59,146,1,0,0,0,0,1,805,24,17,37,52611,42175,23,56,175,9,1,4,4,1,0
0,172,False,True,False,42,0,0,0,4116,2450,0,1,0,0,0,0,0,0,0,53,0,0,0,4254,2450,1,2,3,0,0,0,0,0,0
0,2246,False,False,False,1018,57,34,92,83475,78783,38,82,189,7,1,1,0,1,1,1148,34,57,49,83478,76533,40,106,262,10,2,4,6,2,0
0,1741,False,False,True,875,39,24,67,66735,61440,36,97,224,10,1,2,6,1,1,828,24,39,40,55746,52725,30,81,163,5,0,2,0,1,0
0,1710,False,False,False,840,37,26,39,61519,60368,26,75,193,8,1,0,6,1,1,799,26,38,52,57775,49950,23,69,137,8,1,4,0,0,0
0,1554,False,False,True,876,28,14,43,58854,53760,27,62,170,10,2,3,3,1,1,749,14,28,19,44811,43387,25,58,147,1,0,0,3,0,0
0,1377,False,False,False,683,13,32,21,39039,37725,33,57,121,1,0,0,0,0,0,722,32,13,43,53797,43950,26,69,151,10,2,3,6,1,1
0,155,False,True,False,17,0,0,0,3315,2450,0,1,0,0,0,0,0,0,0,41,0,0,0,3769,2450,0,1,1,0,0,0,0,0,0
0,2007,True,False,False,899,22,26,41,60118,57108,35,83,223,5,1,0,5,0,1,1024,26,22,44,68644,58950,37,83,214,6,0,5,1,1,0
0,1166,False,False,True,603,20,16,28,41719,33008,8,40,88,8,1,2,4,0,1,531,16,21,19,33600,32050,11,41,94,0,0,0,0,0,0
0,1503,False,False,False,694,14,25,17,42356,41205,17,69,163,2,0,0,1,0,1,783,25,14,45,52162,43625,24,62,153,9,2,4,5,1,0
0,2472,False,False,True,1093,44,41,89,88056,78435,32,99,241,10,2,4,5,3,1,1201,41,44,93,81899,79975,36,102,233,8,1,2,1,0,0
0,1837,False,False,False,944,40,33,57,73903,66820,24,87,194,9,1,0,6,1,1,995,33,40,57,68575,62475,29,65,168,7,1,4,0,1,0
0,912,True,False,True,536,15,8,14,32007,26700,11,35,78,3,0,2,6,0,0,439,8,15,13,25190,23350,10,36,75,0,0,0,0,0,0
0,916,True,False,False,347,6,21,8,23129,21950,8,26,52,0,0,0,0,0,0,536,20,6,16,34752,29875,6,34,71,4,0,0,0,0,0
0,1648,False,False,True,793,45,32,64,66453,57612,22,63,153,11,3,1,3,1,1,634,32,45,53,52662,51040,16,73,167,3,0,3,2,0,0
0,1285,False,False,True,668,26,14,45,47884,38325,21,47,126,8,1,1,0,0,1,639,14,26,19,40321,38983,11,48,107,5,0,2,6,0,0
0,1504,False,False,False,735,22,22,29,47920,46125,23,61,176,5,0,0,0,0,1,726,22,22,31,49227,39525,23,63,138,7,1,3,3,1,0
0,1287,False,False,True,706,28,14,41,51349,47175,13,46,109,10,1,1,1,1,0,542,14,28,27,35607,32475,10,53,100,0,0,2,3,0,1
0,1728,False,False,False,789,22,20,51,51106,48425,27,86,209,2,0,2,4,0,0,858,20,22,42,59185,49250,29,80,187,8,1,2,2,2,1
0,1653,False,False,False,711,36,48,50,58488,57675,10,39,101,5,0,2,3,0,1,696,48,36,71,64557,58350,8,50,125,7,1,2,3,0,0
0,1750,False,False,False,906,18,47,26,57396,53515,21,73,163,5,0,0,6,0,1,1040,47,18,72,71445,63925,34,77,212,11,2,4,0,1,0
0,1768,False,False,False,873,22,28,44,55020,53335,27,73,177,2,0,1,0,0,0,915,28,22,57,62714,54760,33,74,209,11,3,3,3,1,1
0,921,True,False,False,430,4,24,6,23372,21650,3,31,62,0,0,0,0,0,0,495,24,4,33,34767,30850,6,35,79,4,0,1,6,0,0
0,1785,False,False,False,811,17,41,28,52961,51383,24,76,162,2,0,0,0,0,0,982,41,17,57,71175,61500,29,68,184,10,2,4,3,2,1
0,1411,False,False,False,661,16,31,25,43088,43400,13,46,121,3,0,0,0,0,1,648,30,16,63,49440,41425,8,58,126,7,1,2,6,1,0
0,1057,True,False,False,477,13,24,15,32894,31350,10,29,69,1,0,0,3,0,1,528,24,13,30,39117,34300,7,43,79,4,0,2,3,0,0
0,991,True,False,True,499,26,12,40,38481,34575,12,35,79,6,1,0,3,0,0,450,12,27,14,30367,27025,7,44,76,2,0,1,0,0,0
0,1704,False,False,True,959,36,21,51,66966,60305,30,73,191,11,3,3,6,1,1,810,21,36,28,50225,47625,24,76,184,2,0,1,0,0,0
0,1542,False,False,True,877,30,12,40,57562,50000,24,71,156,8,1,2,2,1,0,772,10,30,16,41373,39725,30,60,165,1,0,1,4,0,1
0,1869,True,False,False,884,35,43,50,61059,58215,51,88,185,2,0,2,0,0,0,890,43,35,59,71382,66120,53,103,255,9,2,2,6,1,1
0,1828,False,False,False,873,26,41,33,57060,55550,19,71,169,4,0,0,3,0,0,898,41,26,69,67590,59610,31,64,205,8,1,3,3,1,1
0,1474,False,False,False,740,18,26,23,48335,42233,29,66,139,5,1,0,3,0,0,767,26,18,41,54602,48275,27,75,160,10,2,2,2,1,1
0,1391,False,False,False,653,15,22,20,39788,37050,16,58,130,3,0,1,1,0,1,777,22,15,43,52907,42925,24,53,146,11,2,2,5,1,0
0,1751,False,False,True,815,28,19,54,61181,51100,40,76,208,9,2,4,4,2,0,793,19,28,31,51297,50725,21,103,201,3,0,0,2,0,1
0,1392,True,False,False,622,17,40,23,43927,41550,21,58,111,1,0,0,6,0,1,805,39,17,47,55600,48262,27,65,157,5,1,3,0,1,0
0,2076,False,False,False,1022,30,28,63,71503,66475,29,82,225,7,1,3,2,1,1,1091,28,30,55,71599,64773,27,90,225,10,2,2,4,1,0
0,1750,False,False,True,905,35,22,53,66818,58783,25,73,178,11,4,2,5,2,1,907,21,36,35,54268,52375,24,55,150,2,0,2,1,0,0
0,1980,False,False,True,1002,40,33,62,75344,71670,48,71,228,10,4,2,6,2,1,1053,32,40,59,68156,65507,24,107,203,3,0,2,0,0,0
0,1070,True,False,False,514,13,23,16,31916,29025,14,35,95,1,0,1,0,0,0,570,23,13,36,38408,32925,10,49,96,4,0,0,6,0,1
0,101,False,True,False,0,0,1,0,2505,1950,0,1,1,0,0,0,0,0,0,0,1,0,2,3030,2950,0,3,1,0,0,0,0,0,0
0,912,True,False,True,527,15,4,27,31747,29250,8,38,84,2,0,1,6,0,0,425,4,15,5,22443,19624,12,22,46,0,0,0,0,0,0
0,1135,False,False,False,537,8,27,18,33564,32075,4,37,69,2,0,0,1,0,0,650,27,8,44,45862,34433,13,35,99,9,1,2,5,0,1
0,1790,False,False,False,886,32,43,57,63383,60775,33,71,179,6,0,2,5,0,1,883,43,32,64,66408,61580,21,79,183,8,1,2,1,1,0
0,2237,True,False,False,1044,29,45,43,74003,70205,26,96,233,8,0,2,6,0,1,1147,45,29,82,82613,73150,28,91,233,8,2,4,0,2,0
0,1520,True,False,True,724,32,15,68,52895,45230,25,48,143,5,0,2,0,0,1,757,15,32,22,45678,42525,12,60,141,4,0,2,6,0,0
0,1809,False,False,False,839,32,36,46,59444,57075,34,69,165,4,0,1,0,0,0,791,36,32,48,62298,60160,26,94,200,7,1,3,6,1,1
0,1611,False,False,True,856,33,19,54,61688,53908,35,65,157,10,2,4,3,1,0,762,19,33,22,48029,45700,22,73,166,3,0,0,3,0,1
0,2340,False,False,False,1160,33,41,59,79810,76560,77,135,319,10,2,3,6,1,1,1305,41,33,74,89099,82050,78,155,328,10,2,3,0,2,0
0,915,True,False,False,403,3,23,5,21314,20095,10,31,51,0,0,0,1,0,0,470,23,3,33,34753,30600,13,48,99,3,0,2,2,0,0
0,1987,False,False,True,995,30,22,52,69151,62150,21,120,240,9,1,4,3,2,1,1017,22,30,40,62072,58250,61,62,229,6,0,1,3,0,0
0,1956,False,False,True,898,53,30,79,75652,65350,32,71,192,9,1,2,0,2,0,899,30,53,46,63868,62500,22,77,197,6,0,2,6,0,1
0,1456,False,False,False,688,21,39,19,47903,45375,29,75,155,3,0,1,2,0,0,729,39,21,58,58425,53255,39,81,189,8,1,2,1,1,1
0,928,True,False,False,494,2,9,1,22736,20487,11,33,57,0,0,0,3,0,0,571,9,2,8,32348,30050,13,38,94,4,0,2,3,0,1
0,2077,False,False,False,1155,25,43,42,69032,65725,42,104,256,6,0,2,6,0,1,1163,43,25,69,77609,70458,51,103,276,9,1,3,0,2,0
0,1478,False,False,False,736,21,26,34,48517,46375,22,41,119,5,0,1,5,0,1,750,26,21,31,54993,51730,10,70,124,7,1,2,1,1,0
0,912,True,False,True,510,20,4,31,32803,27650,9,43,92,3,0,1,4,0,0,462,4,20,4,23211,20400,16,25,67,0,0,0,2,0,0
0,1632,True,False,True,878,37,21,58,64694,60853,29,85,221,9,1,2,4,1,1,811,21,37,35,50550,48600,30,54,152,1,0,0,2,0,0
0,1831,False,False,False,838,31,40,56,60613,57930,37,66,181,3,0,1,0,0,0,883,40,31,68,68419,64250,23,95,201,11,3,1,6,1,1
0,1650,False,False,False,838,22,38,30,54907,49941,22,55,153,5,0,2,3,1,0,791,38,22,62,59785,49875,18,58,146,8,1,2,3,0,1
0,2106,False,False,False,1110,23,24,38,67873,65207,39,93,236,5,0,2,1,1,1,1049,24,23,39,70085,64858,43,101,281,11,4,2,5,0,0
0,1576,False,False,True,841,45,23,88,65229,58808,19,69,179,10,2,1,2,1,1,809,23,45,30,51238,49875,19,65,145,4,0,1,4,0,0
0,1392,False,False,False,675,21,35,30,44323,41825,24,54,130,1,0,1,0,0,0,758,35,21,41,59549,53458,22,74,145,11,3,2,6,1,1
0,1756,False,False,False,872,26,24,52,56249,52570,31,73,196,6,0,4,1,0,0,832,24,26,54,58933,49800,32,75,176,9,1,0,4,1,1
0,1873,True,False,False,937,24,35,52,59001,54775,36,78,192,3,0,3,1,1,1,970,34,24,75,69393,58900,36,80,210,9,1,2,5,1,0
0,1771,False,False,False,886,34,36,57,61505,60275,25,94,231,4,0,2,2,0,0,918,36,34,52,67347,60450,31,59,152,8,1,2,4,2,1
0,943,True,False,True,555,23,7,29,37665,35750,16,36,85,5,0,2,6,0,1,394,7,23,11,24942,22450,9,39,72,0,0,0,0,0,0
0,1651,False,False,False,784,16,22,23,47370,47000,23,68,188,3,0,0,3,0,1,857,22,16,48,57494,48225,32,68,166,9,2,4,1,1,0
