,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,404,34726,55,18,19,1,1,1,0,389,36145,19,18,31,1,0,3,0,1
0,477,40596,33,19,13,2,1,4,0,465,35464,13,19,35,0,0,5,1,1
0,425,34224,35,14,19,2,1,2,0,408,35967,19,14,32,0,0,4,0,0
0,397,31649,35,13,19,0,1,1,0,415,35070,19,13,49,2,0,3,0,0
0,456,32146,78,6,26,2,1,0,0,463,39864,26,6,82,0,0,2,0,0
0,417,43097,60,31,25,1,1,3,0,457,41511,25,31,66,0,0,4,0,0
0,433,34427,46,17,19,0,1,0,0,348,34604,19,17,27,2,0,1,0,0
0,391,31930,33,11,10,2,1,1,0,374,29749,10,11,34,0,0,1,0,1
0,377,33767,31,15,20,0,0,2,0,457,38220,20,15,32,2,1,4,0,0
0,456,36944,25,19,9,0,1,4,0,452,32701,9,19,37,2,0,1,0,1
0,419,41114,30,24,17,2,1,4,0,445,36058,17,24,34,1,1,4,0,1
0,447,36785,51,18,24,0,0,2,0,410,37691,24,18,206,2,0,1,0,0
0,385,37932,242,21,16,1,0,2,0,395,34083,16,21,40,2,1,3,0,1
0,396,36590,39,21,24,1,1,1,0,398,37267,24,21,38,1,0,2,0,0
0,417,32638,32,12,26,1,0,0,0,460,40571,26,12,44,1,0,3,0,0
0,467,37970,97,20,13,2,1,3,0,427,34459,13,20,37,0,0,2,0,1
0,423,37191,34,23,18,1,0,1,0,429,36514,18,23,32,1,1,2,0,1
0,416,30613,38,9,25,0,0,0,0,404,38784,25,9,386,2,1,3,0,0
0,428,41739,32,31,11,2,0,5,0,366,30705,11,31,37,1,1,0,0,1
0,419,40092,63,27,14,3,0,2,0,406,34051,14,27,31,0,1,2,0,1
0,446,32605,147,11,14,0,0,2,0,487,34763,14,11,44,1,0,1,0,1
0,506,42362,42,25,13,1,1,3,0,440,33920,13,25,52,1,0,3,0,1
0,432,39269,54,24,18,0,0,2,0,493,37732,18,24,55,2,1,4,0,0
0,417,39834,172,26,18,2,1,2,0,388,34813,18,26,36,0,0,1,0,1
0,453,35229,36,16,13,1,2,3,0,418,33478,13,16,307,1,0,3,0,0
0,353,33409,23,17,20,1,0,1,0,460,39685,20,17,37,1,1,6,1,0
0,417,37878,288,23,15,1,1,3,0,320,30964,15,23,49,1,0,0,0,1
0,368,31952,28,13,16,0,0,0,0,460,35894,16,13,53,2,1,2,0,0
0,351,38749,107,32,16,0,0,3,0,374,34853,16,32,28,2,0,2,0,1
0,440,30432,32,11,25,0,0,0,0,453,40435,25,11,41,2,2,6,1,0
0,442,37156,34,19,23,0,0,1,0,431,37398,23,19,36,2,1,1,0,0
0,496,39409,38,17,15,2,0,2,0,417,32595,15,17,51,1,1,3,0,1
0,368,37113,117,22,21,1,0,2,0,432,36914,21,22,382,1,1,4,0,1
0,460,34436,30,14,16,0,0,1,0,498,37092,16,14,253,1,1,3,0,0
0,436,31532,44,7,13,2,0,1,0,479,36171,13,7,26,0,1,4,0,0
0,525,38107,64,15,12,0,0,4,0,417,34646,12,15,31,2,1,1,0,1
0,402,37279,30,23,16,2,1,3,0,371,33664,16,23,31,0,0,1,0,1
0,378,33019,79,16,11,0,0,2,0,385,32739,11,16,31,1,1,3,0,1
0,367,36457,31,20,30,1,1,1,0,447,40484,30,20,31,1,1,3,0,1
0,456,35519,32,11,17,1,2,3,0,475,35962,17,11,33,1,0,1,0,0
0,393,35302,52,18,22,2,1,3,0,417,37494,22,18,30,0,0,3,0,1
0,456,36503,31,15,17,1,1,5,0,315,31515,17,15,27,1,0,2,0,0
0,428,34112,58,16,14,1,1,1,0,432,35296,14,16,37,1,0,2,0,0
0,408,31166,28,8,13,1,0,3,0,439,31984,13,8,29,0,0,3,0,1
0,443,38384,78,19,15,1,0,3,0,433,35621,15,19,40,1,0,2,0,1
0,446,36578,34,19,19,2,1,1,0,420,35278,19,19,36,0,0,2,0,0
0,496,39421,31,26,16,1,1,3,0,410,33801,16,26,28,1,0,1,0,1
0,483,35087,60,12,19,2,0,1,0,485,37464,19,12,31,0,0,3,0,1
0,467,38525,36,20,24,1,1,2,0,473,39871,24,20,81,1,0,3,0,0
0,397,31117,29,12,23,1,0,0,0,454,40371,23,12,43,2,1,6,0,0
0,446,36143,459,17,26,1,0,2,0,398,39487,26,17,30,1,0,5,0,0
0,350,32889,40,10,16,0,1,3,1,365,32976,16,10,59,2,0,3,0,0
0,291,27031,23,11,18,0,0,0,0,445,40438,18,11,41,3,2,7,1,0
0,359,30229,28,15,22,0,0,0,0,431,40092,22,15,30,2,1,6,0,0
0,408,37568,36,15,20,1,1,1,0,457,38826,20,15,34,1,0,4,0,0
0,462,43017,235,30,10,2,1,4,0,420,32003,10,30,28,0,0,0,0,1
0,406,38661,36,26,16,2,1,2,0,398,35501,16,26,39,0,0,1,0,1
0,422,35760,29,17,29,0,0,2,0,407,39790,29,17,242,2,1,4,0,0
0,417,43794,39,35,13,2,1,5,0,407,33199,13,35,36,0,0,2,1,1
0,437,31609,42,10,14,1,1,1,0,465,34783,14,10,43,1,0,3,0,0
0,382,40235,59,27,29,0,1,2,0,367,38558,29,27,38,2,0,3,0,1
0,397,34468,44,11,13,1,1,3,0,475,33455,13,11,53,1,0,2,0,1
0,417,32193,176,6,19,1,0,0,0,465,35354,19,6,39,1,0,4,0,0
0,382,42312,40,27,21,2,1,5,0,392,36272,21,27,32,0,0,1,0,1
0,395,35805,29,15,15,2,0,2,0,470,35943,15,15,43,1,0,4,0,0
0,470,39724,43,25,6,2,1,4,0,346,28023,6,25,194,0,0,1,0,1
0,375,31420,29,13,14,2,0,0,0,442,35969,14,13,32,0,1,5,0,0
0,425,35657,31,16,15,0,0,3,0,410,34952,15,16,334,2,1,3,0,1
0,419,38742,37,19,15,2,1,4,0,371,33995,15,19,38,0,0,4,0,1
0,454,37733,28,20,14,2,0,2,0,381,32897,14,20,94,0,1,2,0,1
0,411,35938,36,14,13,1,1,3,0,390,32460,13,14,51,1,0,1,0,1
0,401,36350,37,18,15,1,1,3,0,433,33404,15,18,24,1,0,1,0,0
0,510,43682,37,25,14,1,1,4,0,422,32689,14,25,36,1,0,3,0,1
0,511,38857,32,13,18,2,1,5,0,364,33576,18,13,360,0,0,0,0,1
0,440,36344,34,17,6,1,0,4,1,436,29539,6,17,59,1,0,2,0,0
0,483,37664,31,23,3,2,0,1,0,427,26952,3,23,39,0,0,2,0,1
0,358,34504,33,19,22,2,1,0,0,387,37220,22,19,102,0,0,4,0,0
0,428,34159,390,15,17,1,1,1,0,463,35450,17,15,23,1,0,2,0,0
0,442,33637,47,10,15,0,1,3,0,453,34575,15,10,44,2,0,1,0,1
0,441,36815,42,19,20,3,0,4,0,440,37064,20,19,45,0,1,1,0,1
0,339,35747,33,22,12,2,1,2,0,386,35070,12,22,38,1,0,5,0,1
0,480,31220,35,4,17,0,0,3,0,420,34080,17,4,30,2,0,1,0,0
0,361,39843,100,26,22,2,1,1,0,335,35750,22,26,39,0,0,3,0,1
0,473,41466,33,23,21,1,1,3,0,444,37812,21,23,40,2,0,2,0,1
0,434,29666,34,4,12,0,0,1,0,485,36308,12,4,50,2,2,5,0,0
0,453,32640,34,10,25,0,0,1,0,478,42025,25,10,41,3,1,6,0,0
0,489,32846,57,11,19,1,0,0,0,462,35857,19,11,41,1,1,3,0,0
0,481,37468,34,15,21,0,0,3,0,465,38364,21,15,35,2,0,2,0,0
0,439,34245,36,13,20,2,1,1,0,482,38614,20,13,57,0,0,5,0,0
0,432,33399,97,18,23,1,0,1,0,401,37215,23,18,40,1,0,3,0,1
0,359,34879,48,18,23,1,0,1,0,410,36629,23,18,34,1,0,1,0,0
0,414,33023,39,10,22,0,0,1,0,431,39635,22,10,35,3,1,3,0,0
0,424,33252,41,11,10,1,1,3,0,384,31536,10,11,362,1,0,2,0,0
0,464,36551,32,15,8,2,1,3,0,440,31538,8,15,39,1,0,1,0,1
0,464,41560,46,25,20,0,1,3,0,449,37912,20,25,75,2,0,0,0,1
0,487,36754,33,18,12,2,1,2,0,473,34556,12,18,37,1,0,1,0,1
0,465,41107,112,22,11,3,1,3,0,428,31917,11,22,54,0,0,2,0,1
0,487,34835,42,13,9,1,1,1,0,520,34412,9,13,44,0,0,4,0,0
0,478,40037,46,24,10,1,1,2,0,417,31544,10,24,49,1,0,2,0,1
0,415,37987,39,24,19,1,0,0,0,464,40767,19,24,34,1,1,5,0,0
0,450,38317,75,18,17,0,0,3,0,475,38344,17,18,90,2,0,2,0,0
0,455,39035,286,19,18,2,1,4,0,403,35147,18,19,27,0,0,2,0,1
0,409,34608,27,19,12,1,0,2,0,435,32775,12,19,45,2,0,2,0,1
0,468,34564,33,14,23,0,0,0,0,456,40608,23,14,27,2,1,5,0,0
0,416,32436,49,12,17,0,0,1,0,467,37328,17,12,37,3,1,4,0,0
0,419,33933,35,15,18,0,0,0,0,471,37544,18,15,27,1,1,5,0,0
0,408,33805,173,12,19,0,0,1,0,548,38735,19,12,35,2,1,4,0,0
0,329,27350,40,7,28,1,0,1,0,376,39181,28,7,53,1,2,4,0,0
0,480,40057,36,21,7,2,2,5,0,402,29725,7,21,30,0,0,2,0,1
0,414,32562,31,17,22,0,0,0,0,435,37820,22,17,28,3,1,4,0,0
0,460,37117,36,21,4,2,1,2,0,386,28846,4,21,40,0,0,4,0,1
0,397,38804,30,23,10,2,1,4,0,401,30902,10,23,34,0,0,3,0,1
0,422,35295,179,18,14,0,1,1,0,445,33326,14,18,45,1,0,2,0,0
0,403,37601,24,24,15,1,0,2,0,345,30492,15,24,27,2,0,1,0,1
0,429,38373,30,24,26,2,1,1,0,382,38411,26,24,94,0,0,3,0,0
0,434,33677,48,15,23,1,0,0,0,479,38667,23,15,34,2,0,2,0,0
0,429,38517,41,21,22,2,0,2,0,424,38507,22,21,46,0,1,4,0,0
0,418,36617,111,21,13,1,1,1,0,375,34364,13,21,38,1,0,3,0,1
0,457,37396,47,19,23,2,1,2,0,412,37033,23,19,37,1,0,0,0,1
0,415,36988,52,20,16,1,1,2,0,406,34267,16,20,29,1,0,3,0,1
0,407,29094,55,9,17,3,0,0,0,412,34779,17,9,571,0,1,3,0,0
0,397,38710,171,22,29,0,1,0,0,387,39298,29,22,41,1,0,5,0,0
0,434,35643,36,18,12,2,1,1,0,397,30768,12,18,36,1,0,1,0,1
0,496,35261,33,14,13,0,1,2,0,520,36043,13,14,68,2,0,1,0,0
0,468,37600,34,18,19,2,0,2,0,508,36648,19,18,42,1,1,1,0,0
0,416,31965,178,12,28,0,0,0,0,453,42148,28,12,90,2,1,4,0,0
0,438,36517,28,21,17,2,0,0,0,394,34135,17,21,31,0,0,1,0,1
0,467,36786,171,15,13,0,1,2,0,441,33363,13,15,259,2,0,1,0,0
0,404,34556,97,15,18,0,1,2,0,345,33725,18,15,32,2,0,2,0,0
0,424,37755,167,24,15,3,1,1,0,425,34958,15,24,41,0,0,2,0,1
0,425,41371,175,23,21,2,1,4,0,420,37815,21,23,41,0,0,3,0,1
0,375,31800,41,13,22,1,0,0,0,426,38953,22,13,37,2,1,4,0,0
0,523,38410,56,17,11,2,0,4,0,418,33204,11,17,33,0,1,2,0,1
0,444,37441,314,23,12,0,0,0,0,434,33096,12,23,34,2,0,2,0,0
0,398,34332,48,15,17,1,0,0,0,467,36780,17,15,32,1,0,2,0,0
0,416,42238,35,31,21,3,1,2,0,353,34883,21,31,168,0,0,2,0,1
0,390,32103,55,14,19,2,1,1,0,353,33416,19,14,39,1,0,2,0,0
0,467,36420,43,15,21,0,0,1,0,446,38115,21,15,23,2,0,3,0,0
0,409,33794,61,17,23,1,0,0,0,439,38643,23,17,33,1,1,6,0,1
0,409,32263,30,13,17,1,0,1,0,429,35999,17,13,39,1,1,4,0,0
0,389,35266,25,13,19,0,1,1,0,430,35413,19,13,30,2,0,5,0,0
0,456,34334,26,14,19,0,1,3,0,437,37861,19,14,34,3,0,3,0,0
0,409,36099,46,22,27,1,0,0,0,420,40729,27,22,36,1,1,3,0,0
0,394,34609,41,22,21,1,0,2,0,353,36238,21,22,28,0,2,2,0,0
0,511,37106,34,15,17,0,1,2,0,451,35597,17,15,56,2,0,1,0,1
0,444,38860,48,25,14,2,1,2,0,408,32064,14,25,41,1,0,1,0,1
0,404,36635,36,22,33,2,0,0,0,457,44461,33,22,28,0,1,4,0,1
0,353,34310,30,19,17,1,0,0,0,444,36792,17,19,37,1,1,4,0,0
0,435,34410,63,12,15,2,1,2,0,411,32920,15,12,36,0,0,1,0,1
0,420,39634,56,25,14,0,0,3,0,410,34081,14,25,33,2,1,2,0,1
0,394,30653,30,11,22,1,0,0,0,462,40354,22,11,26,1,1,6,0,0
0,467,42402,37,24,18,1,0,5,0,427,36029,18,24,37,1,1,0,0,1
0,354,32598,161,17,30,1,0,0,0,423,40821,30,17,32,1,1,2,0,0
0,460,35624,75,21,9,0,1,0,0,429,34178,9,21,41,2,0,4,0,1
0,402,32062,33,14,14,1,0,0,0,454,36428,14,14,42,1,0,2,0,0
0,424,35554,41,17,14,2,0,1,0,456,35794,14,17,33,1,1,4,0,1
0,370,34610,34,18,19,2,1,0,0,421,37244,19,18,31,1,0,3,0,1
0,433,35784,55,20,18,1,1,1,0,461,38094,18,20,43,1,0,2,0,0
0,369,34778,65,24,11,2,1,1,0,343,30136,11,24,32,0,0,1,0,0
0,363,30361,38,13,20,1,0,1,0,401,34825,20,13,170,2,1,1,0,0
0,424,36647,44,19,16,2,1,1,0,415,32785,16,19,32,0,0,1,0,1
0,376,33804,119,14,24,1,0,1,0,397,39054,24,14,29,1,1,6,0,1
0,482,36816,97,13,25,1,0,2,0,426,36713,25,13,39,1,1,2,0,0
0,392,34114,56,15,9,2,1,3,0,400,29227,9,15,252,0,1,0,0,1
0,333,29286,36,10,20,1,0,0,0,443,38396,20,10,49,1,1,5,0,0
0,451,35509,30,15,13,1,1,1,0,417,30485,13,15,29,1,1,1,0,1
0,503,36955,38,12,6,0,1,1,0,442,30640,6,12,37,2,0,4,0,1
0,451,38122,42,22,15,2,1,4,0,393,32348,15,22,88,0,0,1,0,1
0,451,34575,35,16,13,1,1,3,0,410,32103,13,16,36,1,0,1,0,0
0,407,33981,44,18,19,1,1,0,0,477,37150,19,18,47,1,0,3,0,1
0,480,36073,43,19,26,1,1,1,0,488,40567,26,19,42,1,0,3,0,0
0,503,36718,32,15,16,1,1,2,0,498,37187,16,15,201,2,0,2,0,0
0,472,37419,79,20,18,1,1,1,0,445,36686,18,20,34,2,0,2,0,0
0,459,38409,48,23,23,1,0,1,0,439,40954,23,23,39,1,1,3,0,1
0,443,38748,50,23,11,2,1,4,1,407,31236,11,23,61,0,0,2,0,1
0,365,33946,28,21,19,1,0,0,0,353,33783,19,21,31,1,0,3,0,1
0,392,35102,27,14,11,2,1,5,0,256,28260,11,14,28,1,0,2,1,1
0,413,36369,33,22,7,2,2,1,0,383,27868,7,22,40,0,0,1,0,1
0,432,40400,44,26,14,1,1,3,0,443,34666,14,26,62,2,0,3,0,1
0,416,36669,36,20,16,1,1,3,0,415,33280,16,20,38,0,0,0,0,1
0,457,36840,39,15,18,1,0,2,0,471,37836,18,15,82,1,0,3,0,1
0,463,32700,117,13,13,1,0,1,0,489,35443,13,13,34,1,1,2,0,0
0,419,31380,110,9,21,0,0,1,0,508,39535,21,9,59,1,1,3,0,0
0,488,34697,38,13,9,2,0,3,0,476,33388,9,13,37,1,1,2,0,0
0,453,37935,32,18,5,1,1,3,0,386,28390,5,18,42,1,0,2,0,1
0,464,34499,78,14,9,0,1,1,0,468,34161,9,14,33,2,0,3,0,1
0,453,40366,43,28,20,1,1,2,0,367,35941,20,28,29,1,0,3,0,0
0,347,33364,24,17,20,1,1,0,0,405,35685,20,17,26,1,0,4,0,1
0,410,33561,26,17,23,1,0,0,0,422,36854,23,17,32,1,1,3,0,0
0,447,27617,77,1,9,0,0,1,0,392,29393,9,1,141,1,1,1,0,0
0,438,38165,38,21,11,1,0,3,0,441,33628,11,21,33,1,1,3,0,1
0,429,39611,25,22,9,2,1,4,1,378,27190,9,22,21,0,1,1,0,1
0,465,40100,48,24,13,2,1,3,0,422,33513,13,24,39,0,0,0,0,1
0,411,40585,32,24,15,2,0,5,0,336,31438,15,24,30,0,0,2,0,1
0,443,39669,41,25,7,2,1,3,0,357,29199,7,25,36,0,0,1,0,1
0,416,37827,35,21,23,1,0,3,0,395,38112,23,21,30,1,1,4,0,1
0,456,37821,34,22,9,2,1,2,0,327,29811,9,22,24,1,0,1,0,1
0,444,36666,70,18,17,0,0,1,0,473,38798,17,18,177,2,1,3,0,1
0,455,37190,35,14,29,0,0,0,0,432,44446,29,14,41,2,1,5,0,0
0,405,36189,30,20,16,1,0,1,0,416,35560,16,20,31,2,1,3,0,1
0,404,34720,43,19,15,1,1,1,0,444,36268,15,19,95,1,0,4,0,0
0,350,34489,61,17,17,1,1,1,0,359,34815,17,17,198,1,0,3,0,0
0,425,38148,37,23,21,0,0,3,0,376,36283,21,23,93,1,0,1,0,0
0,468,34700,136,11,18,1,1,1,0,484,37670,18,11,39,1,1,3,0,1
0,400,32735,25,10,28,1,1,0,0,415,43222,28,10,31,2,0,6,0,1
0,396,35083,44,15,16,0,0,3,0,406,34313,16,15,38,3,1,2,0,0
0,459,39800,86,24,14,1,1,3,0,417,32586,14,24,100,1,0,1,0,1
0,433,36093,83,14,17,2,1,3,0,462,36186,17,14,92,0,0,3,0,1
0,485,41771,57,28,20,1,1,0,0,501,40050,20,28,33,0,0,4,0,0
0,485,42150,34,22,17,0,1,5,0,437,36560,17,22,42,1,0,3,0,1
0,454,34265,43,12,14,1,0,1,0,423,34439,14,12,48,1,0,2,0,1
0,489,35336,40,13,7,1,1,4,0,476,31130,7,13,55,1,0,1,0,1
0,360,30215,277,11,16,1,1,1,0,415,35224,16,11,56,1,1,3,0,0
0,375,31450,45,12,20,0,0,2,0,403,35310,20,12,32,2,1,3,0,0
0,431,33944,31,14,14,1,0,0,0,526,38208,14,14,38,0,1,5,0,0
0,419,37646,34,24,13,1,1,3,0,440,32662,13,24,65,1,0,1,0,1
0,434,39225,37,19,20,1,1,2,0,533,40782,20,19,40,2,0,6,1,0
0,362,34029,46,19,27,1,0,1,0,415,38009,27,19,38,1,1,4,0,0
0,404,33423,40,16,18,0,0,2,0,406,35662,18,16,39,2,1,2,0,0
0,393,39911,57,26,14,2,0,1,0,414,34090,14,26,28,0,1,4,0,1
0,490,33550,210,11,14,1,0,0,0,476,34189,14,11,34,1,1,4,0,1
0,379,34561,34,18,11,2,0,3,0,417,31645,11,18,49,0,1,2,0,1
0,330,31901,351,13,25,0,0,0,0,410,41388,25,13,25,2,1,3,0,0
0,385,35381,50,18,16,1,2,3,0,298,29545,16,18,30,0,0,1,0,1
0,477,39127,44,19,12,1,1,3,0,474,35832,12,19,53,2,0,2,0,1
0,523,42705,49,25,8,2,0,3,0,455,32660,8,25,33,0,1,2,0,1
0,388,33944,30,15,16,0,0,2,0,395,33214,16,15,30,2,0,1,0,1
0,416,35205,58,16,14,1,1,2,0,403,30775,14,16,38,0,0,2,0,1
0,431,39598,83,27,17,2,1,0,0,475,34467,17,27,86,0,0,1,0,1
0,432,38852,40,23,21,1,0,1,0,459,38360,21,23,40,1,1,6,0,0
0,386,26527,29,5,23,0,0,0,0,445,38376,23,5,180,2,1,5,1,0
0,413,41420,55,28,12,2,1,5,0,338,29875,12,28,105,0,0,0,0,1
0,404,27970,46,5,21,1,0,0,0,442,38098,21,5,196,2,1,3,0,0
0,463,45184,33,31,17,1,1,4,0,372,32540,17,31,41,1,0,2,1,1
0,384,29395,39,7,23,0,0,0,0,501,39232,23,7,403,3,1,5,0,0
0,446,36587,87,14,19,1,1,3,0,428,36449,19,14,37,1,0,2,0,1
0,381,35329,32,18,22,2,1,2,0,459,41141,22,18,38,1,0,4,0,0
0,452,36567,81,17,14,2,1,2,0,442,34869,14,17,103,1,0,4,0,1
0,423,37204,35,19,13,2,0,1,0,440,34135,13,19,60,1,1,5,0,1
0,419,35769,20,16,18,3,1,1,0,389,33057,18,16,40,0,0,4,0,0
0,436,38992,259,16,21,2,1,4,0,430,37728,21,16,123,0,0,4,0,0
0,412,33754,33,18,22,1,0,0,0,447,38540,22,18,191,1,1,4,0,0
0,422,34847,31,14,13,2,1,1,0,452,34293,13,14,38,0,0,4,0,1
0,367,35187,22,19,20,2,1,2,0,387,37974,20,19,62,1,0,5,0,0
0,399,32893,47,13,23,0,0,0,0,462,39878,23,13,38,2,1,3,0,0
0,384,35612,31,20,12,2,1,2,0,397,31426,12,20,147,0,0,0,0,1
0,429,36079,73,21,14,2,0,0,0,410,33706,14,21,55,0,1,2,0,1
0,426,36002,31,14,10,2,1,2,0,360,30107,10,14,30,1,0,2,0,1
0,462,34077,35,13,16,2,1,3,0,417,33964,16,13,39,0,0,2,0,1
0,469,35991,40,13,12,2,1,2,0,426,33433,12,13,97,1,0,3,0,1
0,420,38332,56,21,24,0,1,2,0,435,40404,24,21,28,2,0,2,0,1
0,370,39313,34,25,24,1,0,2,0,403,38037,24,25,27,1,1,4,0,0
0,431,36867,34,23,15,2,0,2,0,422,35701,15,23,33,1,1,2,0,0
0,387,39520,47,22,9,2,1,5,1,395,31574,9,22,26,0,0,3,0,1
0,459,37910,48,19,14,1,1,4,0,449,34517,14,19,44,1,0,2,0,1
0,421,36598,36,18,14,1,1,2,0,398,32879,14,18,31,1,0,2,0,0
0,394,37148,44,23,22,1,1,1,0,351,35493,22,23,31,1,0,4,0,0
0,455,37367,54,20,17,0,0,1,0,512,39460,17,20,35,2,1,4,0,1
0,394,35507,113,20,19,0,0,1,0,378,36191,19,20,37,2,1,4,0,0
0,417,37089,36,18,24,2,0,1,0,467,42440,24,18,38,1,1,4,0,0
0,391,36073,224,16,13,1,1,5,0,374,32827,13,16,64,0,0,1,0,1
0,459,36607,33,19,18,0,1,0,0,423,35356,18,19,43,2,0,3,0,1
0,421,36531,69,21,18,2,1,1,0,456,37108,18,21,181,0,0,3,0,1
0,471,36837,41,18,22,1,0,2,0,426,37994,22,18,131,1,0,3,0,0
0,457,40823,32,26,17,1,1,3,0,414,34640,17,26,39,1,0,1,0,1
0,364,36564,32,22,20,2,0,2,0,425,38632,20,22,34,0,1,4,0,0
0,405,30007,35,8,20,0,1,0,0,392,34573,20,8,56,3,0,3,0,0
0,424,39175,32,26,25,0,0,1,0,417,40784,25,26,40,2,1,4,0,0
0,394,33689,32,11,11,1,0,2,0,345,30018,11,11,41,2,1,2,0,1
0,406,34324,213,14,17,0,0,1,0,432,36229,17,14,80,2,1,2,0,0
0,430,40440,41,26,12,3,1,4,0,397,31176,12,26,48,0,0,1,0,1
0,401,37103,35,21,14,1,0,3,0,464,35141,14,21,28,1,1,2,0,1
0,481,33901,173,11,14,0,0,1,0,444,34034,14,11,41,2,1,2,0,1
0,420,32012,41,12,8,2,0,0,0,470,30429,8,12,49,0,1,0,0,1
0,446,34111,31,15,21,0,0,1,0,446,41289,21,15,41,2,1,6,0,0
0,434,35380,42,13,15,2,0,1,0,414,33693,15,13,37,0,1,2,0,1
0,379,38148,337,25,30,1,1,2,0,389,39572,30,25,59,1,0,3,0,0
0,348,38441,32,26,14,1,0,3,0,377,33728,14,26,47,1,1,2,0,1
0,400,38143,48,25,11,2,1,1,0,377,32208,11,25,42,0,0,6,0,1
0,511,36072,47,16,17,0,1,3,0,462,35609,17,16,30,2,0,2,0,1
0,435,32077,207,15,11,0,1,0,0,493,35869,11,15,35,3,0,4,0,0
0,478,40620,35,25,29,0,1,3,0,394,42709,29,25,32,1,0,3,0,0
0,427,37382,35,15,29,1,1,1,0,426,41231,29,15,30,1,1,4,0,0
0,375,33377,37,18,14,0,0,1,0,453,35605,14,18,40,2,1,3,0,0
0,376,32419,42,11,14,0,0,0,0,477,36587,14,11,41,3,0,6,0,0
0,439,41701,39,23,18,1,1,5,0,377,34073,18,23,322,1,0,0,0,1
0,409,28538,28,6,20,1,0,0,0,483,39033,20,6,31,1,1,6,0,0
0,369,37259,27,20,30,0,1,2,0,390,42483,30,20,44,2,0,3,0,0
0,456,34251,39,16,13,1,1,0,0,498,35348,13,16,42,2,0,2,0,1
0,461,34430,36,12,19,1,1,2,0,404,34876,19,12,263,1,0,2,0,1
0,408,31132,32,12,25,1,1,0,0,501,40740,25,12,31,1,0,5,0,0
0,416,36484,37,18,17,2,1,2,0,414,34558,17,18,27,0,0,3,0,1
0,426,34881,36,16,17,0,0,1,0,407,33022,17,16,53,2,0,2,0,1
0,436,35676,44,14,8,2,1,3,0,410,29247,8,14,31,0,0,1,0,1
0,434,36400,39,21,5,2,1,1,0,396,27945,5,21,246,0,0,1,0,1
0,396,37285,79,24,26,1,0,1,0,418,41380,26,24,30,1,1,3,0,0
0,481,36892,48,20,9,2,1,2,0,473,31789,9,20,38,0,0,0,0,1
0,370,35299,49,23,16,1,0,0,0,389,33560,16,23,166,1,1,2,0,0
0,384,34668,52,18,19,2,0,1,0,431,37363,19,18,40,0,1,3,0,0
0,427,34837,100,15,18,1,1,0,0,439,37923,18,15,42,1,0,4,0,1
0,482,40474,46,22,4,2,1,3,0,453,28746,4,22,286,1,1,3,0,1
0,311,30470,195,13,22,2,0,1,0,354,35666,22,13,28,0,1,4,0,0
0,488,35023,40,14,9,0,1,2,0,507,31972,9,14,371,2,0,1,0,1
0,353,32587,38,16,27,0,0,1,0,410,37544,27,16,125,2,1,3,0,0
0,396,34512,24,18,22,0,0,2,0,421,36255,22,18,39,2,1,3,0,0
0,454,38040,33,19,16,0,0,2,0,453,37994,16,19,37,2,1,4,0,0
0,443,37153,30,14,20,0,1,2,0,431,37025,20,14,29,2,0,3,0,0
0,471,34287,36,13,17,0,0,1,0,449,35454,17,13,79,2,0,2,0,1
0,359,36187,195,17,17,1,1,2,0,451,34882,17,17,276,1,0,2,0,0
0,381,37278,36,20,26,0,1,2,0,415,39111,26,20,36,2,0,2,0,1
0,390,27877,348,3,21,1,0,1,0,520,40475,21,3,26,2,1,5,0,0
0,430,34157,30,14,19,1,1,1,0,461,34899,19,14,47,2,0,1,0,0
0,380,34974,27,22,16,1,0,1,0,371,33553,16,22,33,1,0,3,0,1
0,454,36357,421,21,16,2,0,3,0,410,33607,16,21,26,0,0,1,0,1
0,448,33931,36,13,9,1,1,1,0,517,33316,9,13,39,1,0,3,0,1
0,434,36905,324,21,13,2,1,2,0,463,35739,13,21,25,0,0,3,0,1
0,423,41548,32,27,14,2,1,4,0,406,33742,14,27,37,0,0,2,0,1
0,414,31970,35,12,21,1,0,0,0,471,39949,21,12,314,1,1,5,1,0
0,291,29678,33,9,28,0,0,0,0,287,37666,28,9,41,1,1,7,0,0
0,506,34635,46,15,23,1,0,0,0,463,41586,23,15,50,1,1,3,0,0
0,404,31700,41,12,16,1,0,0,0,490,37998,16,12,36,1,1,4,0,0
0,495,37036,71,16,19,0,0,3,0,484,37346,19,16,38,2,0,2,0,1
0,412,38645,189,25,13,2,1,2,0,392,31284,13,25,37,0,0,2,0,1
0,380,32168,36,11,12,1,1,1,0,406,31241,12,11,66,1,0,2,0,0
0,412,35563,91,19,15,2,0,3,0,362,30231,15,19,34,0,1,1,0,1
0,376,31225,54,12,17,1,0,1,0,415,34163,17,12,84,0,1,3,0,1
0,320,32891,335,14,39,0,0,1,0,471,50689,39,14,107,2,1,8,2,0
