,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,434,36190,81,18,12,1,1,3,0,429,33054,12,18,65,2,0,1,0,1
0,357,35871,31,20,33,0,0,0,0,422,42444,33,20,228,2,1,4,0,0
0,469,37002,37,16,17,1,1,2,0,364,33346,17,16,32,1,0,3,0,0
0,469,34954,32,10,8,2,1,3,0,460,31199,8,10,60,1,0,1,0,1
0,391,35132,53,17,17,1,0,0,0,440,35565,17,17,39,1,1,4,0,1
0,379,33657,35,13,34,2,2,1,0,417,41084,34,13,43,0,0,4,0,0
0,421,41394,221,29,18,2,1,4,0,416,34317,18,29,44,0,0,1,0,1
0,392,40930,26,27,13,2,1,3,0,372,31292,13,27,28,1,0,2,0,1
0,463,31208,38,10,18,1,0,0,0,445,35554,18,10,35,1,0,2,0,1
0,405,35887,39,20,21,1,1,0,0,457,38749,21,20,39,1,0,3,0,0
0,447,41539,36,26,18,2,1,3,0,491,36051,18,26,41,0,0,2,0,1
0,482,40718,303,26,26,0,0,1,0,487,42234,26,26,44,2,0,3,0,1
0,440,34675,40,15,15,1,0,0,0,500,36186,15,15,42,1,1,3,0,1
0,513,34664,42,11,10,0,1,0,0,497,33168,10,11,34,2,0,3,0,1
0,438,32054,86,10,16,0,1,1,0,450,33376,16,10,33,3,0,1,0,0
0,381,36419,37,21,25,1,0,1,0,363,36928,25,21,33,1,1,1,0,0
0,426,33754,37,20,14,1,0,1,0,413,32803,14,20,249,2,1,1,0,0
0,413,33707,43,13,17,0,1,2,0,370,34184,17,13,43,2,0,2,0,1
0,459,34501,34,14,33,0,0,0,0,463,45458,33,14,40,2,1,7,0,0
0,425,38644,24,27,22,1,0,1,0,381,39190,22,27,312,1,1,5,0,1
0,439,36152,61,22,7,1,1,2,0,488,31609,7,22,124,1,0,1,0,1
0,431,37249,34,19,17,2,1,2,0,376,34153,17,19,29,1,0,3,0,1
0,317,33211,39,19,27,0,1,0,0,393,38187,27,19,33,3,0,3,0,0
0,374,40037,34,28,13,3,1,1,0,435,33918,13,28,81,0,0,3,0,1
0,389,29913,39,8,20,3,1,1,0,364,34118,20,8,33,0,0,2,0,0
0,492,32727,31,8,16,0,0,0,0,510,36381,16,8,82,1,0,5,0,0
0,481,37392,45,14,18,0,0,2,0,467,34965,18,14,309,2,0,2,0,0
0,449,43641,34,28,7,2,0,5,0,347,29686,7,28,40,0,1,1,1,1
0,409,31107,29,10,16,0,0,1,0,452,35274,16,10,41,2,1,3,0,1
0,411,34697,80,16,11,1,2,2,0,369,30592,11,16,32,1,0,1,0,1
0,426,35888,194,15,7,1,1,2,0,450,28830,7,15,30,2,0,2,0,1
0,406,36986,40,25,22,0,1,3,0,378,37438,22,25,51,2,0,3,0,0
0,464,34208,35,10,18,0,1,2,0,405,35111,18,10,72,2,0,1,0,0
0,455,34110,31,10,21,0,0,2,0,395,35234,21,10,32,2,1,2,0,1
0,439,32430,29,12,26,0,1,1,0,449,38706,26,12,134,2,1,3,0,0
0,468,35707,24,18,17,2,0,0,0,430,35125,17,18,172,0,1,2,0,0
0,427,33587,73,15,14,0,0,1,0,468,36494,14,15,87,2,0,3,0,0
0,412,34743,56,14,21,0,1,2,0,453,39272,21,14,27,2,0,2,0,0
0,475,33084,37,13,20,1,0,1,0,464,39654,20,13,48,2,1,3,0,0
0,422,36148,39,15,26,0,1,3,0,388,37909,26,15,28,2,1,3,0,0
0,452,34035,140,16,20,1,1,1,0,456,40395,20,16,55,1,0,6,0,0
0,488,50580,43,39,24,1,2,7,1,384,36304,24,39,37,1,0,1,0,1
0,445,33011,40,13,16,2,0,2,0,486,37625,16,13,37,1,1,5,0,0
0,365,35181,26,22,16,1,1,2,0,426,34303,16,22,24,1,0,1,0,0
0,426,34428,37,18,18,2,0,0,0,441,36532,18,18,27,1,0,2,0,0
0,376,26997,31,4,18,0,0,0,0,461,38647,18,4,39,3,1,5,0,0
0,408,36777,209,19,21,1,0,3,0,353,36149,21,19,31,1,1,2,0,1
0,377,34735,29,18,17,1,1,0,0,438,36627,17,18,34,2,0,4,0,1
0,471,37664,42,22,9,2,0,3,0,439,30324,9,22,64,0,0,1,0,1
0,427,34039,42,14,28,0,0,0,0,460,42125,28,14,81,2,1,6,0,0
0,408,37551,37,26,21,2,0,1,0,374,36038,21,26,45,1,0,1,0,0
0,415,32394,45,12,19,2,1,3,0,399,36831,19,12,36,1,0,2,0,0
0,435,38795,193,24,12,0,1,4,0,372,32851,12,24,34,2,0,2,0,1
0,471,36984,31,20,10,2,2,2,0,413,31973,10,20,51,0,0,1,0,1
0,467,36194,89,16,13,1,0,2,0,420,34941,13,16,26,1,1,3,0,1
0,398,36745,37,20,27,1,0,0,0,444,41491,27,20,35,1,0,4,0,0
0,430,37290,176,22,19,2,1,0,0,428,38951,19,22,64,0,0,3,0,1
0,419,36804,47,19,29,1,0,1,0,490,42476,29,19,39,1,1,4,0,1
0,435,33701,365,14,4,2,2,2,0,349,23849,4,14,93,0,0,2,0,1
0,468,32282,101,12,14,1,0,0,0,482,34478,14,12,45,0,1,3,0,0
0,487,37537,245,18,17,0,0,0,0,439,36631,17,18,38,2,1,6,0,0
0,492,32739,118,10,10,0,0,0,0,530,36017,10,10,49,2,1,3,0,0
0,440,37154,65,18,16,3,0,1,0,426,34140,16,18,29,0,0,4,0,1
0,339,32898,39,14,16,1,0,0,0,418,33913,16,14,38,2,1,3,0,1
0,416,35211,45,16,26,0,0,1,0,430,40327,26,16,29,2,1,4,0,0
0,360,38123,65,18,20,2,1,6,1,387,34114,20,18,34,0,0,1,0,0
0,501,35558,32,15,11,1,0,3,0,399,32590,11,15,37,1,1,2,0,1
0,441,36614,37,23,12,1,1,1,0,411,31766,12,23,33,1,0,2,0,1
0,351,33778,36,18,21,1,0,0,0,455,40519,21,18,40,1,1,5,0,0
0,393,32854,31,13,17,1,0,1,0,424,37427,17,13,47,1,1,6,1,0
0,411,34021,55,17,14,2,0,0,0,416,34529,14,17,35,0,1,2,0,1
0,426,36433,128,17,17,2,0,1,0,410,36862,17,17,39,1,1,3,0,1
0,404,33087,31,9,14,1,0,3,0,430,36727,14,9,45,1,1,4,0,0
0,472,34918,40,13,16,1,1,2,0,435,34887,16,13,47,2,0,2,0,1
0,378,31011,35,9,20,1,1,0,0,356,34421,20,9,86,1,0,3,0,0
0,444,34756,31,14,14,1,0,1,0,506,34476,14,14,57,2,1,2,0,0
0,493,38670,86,19,13,1,0,5,1,418,34478,13,19,49,1,1,2,0,1
0,450,39646,110,21,26,1,1,4,0,425,41072,26,21,47,2,0,2,0,0
0,446,36011,46,15,29,1,0,2,0,425,42746,29,15,35,1,1,5,0,0
0,485,38666,32,20,13,1,0,1,0,426,33937,13,20,32,0,1,4,0,1
0,431,34713,60,18,21,0,0,1,0,405,38709,21,18,34,2,1,4,0,0
0,445,42810,35,27,13,2,1,4,1,364,33130,13,27,31,0,0,3,0,1
0,478,42537,41,29,18,1,1,5,0,435,39761,18,29,71,2,0,4,0,1
0,463,38165,36,22,19,2,1,4,0,421,37379,19,22,35,1,0,2,0,1
0,408,29721,33,8,14,0,0,0,0,392,33314,14,8,48,2,1,1,0,0
0,506,39746,34,19,18,1,0,5,0,398,34690,18,19,36,1,0,1,0,1
0,444,32362,32,11,14,1,0,0,0,480,33512,14,11,94,1,1,2,0,0
0,414,29286,34,6,22,0,1,0,0,411,39344,22,6,29,2,0,4,0,0
0,453,36023,30,20,10,2,1,2,0,502,32514,10,20,35,1,0,1,0,1
0,379,39874,332,23,12,2,0,5,1,356,31386,12,23,19,0,0,2,0,1
0,447,35497,42,13,20,0,0,1,0,462,37577,20,13,37,3,0,4,0,0
0,391,35741,61,18,22,0,1,0,0,476,39856,22,18,44,2,0,4,0,0
0,460,46956,396,32,23,2,0,5,1,342,36198,23,32,33,0,1,1,0,1
0,400,30277,27,9,13,0,0,1,0,393,32952,13,9,37,2,1,2,0,0
0,456,42092,32,26,18,1,0,3,0,467,37033,18,26,52,1,0,3,0,1
0,384,34278,39,14,16,0,0,1,0,441,38046,16,14,31,2,1,5,0,0
0,415,37375,34,18,16,1,1,1,0,440,35472,16,18,54,2,1,5,0,1
0,296,35854,30,23,40,0,1,0,0,444,44803,40,23,38,1,0,3,0,0
0,432,37401,70,15,30,0,1,0,0,458,42295,30,15,45,2,0,6,0,0
0,469,33462,42,10,23,0,0,1,0,518,42748,23,10,39,2,1,6,0,0
0,414,34300,60,16,15,1,0,1,0,382,33739,15,16,48,1,1,0,0,0
0,471,36138,31,15,18,0,1,2,0,454,35511,18,15,64,2,0,3,0,1
0,453,29558,30,7,19,1,0,0,0,437,35199,19,7,70,1,1,2,0,1
0,392,30600,82,8,27,1,0,0,0,427,42269,27,8,164,1,1,5,0,0
0,420,33628,44,15,10,2,0,1,0,443,32971,10,15,33,0,1,3,0,0
0,522,35663,42,13,7,2,0,2,0,497,32863,7,13,41,0,1,3,0,1
0,422,33755,42,12,11,1,0,1,0,408,31604,11,12,68,1,0,2,0,0
0,497,34509,53,11,17,0,1,1,0,425,36453,17,11,57,2,0,4,0,0
0,427,37460,50,19,12,1,1,2,0,360,30859,12,19,56,1,0,3,0,1
0,385,36325,38,23,17,0,1,2,0,345,32700,17,23,36,2,0,2,0,1
0,486,36225,44,11,12,1,1,3,0,445,34652,12,11,26,1,0,3,0,0
0,428,35228,36,14,21,0,1,0,0,475,36309,21,14,101,2,0,4,0,0
0,396,37248,45,22,26,0,0,1,0,403,40325,26,22,118,2,0,2,0,0
0,450,34890,41,18,8,1,0,1,0,397,28999,8,18,36,1,1,1,0,1
0,348,31359,29,12,5,2,1,2,0,423,29684,5,12,31,0,0,2,0,1
0,479,38406,50,19,12,1,1,3,0,488,36233,12,19,61,1,0,3,0,1
0,460,43638,43,24,12,2,1,8,1,440,34975,12,24,37,1,0,2,0,1
0,406,38276,31,21,15,0,0,4,0,416,33570,15,21,38,2,0,1,0,1
0,468,33860,211,12,11,1,1,2,0,443,32258,11,12,40,2,0,0,0,1
0,462,38902,35,21,16,0,1,4,0,450,33953,16,21,30,2,0,2,0,1
0,462,39142,32,16,16,1,0,4,0,465,35888,16,16,27,1,1,2,0,1
0,418,41165,33,27,15,2,0,4,0,404,33736,15,27,35,1,1,3,0,1
0,442,39953,39,24,15,0,1,3,0,450,34014,15,24,306,2,0,2,0,0
0,402,34515,34,15,22,0,0,1,0,399,39113,22,15,41,2,2,5,0,1
0,398,32209,39,11,34,0,0,0,0,459,45664,34,11,33,1,1,9,1,0
0,423,34504,34,15,24,0,0,0,0,422,39169,24,15,58,2,1,3,0,0
0,431,31156,36,6,18,2,0,0,0,462,38063,18,6,326,1,1,6,0,0
0,451,36162,34,16,11,2,0,1,0,412,30687,11,16,122,0,1,2,0,1
0,451,33927,25,10,14,0,0,3,0,437,33176,14,10,36,2,1,4,0,1
0,439,38803,206,26,24,2,1,1,0,421,37867,24,26,24,0,0,4,0,1
0,457,35048,34,12,12,1,0,5,1,395,32888,12,12,37,1,1,3,0,1
0,373,30811,37,12,29,0,0,0,0,457,42379,29,12,35,2,1,6,0,0
0,388,30556,26,11,21,2,0,1,0,392,36017,21,11,38,0,1,2,0,0
0,291,29500,43,15,18,0,1,0,0,347,35447,18,15,29,2,1,5,0,0
0,437,39874,32,22,18,1,1,3,0,439,36665,18,22,34,1,0,2,0,1
0,414,37437,284,19,14,0,1,3,0,446,32820,14,19,32,3,0,3,0,0
0,368,32276,30,17,21,2,0,0,0,355,37511,21,17,37,0,1,3,0,0
0,455,37807,45,18,15,1,1,2,0,461,34482,15,18,41,1,0,1,0,1
0,435,35984,40,21,20,2,0,1,0,440,37425,20,21,34,0,1,2,0,1
0,474,34441,44,12,21,0,0,2,0,427,37525,21,12,38,3,1,4,0,0
0,449,35229,192,17,7,0,1,1,0,393,29779,7,17,42,2,0,1,0,1
0,470,38674,50,18,8,2,1,7,1,431,29166,8,18,35,1,0,0,0,1
0,484,45306,39,30,13,2,1,6,0,396,32893,13,30,35,0,0,1,0,1
0,447,35612,37,17,17,2,0,2,0,355,35502,17,17,37,1,1,3,0,0
0,435,33612,29,14,19,0,1,1,0,443,37129,19,14,57,2,0,3,0,0
0,360,32415,26,16,27,0,0,0,0,430,39067,27,16,226,3,1,4,0,0
0,449,32565,25,13,20,0,0,0,0,447,38192,20,13,39,2,1,3,0,0
0,453,31655,40,11,21,1,1,1,0,466,37679,21,11,36,0,0,3,0,0
0,452,37046,38,16,24,0,0,3,0,478,40052,24,16,33,2,1,2,0,1
0,408,38250,56,25,26,1,0,0,0,505,42775,26,25,43,1,1,3,0,0
0,465,42500,46,25,14,2,1,8,1,471,35321,14,25,39,1,0,1,0,1
0,422,34036,38,16,18,2,0,1,0,404,36790,18,16,35,1,1,4,0,1
0,310,33340,23,19,17,1,1,0,0,400,34646,17,19,43,1,0,5,0,0
0,514,38402,247,18,10,3,1,2,0,472,32391,10,18,41,0,0,1,0,1
0,463,33864,47,13,11,1,0,2,0,459,32107,11,13,33,2,1,2,0,1
0,317,28191,39,10,18,2,1,0,0,406,35613,18,10,37,0,0,3,0,0
0,403,33198,43,17,16,1,1,3,0,411,35702,16,17,30,1,0,2,0,0
0,334,33063,342,14,26,2,0,0,0,347,36740,26,14,328,0,0,4,0,0
0,441,29721,29,6,22,0,0,0,0,454,37958,22,6,192,2,1,4,0,0
0,380,28172,71,7,17,1,0,1,0,416,35143,17,7,26,0,1,4,0,0
0,519,36845,44,15,18,1,1,1,0,510,36554,18,15,44,1,0,1,0,1
0,406,36666,22,20,22,0,1,2,0,376,37019,22,20,40,2,0,4,0,0
0,359,34140,51,17,24,0,1,1,0,379,36084,24,17,173,2,0,2,0,1
0,459,35246,255,16,16,3,1,2,0,459,35646,16,16,28,0,0,2,0,1
0,424,35445,111,17,10,1,0,0,0,456,33679,10,17,47,1,1,3,0,1
0,373,32849,101,18,28,0,0,0,0,407,41091,28,18,38,2,1,5,0,0
0,425,40026,32,21,16,3,1,5,0,466,34138,16,21,32,0,0,1,0,1
0,403,33983,36,16,30,1,0,0,0,441,43032,30,16,39,2,1,7,0,0
0,435,37388,31,23,13,1,1,3,0,402,33859,13,23,24,1,0,1,0,0
0,431,44823,26,34,18,2,1,5,1,370,33327,18,34,45,1,0,1,0,1
0,384,29033,37,8,14,0,0,0,0,397,34107,14,8,32,2,1,3,0,1
0,495,41464,80,23,8,3,1,3,0,457,30680,8,23,38,0,0,1,0,1
0,398,34099,174,18,21,1,0,0,0,474,37690,21,18,37,0,1,2,0,1
0,463,34470,292,13,19,1,0,1,0,509,40640,19,13,41,1,1,4,0,0
0,450,32261,37,10,24,1,0,1,0,463,40340,24,10,136,1,1,3,0,0
0,446,37018,43,18,13,1,0,1,0,447,34423,13,18,35,2,1,3,0,1
0,419,32427,41,11,11,0,0,0,0,453,33413,11,11,36,1,1,3,0,1
0,492,38700,42,16,13,3,1,5,0,464,33082,13,16,36,0,0,1,0,1
0,482,30478,235,7,8,1,0,0,0,454,33066,8,7,38,2,0,4,0,0
0,437,33203,29,13,13,1,1,1,0,471,36482,13,13,41,1,0,5,0,1
0,435,33630,41,15,13,1,0,0,0,455,35163,13,15,52,2,1,3,0,1
0,439,36210,41,14,9,1,1,4,0,412,30522,9,14,33,1,0,0,0,1
0,356,43420,352,38,13,2,1,3,0,406,34864,13,38,93,0,0,2,0,1
0,486,36050,88,14,14,0,1,2,0,493,36236,14,14,122,3,0,1,0,1
0,457,36273,35,20,5,2,1,2,0,454,30364,5,20,33,0,0,2,0,1
0,486,39009,438,19,3,3,1,5,0,470,29190,3,19,35,0,0,1,0,1
0,384,31790,49,9,26,0,0,1,0,425,37215,26,9,39,3,1,3,0,0
0,484,38117,68,21,7,2,1,3,0,449,29881,7,21,280,0,0,0,0,1
0,380,33529,35,13,30,0,0,2,0,341,40115,30,13,37,1,1,3,0,1
0,431,31325,40,10,25,2,0,1,0,351,37843,25,10,30,0,1,2,0,0
0,445,34978,189,12,11,2,1,2,0,409,32086,11,12,44,0,0,1,0,1
0,453,35604,32,14,13,0,0,2,0,443,32613,13,14,203,2,0,1,0,1
0,382,30662,273,7,21,1,0,1,0,468,38591,21,7,40,0,1,5,0,0
0,446,39055,40,22,13,1,0,1,0,426,34236,13,22,171,1,0,4,0,1
0,324,31322,31,12,17,1,0,1,0,386,35464,17,12,39,1,1,4,0,0
0,435,38635,35,16,18,1,0,2,0,454,35791,18,16,45,1,1,3,0,0
0,472,37973,54,12,8,0,1,6,0,461,30982,8,12,35,2,0,1,0,1
0,507,40583,27,23,15,1,1,2,0,465,36657,15,23,288,1,1,4,0,1
0,400,37332,34,26,9,2,1,1,0,425,32118,9,26,34,0,0,3,0,1
0,386,35688,81,17,19,1,1,0,0,409,35051,19,17,84,1,0,4,0,1
0,425,36128,33,20,24,0,0,0,0,416,39281,24,20,33,2,1,5,0,0
0,468,32090,42,5,25,0,0,1,0,439,38796,25,5,47,1,1,4,0,0
0,467,34218,74,12,12,0,0,2,0,461,35549,12,12,45,2,1,2,0,0
0,501,34291,33,9,8,2,1,3,0,506,31354,8,9,39,1,0,1,0,1
0,421,31328,31,10,23,0,1,0,0,496,39450,23,10,33,3,1,5,0,0
0,488,45110,40,27,14,2,1,4,1,365,32245,14,27,44,0,0,4,0,1
0,378,30284,60,11,29,1,0,0,0,463,40924,29,11,31,1,1,4,0,0
0,480,39746,46,23,9,3,1,3,0,460,31018,9,23,39,0,0,1,0,1
0,372,31742,97,12,18,0,0,1,0,395,36435,18,12,42,1,0,4,0,0
0,383,30353,48,11,19,1,0,1,0,393,35587,19,11,46,1,2,2,0,0
0,386,31769,40,12,14,2,0,0,0,384,32290,14,12,39,1,1,2,0,1
0,408,33613,39,14,16,0,1,0,0,444,38156,16,14,92,2,1,6,0,0
0,453,36994,24,19,16,0,0,1,0,477,38536,16,19,33,1,1,7,0,0
0,443,40081,33,25,25,1,0,2,0,341,34699,25,25,95,1,0,2,0,0
0,376,31584,41,11,10,1,0,2,0,428,32980,10,11,29,1,1,3,0,1
0,356,36687,33,22,20,2,0,2,0,382,35666,20,22,43,1,0,2,0,0
0,436,36385,31,24,14,1,0,1,0,418,35395,14,24,47,2,0,2,0,1
0,461,38663,32,19,19,1,2,3,0,427,33834,19,19,36,1,0,1,0,1
0,483,38777,38,22,13,2,1,0,0,406,32808,13,22,59,0,0,5,0,1
0,505,37058,180,15,11,1,1,0,0,457,32780,11,15,45,1,0,4,0,1
0,413,31152,65,9,15,0,0,1,0,461,36998,15,9,131,2,1,3,0,1
0,381,34134,38,14,16,2,0,1,0,419,35294,16,14,58,0,1,4,0,0
0,442,39727,36,25,15,1,1,3,0,392,32835,15,25,294,1,0,1,0,1
0,333,32427,39,17,16,1,0,1,0,395,32614,16,17,23,1,2,1,0,1
0,326,32998,35,17,26,0,1,1,0,411,37768,26,17,38,2,1,4,0,1
0,430,39790,36,27,15,1,1,2,0,431,36802,15,27,29,1,0,2,0,1
0,466,36448,75,15,11,1,1,4,0,465,33200,11,15,31,1,0,2,0,1
0,410,35680,35,15,20,0,1,1,0,417,37540,20,15,344,2,0,2,0,0
0,492,36733,42,14,19,1,0,1,0,493,37776,19,14,57,2,1,3,0,1
0,416,42191,28,31,12,2,1,5,0,345,31700,12,31,29,0,0,0,0,1
0,414,40398,37,23,17,2,0,5,0,384,32490,17,23,32,0,1,1,0,1
0,425,31849,20,8,19,2,0,0,0,507,37601,19,8,34,1,1,5,0,0
0,424,31281,39,9,19,0,0,1,0,378,33955,19,9,34,3,0,1,0,0
0,380,32522,37,14,18,0,1,1,0,467,38534,18,14,52,3,0,4,0,0
0,440,33626,30,12,15,0,0,3,0,437,34713,15,12,52,1,1,3,0,1
0,454,37577,32,20,14,0,1,1,0,441,36207,14,20,38,2,0,3,0,1
0,509,39647,51,18,18,1,0,2,0,427,33717,18,18,45,2,1,3,0,1
0,381,32464,32,10,16,2,0,2,0,321,33038,16,10,36,1,1,5,0,0
0,441,35324,84,19,21,2,1,1,0,435,36623,21,19,35,1,0,1,0,1
0,406,34629,42,17,16,1,0,0,0,329,33885,16,17,369,1,0,4,0,0
0,425,33856,44,13,10,2,1,2,0,445,30720,10,13,145,0,0,1,0,1
0,405,30783,31,8,12,1,0,2,0,382,31728,12,8,45,1,1,2,0,0
0,406,35939,28,16,21,0,0,2,0,405,36923,21,16,35,2,1,4,0,0
0,376,35282,35,20,17,0,0,2,0,415,34290,17,20,326,2,1,1,0,1
0,490,37374,48,18,12,1,1,3,0,484,33683,12,18,36,2,0,1,0,1
0,434,40184,204,30,14,1,1,3,0,376,32708,14,30,28,1,0,1,0,1
0,368,33741,31,17,12,0,1,2,0,440,32026,12,17,32,1,0,2,0,0
0,476,33723,67,10,13,0,0,3,0,417,33459,13,10,42,1,0,3,0,0
0,434,33237,322,9,34,0,1,1,0,516,45385,34,9,34,1,0,6,0,0
0,464,40209,44,23,8,2,1,5,1,420,31212,8,23,23,0,0,2,0,1
0,461,39261,44,23,20,0,0,1,0,401,36973,20,23,33,2,0,2,0,1
0,459,37469,26,16,18,1,0,2,1,391,33427,18,16,34,1,1,3,0,1
0,406,34688,78,16,12,3,1,2,0,418,31858,12,16,121,0,0,1,0,1
0,368,36829,28,22,18,2,0,3,0,363,33994,18,22,65,0,1,1,0,1
0,414,38313,32,20,21,2,0,4,0,307,34813,21,20,39,1,1,1,0,1
0,433,35147,44,16,16,2,1,1,0,416,34503,16,16,38,1,0,4,0,0
0,442,36026,24,21,16,1,0,1,0,383,33250,16,21,37,1,0,2,0,1
0,450,38174,59,19,16,0,1,4,0,387,32948,16,19,37,2,0,1,0,1
0,422,37120,28,21,19,1,1,1,0,437,38580,19,21,328,2,0,7,0,1
0,423,39052,43,21,16,1,1,2,0,442,34413,16,21,128,1,0,4,0,0
0,405,35999,29,18,31,0,0,0,0,386,41445,31,18,36,2,1,5,0,1
0,467,36719,42,18,17,1,1,3,0,445,37488,17,18,41,1,0,2,0,0
0,418,37691,38,20,17,1,1,3,0,448,37627,17,20,41,2,0,4,0,0
0,378,34588,29,19,18,1,1,2,0,385,33714,18,19,41,1,0,2,0,0
0,444,37987,29,18,11,0,1,3,0,465,33296,11,18,98,3,0,2,0,1
0,435,39724,84,31,19,2,1,2,0,280,32593,19,31,29,0,0,2,0,1
0,430,30252,44,9,16,1,0,0,0,455,36169,16,9,86,2,1,3,0,0
0,472,36677,33,15,9,0,1,4,0,437,30265,9,15,30,2,0,1,0,1
0,436,43673,62,31,13,1,1,7,2,372,31217,13,31,79,0,0,1,0,1
0,429,35217,93,14,15,1,0,2,0,466,36530,15,14,76,2,1,2,0,0
0,389,34005,44,18,25,1,0,1,0,460,41384,25,18,33,2,1,4,0,0
0,532,44167,138,23,11,2,1,8,1,343,29212,11,23,65,0,0,2,0,1
0,432,34655,39,15,12,1,0,3,0,453,33176,12,15,43,1,0,2,0,1
0,472,34816,33,19,23,0,1,1,0,434,37017,23,19,48,2,0,2,0,0
0,421,38434,34,24,19,1,0,1,0,365,36876,19,24,35,1,1,5,0,1
0,414,35768,37,21,18,2,0,0,0,460,36229,18,21,29,0,0,2,0,1
0,408,38374,30,19,21,1,0,4,0,455,40420,21,19,31,1,1,5,0,0
0,523,36089,48,14,7,2,1,2,0,452,30209,7,14,47,0,0,1,0,1
0,419,38246,394,25,19,0,1,1,0,374,33443,19,25,32,2,0,2,0,1
0,443,35969,42,19,22,0,0,2,0,445,38219,22,19,40,2,0,3,0,0
0,463,34718,43,14,9,1,1,1,0,477,31089,9,14,31,1,0,2,0,0
0,463,35859,39,15,15,1,0,2,0,514,37035,15,15,36,1,1,5,0,1
0,350,26904,36,6,18,1,0,0,0,451,37589,18,6,63,2,1,4,0,0
0,456,39854,64,20,10,2,0,4,0,389,30948,10,20,47,0,1,2,0,1
0,370,30221,35,7,14,0,0,2,0,440,35711,14,7,42,3,1,4,0,0
0,369,36556,66,19,19,2,0,2,0,351,37753,19,19,325,0,1,4,0,0
0,439,35615,37,15,24,1,0,1,0,462,40219,24,15,37,1,1,5,0,0
0,480,38542,33,16,10,1,1,5,0,454,31924,10,16,121,1,0,1,0,1
0,407,33054,32,17,15,1,0,0,0,460,35567,15,17,116,2,0,5,0,1
0,428,31024,34,12,13,0,0,0,0,464,33285,13,12,33,1,2,2,0,0
0,442,36900,39,18,20,1,1,3,0,439,35303,20,18,393,2,0,1,0,0
0,471,38938,52,23,22,3,1,2,0,426,36532,22,23,38,0,0,3,0,1
0,410,35724,86,20,19,2,0,2,0,383,35599,19,20,39,1,1,2,0,1
0,441,30906,128,7,14,0,1,0,0,469,35061,14,7,33,1,0,2,0,1
0,429,37279,40,24,7,2,0,2,0,454,30922,7,24,36,0,0,3,0,1
0,403,34645,548,14,13,1,1,4,0,421,31283,13,14,184,1,0,1,0,0
0,410,37257,72,21,17,1,1,1,0,373,31524,17,21,55,1,0,1,0,1
0,407,35371,37,16,15,1,1,1,0,428,36140,15,16,38,1,0,4,0,0
0,440,36680,46,18,20,0,0,2,0,379,36344,20,18,54,2,1,3,0,0
0,502,31663,22,7,17,0,0,1,0,533,38081,17,7,37,2,1,3,0,0
0,491,44484,42,28,11,3,1,7,0,437,32531,11,28,117,0,0,0,0,1
0,448,38258,664,20,6,2,1,3,0,381,28009,6,20,32,0,0,1,0,1
0,503,34857,35,15,17,1,0,1,0,473,38288,17,15,32,2,1,3,0,0
0,420,31960,42,9,17,2,1,1,0,419,37296,17,9,142,1,0,4,0,1
0,476,37470,54,18,19,0,1,1,0,439,35676,19,18,100,1,0,3,0,0
0,465,42559,23,26,20,1,1,3,0,453,38288,20,26,25,1,0,2,0,0
0,436,35551,40,20,19,2,0,1,0,444,37327,19,20,65,1,1,2,0,1
0,389,30922,44,12,17,0,0,1,0,413,37027,17,12,35,2,1,4,0,0
0,434,37008,44,19,23,1,0,2,0,457,38406,23,19,31,1,0,3,0,0
0,425,38791,40,24,15,1,1,4,0,392,34417,15,24,37,1,0,2,0,1
0,490,36696,63,17,16,0,0,2,0,503,36750,16,17,41,2,1,2,0,1
0,492,40326,48,23,12,2,1,3,0,494,34432,12,23,48,1,0,1,0,1
0,369,34157,461,16,25,1,1,0,0,425,37814,25,16,185,0,0,3,0,1
0,412,41674,35,31,15,2,1,3,0,361,32497,15,31,44,0,0,1,0,1
0,413,34864,24,16,23,0,0,2,0,413,39209,23,16,31,1,1,6,0,0
0,478,31400,35,6,7,3,0,2,0,435,29329,7,6,57,0,0,0,0,1
0,472,33099,36,13,21,1,0,0,0,487,38780,21,13,41,1,1,3,0,0
0,482,33658,60,10,17,1,1,1,0,412,35300,17,10,139,1,0,3,0,0
0,428,39133,51,19,11,0,0,4,0,372,29683,11,19,39,2,1,1,0,1
0,394,32663,43,14,14,1,1,1,0,459,35638,14,14,37,1,0,2,0,0
0,428,31077,76,9,11,0,1,1,0,476,33071,11,9,105,1,0,1,0,0
0,483,31739,43,9,17,1,0,0,0,479,37195,17,9,31,1,1,4,0,0
0,392,28820,130,8,22,0,1,1,0,413,36080,22,8,222,2,0,2,0,0
0,462,39963,35,21,20,1,1,4,0,436,36539,20,21,34,1,0,2,0,1
0,434,31292,38,9,8,1,1,1,0,479,31744,8,9,39,1,0,0,0,0
0,445,36424,475,19,12,2,0,1,0,378,34155,12,19,40,0,1,3,0,1
0,465,34827,38,11,24,0,0,2,0,482,40455,24,11,41,2,1,4,0,0
