,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,513,41518,72,19,26,1,0,3,0,486,40557,26,19,47,1,1,4,0,0
0,425,35285,59,14,12,1,1,3,0,452,35663,12,14,44,1,0,4,0,1
0,491,36290,35,12,14,0,1,3,0,496,34514,14,12,132,3,0,1,0,1
0,385,37863,40,21,20,1,0,2,0,476,39627,20,21,38,1,1,5,0,0
0,426,36770,60,20,21,1,1,1,0,450,39219,21,20,99,2,0,4,0,1
0,497,37736,49,16,13,2,0,2,0,454,35327,13,16,38,1,1,4,0,1
0,457,34862,44,14,20,1,0,1,0,475,41679,20,14,48,2,1,6,0,0
0,461,34673,51,11,18,1,0,1,0,465,37243,18,11,125,0,0,3,0,0
0,427,35276,42,16,16,0,0,1,0,446,34208,16,16,83,2,1,2,0,1
0,542,35645,239,13,13,1,1,0,0,499,34666,13,13,38,2,0,3,0,0
0,510,36393,55,13,18,1,1,2,0,517,38601,18,13,42,1,0,2,0,0
0,495,32375,64,7,12,1,0,1,0,515,34951,12,7,121,1,1,3,0,0
0,476,35363,42,11,12,0,1,3,0,485,35047,12,11,63,2,0,2,0,0
0,548,36438,36,10,7,2,1,4,0,480,30914,7,10,57,1,0,1,0,1
0,446,35092,48,14,20,1,0,1,0,446,38421,20,14,42,1,1,5,0,0
0,432,36760,37,18,22,1,1,3,0,428,37256,22,18,33,2,0,1,0,1
0,483,35135,49,12,18,0,0,1,0,450,37331,18,12,36,3,0,4,0,0
0,501,36442,50,12,20,1,1,2,0,507,37413,20,12,61,2,0,4,0,1
0,479,33113,32,8,12,0,1,2,0,545,36495,12,8,95,2,0,4,0,0
0,488,33932,43,12,19,0,1,1,0,466,37144,19,12,39,2,0,4,0,0
0,477,37490,52,14,18,0,0,3,0,408,34942,18,14,56,3,1,1,0,0
0,512,36061,41,12,22,1,1,2,0,466,38814,22,12,37,1,0,4,0,1
0,431,35781,33,15,20,0,0,0,0,460,36293,20,15,59,2,0,2,0,1
0,456,35883,40,16,28,0,0,1,0,462,44286,28,16,31,3,1,5,0,0
0,494,35999,34,14,20,1,0,0,0,470,40367,20,14,34,2,1,6,0,0
0,471,37934,63,20,22,3,1,1,0,463,37328,22,20,45,0,0,1,0,0
0,406,33302,86,14,28,0,0,1,0,476,42897,28,14,88,2,1,4,0,0
0,427,30673,58,8,29,0,0,0,0,546,43606,29,8,45,1,0,6,0,0
0,464,37758,39,16,10,2,0,3,0,510,35531,10,16,45,0,1,4,0,1
0,435,37300,46,22,25,1,1,0,0,437,39418,25,22,90,0,0,4,0,1
0,436,42623,45,29,14,0,1,2,0,463,34571,14,29,29,2,0,3,0,1
0,501,37692,55,19,22,0,1,1,0,494,40412,22,19,33,2,0,5,0,0
0,437,37068,64,16,27,1,0,2,0,418,38445,27,16,38,2,1,3,0,1
0,428,28333,52,6,18,0,0,0,0,502,40559,18,6,36,2,1,6,0,0
0,432,32817,33,13,19,0,0,0,0,483,38923,19,13,41,3,1,4,0,0
0,436,34021,30,13,26,0,0,1,0,540,44633,26,13,36,1,1,8,1,0
0,461,30568,32,6,19,1,0,1,0,535,41322,19,6,40,2,1,8,2,0
0,476,31039,36,7,16,0,0,0,0,506,36428,16,7,39,2,1,2,0,0
0,435,37839,63,22,20,1,0,2,0,455,37951,20,22,48,1,0,2,0,1
0,529,31170,83,6,7,0,0,1,0,493,32896,7,6,37,1,1,2,0,0
0,539,34247,45,9,8,0,1,1,0,565,34383,8,9,64,3,0,3,0,1
0,455,32948,40,10,23,0,0,1,0,520,41164,23,10,50,2,0,6,0,0
0,447,41401,46,24,24,0,0,3,0,404,40177,24,24,42,1,1,5,0,1
0,471,43858,33,29,17,1,0,6,0,395,33579,17,29,51,2,0,0,0,1
0,444,40420,57,24,17,1,1,2,0,442,35667,17,24,40,1,0,3,0,0
0,590,39179,103,11,4,3,1,3,0,520,31233,4,11,81,0,0,3,0,1
0,482,38601,116,19,18,0,1,2,0,485,38412,18,19,41,2,0,4,0,0
0,499,31499,42,7,12,1,1,2,0,525,37033,12,7,41,2,0,3,0,0
0,474,36973,48,12,17,0,1,0,0,444,35565,17,12,63,3,0,4,0,0
0,450,36615,73,21,15,1,1,0,0,423,34805,15,21,43,1,0,3,0,1
0,523,34213,28,9,10,1,0,2,0,548,36201,10,9,42,1,1,3,0,0
0,445,36180,41,17,24,1,0,1,0,502,39186,24,17,41,2,0,2,0,0
0,493,34888,34,13,17,2,0,1,0,463,39269,17,13,59,1,0,5,0,0
0,486,34837,40,13,18,1,1,1,0,476,37758,18,13,29,1,0,5,0,1
0,465,38309,74,14,27,0,0,3,0,442,42378,27,14,56,3,1,5,0,0
0,468,38115,40,22,14,1,0,1,0,429,33797,14,22,108,1,0,3,0,1
0,474,32768,70,8,23,0,0,1,0,505,39521,23,8,53,3,1,3,0,0
0,427,35107,40,13,19,2,1,2,0,438,38095,19,13,118,0,0,4,0,0
0,480,36351,44,15,14,2,0,1,0,474,37061,14,15,40,0,0,5,0,1
0,500,40391,43,24,8,1,0,4,0,388,30187,8,24,44,1,1,0,0,1
0,436,31620,134,10,11,2,0,0,0,531,36376,11,10,31,0,1,2,0,0
0,429,39415,33,24,25,0,1,2,0,522,43092,25,24,36,3,0,6,0,0
0,478,38350,39,21,16,0,1,0,0,433,35852,16,21,51,3,0,3,0,1
0,474,31815,92,7,20,0,0,2,0,487,40593,20,7,41,2,1,5,0,0
0,478,41096,43,21,18,1,1,4,0,445,37170,18,21,101,1,0,3,0,1
0,451,35147,39,14,14,2,1,2,0,443,33875,14,14,148,0,0,2,0,0
0,473,32769,120,7,17,2,1,3,0,512,36681,17,7,139,1,0,2,0,0
0,370,35198,34,17,29,0,0,0,0,507,43783,29,17,45,2,0,7,0,0
0,457,40773,39,22,19,2,1,4,0,434,36673,19,22,55,0,0,1,0,1
0,447,37365,36,18,9,2,1,3,0,431,35169,9,18,48,0,0,6,0,1
0,376,33156,42,15,30,0,0,0,0,495,45926,30,15,47,2,1,6,0,0
0,477,32372,42,8,15,1,0,2,0,465,35528,15,8,50,2,1,3,0,1
0,434,37267,51,14,26,1,1,2,0,470,43452,26,14,49,1,0,6,0,0
0,493,38432,48,22,14,0,0,3,0,475,34538,14,22,72,1,1,1,0,0
0,435,33919,46,13,16,0,0,1,0,479,39390,16,13,44,2,1,6,0,0
0,449,33158,39,13,14,0,1,0,0,518,37918,14,13,53,2,0,4,0,0
0,453,38464,71,18,18,1,0,4,0,418,38091,18,18,62,1,1,3,0,1
0,444,37974,56,19,28,0,0,1,0,395,38976,28,19,33,2,1,4,0,0
0,410,30917,32,10,30,1,0,0,0,445,40618,30,10,34,1,0,5,0,0
0,437,37823,80,19,13,1,1,2,0,486,35023,13,19,54,1,0,4,0,1
0,487,36377,43,12,32,0,1,2,0,520,45944,32,12,57,2,0,7,0,0
0,472,32901,34,7,15,0,1,2,0,507,37170,15,7,42,2,0,4,0,1
0,496,38878,57,16,12,2,1,4,0,445,33796,12,16,42,1,0,1,0,1
0,520,41327,45,20,11,2,1,5,0,520,32600,11,20,43,0,0,1,0,1
0,472,33809,56,14,16,1,0,0,0,520,37261,16,14,52,1,1,2,0,0
0,488,35930,36,17,8,1,1,3,0,457,32505,8,17,30,1,0,2,0,1
0,499,42246,34,17,17,1,1,7,0,450,35115,17,17,34,1,0,1,0,1
0,491,34640,60,9,16,0,1,1,0,508,37296,16,9,89,2,0,5,0,1
0,474,36281,43,22,7,1,1,1,0,500,32167,7,22,95,1,0,1,0,1
0,444,37330,98,22,15,0,0,1,0,462,34959,15,22,59,2,0,3,0,0
0,407,29886,31,7,24,0,0,0,0,480,40832,24,7,44,2,1,6,1,0
0,479,34243,31,10,21,1,0,1,0,449,41143,21,10,142,2,1,7,0,0
0,442,38386,39,18,15,0,1,3,0,481,36682,15,18,96,2,0,3,0,0
0,453,38170,55,23,16,2,0,1,0,450,34236,16,23,40,0,0,2,0,1
0,490,38817,36,19,18,0,1,1,0,485,37302,18,19,33,2,0,4,0,0
0,485,40129,41,18,11,1,1,3,0,431,34046,11,18,44,1,0,4,0,1
0,424,39582,139,22,15,1,1,2,0,455,35858,15,22,85,1,0,2,0,1
0,408,35394,45,13,30,0,1,1,0,476,41747,30,13,52,2,0,3,0,0
0,510,36498,52,14,10,0,1,1,0,515,33984,10,14,36,2,0,3,0,1
0,524,40274,36,21,13,2,0,2,0,464,34747,13,21,40,1,0,2,0,1
0,465,34908,47,12,12,1,0,1,0,518,35620,12,12,34,1,1,4,0,0
0,424,38047,171,17,19,0,1,2,0,507,41384,19,17,43,2,0,5,0,0
0,416,35869,37,16,34,1,0,0,0,463,46098,34,16,54,2,1,7,0,0
0,463,36683,49,16,26,1,0,2,0,474,39605,26,16,46,1,0,3,0,0
0,436,39157,37,25,17,0,0,0,0,494,37637,17,25,41,2,1,3,0,0
0,481,39953,45,23,18,1,1,2,0,464,37024,18,23,38,1,0,3,0,0
0,489,41495,50,22,15,0,1,3,0,492,36323,15,22,41,2,0,2,0,1
0,429,43751,44,29,7,2,1,6,0,436,30169,7,29,33,0,0,0,0,1
0,481,44801,89,28,16,2,1,6,2,395,33434,16,28,37,0,0,3,0,0
0,506,36258,47,17,17,1,0,1,0,525,39452,17,17,39,1,1,4,0,0
0,486,33684,40,10,19,1,0,1,0,513,39179,19,10,36,1,1,5,0,0
0,446,33142,32,11,18,0,0,0,0,486,39588,18,11,42,2,1,6,0,0
0,394,34019,39,19,17,2,0,0,0,473,38202,17,19,189,0,1,5,0,1
0,415,33094,36,12,20,0,0,1,0,481,41093,20,12,37,2,1,7,0,0
0,395,30947,28,9,26,0,0,0,0,495,43626,26,9,56,3,1,6,0,0
0,427,33729,74,12,21,0,0,1,0,526,40670,21,12,65,3,0,3,0,0
0,517,34406,64,15,12,1,0,0,0,525,36588,12,15,53,1,1,3,0,1
0,524,33967,367,9,13,3,0,2,0,492,35863,13,9,48,0,0,3,0,0
0,400,37307,85,21,18,1,1,0,0,472,38428,18,21,48,2,0,4,0,0
0,499,33211,30,8,20,0,0,1,0,522,39090,20,8,56,3,1,3,0,0
0,493,40031,34,19,19,1,1,5,0,431,35997,19,19,54,1,0,2,1,0
0,496,35306,39,11,24,0,1,2,0,460,42499,24,11,36,2,0,7,0,0
0,445,38357,50,21,23,0,1,2,0,478,43042,23,21,86,2,0,5,0,0
0,471,35194,45,14,20,1,0,1,0,505,38403,20,14,50,1,1,3,0,1
0,476,42477,43,26,25,0,1,3,0,465,42199,25,26,45,2,0,5,0,1
0,581,39432,82,15,11,1,1,3,0,485,32837,11,15,153,1,0,0,0,1
0,502,37161,40,11,14,0,1,4,0,457,33114,14,11,51,2,0,1,0,1
0,472,34277,45,9,19,2,0,1,0,432,36664,19,9,38,0,1,3,0,1
0,504,35661,73,14,13,0,1,0,0,509,35325,13,14,44,3,0,3,0,0
0,510,37342,43,14,12,1,1,3,0,519,35136,12,14,44,0,0,4,0,0
0,461,35598,39,15,13,3,1,1,0,463,33272,13,15,43,0,0,3,0,1
0,439,32613,47,12,24,0,1,1,0,473,38647,24,12,49,2,0,3,0,0
0,428,31925,69,13,13,1,1,0,0,463,34835,13,13,33,2,0,3,0,0
0,493,42249,42,25,15,1,0,2,0,370,33594,15,25,43,1,0,4,0,1
0,437,35135,80,16,23,0,1,1,0,479,41424,23,16,50,3,0,4,0,0
0,437,32616,54,10,13,1,1,1,0,484,34484,13,10,39,2,0,2,0,0
0,448,35918,36,17,26,2,0,1,0,475,38546,26,17,39,0,1,4,0,0
0,445,36039,42,12,22,1,1,1,0,396,36944,22,12,70,1,0,5,0,0
0,513,44038,44,21,13,3,1,5,0,395,31600,13,21,37,0,0,1,0,1
0,405,43265,74,28,20,1,1,3,0,362,34581,20,28,40,2,0,1,0,1
0,455,36178,32,15,23,0,0,1,0,527,44324,23,15,40,2,1,6,0,0
0,508,38022,53,18,7,3,1,1,0,519,33792,7,18,40,0,0,5,0,1
0,454,33509,72,13,15,1,0,1,0,439,35863,15,13,93,2,1,2,0,1
0,474,34378,84,10,22,0,0,0,0,520,38849,22,10,132,2,1,7,0,0
0,499,38021,62,17,20,1,0,2,0,545,39360,20,17,39,1,1,2,0,0
0,468,40488,72,25,14,2,1,2,0,427,35490,14,25,83,1,0,4,0,1
0,477,35322,38,16,16,0,0,1,0,483,37270,16,16,62,2,0,2,0,1
0,448,36098,94,18,24,1,0,1,0,477,40145,24,18,40,0,1,3,0,0
0,498,37112,41,15,14,1,0,1,0,487,37211,14,15,45,1,1,4,0,0
0,479,39845,58,18,15,0,0,4,0,443,36392,15,18,62,2,1,2,0,0
0,500,36609,28,14,21,1,0,1,0,515,42865,21,14,40,1,1,5,0,0
0,467,35151,27,15,19,1,0,1,0,477,39122,19,15,51,2,1,4,0,0
0,539,31728,47,5,15,0,0,1,0,544,39260,15,5,35,2,1,5,0,0
0,473,38646,75,18,10,3,1,2,0,439,32528,10,18,103,0,0,3,0,1
0,460,32900,46,10,24,1,0,1,0,471,41927,24,10,38,1,1,5,0,0
0,455,31949,32,9,17,1,0,2,0,471,36620,17,9,44,1,0,3,0,0
0,420,34561,48,14,24,1,0,0,0,474,39800,24,14,53,1,1,3,0,0
0,414,36692,56,19,27,0,0,1,0,468,43168,27,19,48,3,1,7,0,0
0,498,36830,31,18,13,2,0,1,0,510,37596,13,18,40,0,1,5,0,1
0,387,32687,36,12,30,0,0,1,0,466,41983,30,12,40,1,1,6,1,0
0,425,31224,40,9,23,0,0,0,0,487,43547,23,9,36,2,1,8,2,0
0,501,41600,51,22,24,0,0,3,0,451,41399,24,22,41,2,1,5,0,0
0,494,36375,43,13,14,0,0,3,0,473,34287,14,13,40,2,1,2,0,1
0,491,35221,37,15,13,1,0,0,0,505,37807,13,15,44,1,1,4,0,0
0,473,36022,80,14,11,2,0,2,0,474,35969,11,14,44,0,0,4,0,1
0,492,47554,47,34,11,0,1,6,1,405,30219,11,34,37,1,0,2,0,1
0,496,36419,57,16,13,1,1,0,0,495,34286,13,16,51,1,0,2,0,0
0,457,37872,39,18,14,2,0,2,0,500,35641,14,18,32,1,1,1,0,1
0,543,45896,196,29,20,2,1,5,0,485,40455,20,29,61,1,0,3,0,1
0,519,46078,36,32,17,1,1,6,0,427,35350,17,32,32,2,0,2,0,1
0,438,37539,41,15,24,0,0,2,0,533,42124,24,15,35,2,1,6,0,0
0,392,30678,39,8,33,0,0,0,0,474,45475,33,8,38,1,1,7,1,0
0,443,39045,47,25,6,2,1,3,0,458,29495,6,25,39,0,0,0,0,1
0,490,32746,90,12,14,0,0,0,0,502,36800,14,12,33,2,1,4,0,0
0,408,39054,39,23,29,0,1,1,0,481,43489,29,23,48,3,0,5,0,0
0,407,33344,45,16,21,2,0,0,0,498,41417,21,16,91,1,1,5,0,0
0,522,39432,42,15,15,1,1,3,0,509,36282,15,15,35,1,0,2,0,0
0,511,38876,48,18,11,2,1,2,0,489,33189,11,18,43,0,0,2,0,1
0,464,35799,53,19,10,0,1,0,0,484,32873,10,19,117,2,0,3,0,1
0,513,34573,47,13,10,2,1,1,0,455,33097,10,13,45,0,0,0,0,1
0,490,38682,51,15,14,1,0,4,0,482,35357,14,15,68,1,1,3,0,0
0,482,38954,48,15,15,2,1,4,0,467,35526,15,15,45,0,0,2,0,1
0,504,45920,46,25,8,2,0,4,0,502,32973,8,25,44,1,0,2,0,1
0,448,44759,41,29,20,1,1,3,0,376,35590,20,29,40,1,0,2,0,1
0,473,40313,39,20,18,2,1,2,0,487,38717,18,20,46,1,0,2,0,0
0,497,43645,63,22,16,2,1,3,0,490,36452,16,22,38,0,0,5,0,1
0,492,39738,50,19,16,1,1,3,0,478,36262,16,19,36,2,0,3,0,0
0,471,37171,40,17,18,2,0,2,0,430,36963,18,17,85,0,1,2,0,1
0,459,39265,48,22,23,0,1,1,0,474,39792,23,22,39,3,0,5,0,0
0,437,31564,80,9,17,1,1,0,0,499,38548,17,9,46,2,0,4,0,0
0,462,39006,37,22,12,3,1,3,0,504,37927,12,22,42,0,0,3,0,1
0,476,32666,42,8,18,0,0,0,0,511,40919,18,8,44,3,1,6,0,0
0,473,36617,49,16,21,3,1,2,0,465,38192,21,16,42,0,0,3,0,1
0,499,42085,42,22,20,1,0,3,0,401,37454,20,22,46,1,0,3,0,1
0,442,36864,46,18,23,0,1,2,0,447,37924,23,18,62,2,0,2,0,1
0,492,33690,56,10,11,2,1,3,0,491,32553,11,10,45,1,0,0,0,1
0,498,38465,51,19,18,0,1,2,0,492,37622,18,19,42,3,0,2,0,0
0,435,38415,38,23,21,1,0,0,0,491,43078,21,23,46,1,1,6,0,0
0,484,35834,39,13,23,1,0,1,0,496,40182,23,13,43,2,1,4,0,0
0,491,33241,45,8,25,0,0,1,0,563,40889,25,8,66,2,1,4,0,0
0,473,30592,45,7,20,0,0,1,0,499,37448,20,7,51,2,1,2,0,0
0,445,29856,34,9,23,0,0,0,0,529,42579,23,9,77,2,1,7,0,0
0,467,35650,33,14,12,1,1,2,0,487,34714,12,14,39,2,0,1,0,1
0,477,34776,47,14,4,2,1,1,0,534,32197,4,14,41,0,0,2,0,1
0,469,39359,72,20,19,1,1,2,0,484,40033,19,20,30,2,0,4,0,0
0,501,39934,67,19,15,1,0,3,0,464,34788,15,19,44,2,1,2,0,1
0,409,32089,32,11,25,1,0,1,0,505,44899,25,11,97,1,1,6,1,0
0,387,29178,55,11,26,0,0,0,0,460,43344,26,11,30,1,1,10,1,0
0,468,39981,47,23,13,3,0,5,0,449,33328,13,23,48,0,0,1,0,1
0,539,38189,30,15,8,2,1,3,0,490,32916,8,15,60,0,0,0,0,1
0,560,38261,66,16,6,1,1,2,0,554,32872,6,16,153,1,0,3,0,1
0,468,41661,55,22,22,3,1,4,0,457,39160,22,22,38,0,0,2,0,1
0,449,31028,38,8,24,0,0,0,0,515,41306,24,8,59,2,1,5,0,0
0,491,32657,38,7,23,0,0,0,0,551,42420,23,7,50,2,1,4,0,0
0,508,37412,38,16,8,0,1,4,0,500,32319,8,16,49,2,0,0,0,1
0,531,37384,32,14,10,0,1,2,0,465,33232,10,14,55,2,0,3,0,1
0,477,44607,43,31,22,2,1,5,0,485,39694,22,31,42,0,0,2,1,1
0,464,39287,52,19,18,1,1,4,0,496,36972,18,19,53,2,0,2,0,0
0,538,36199,38,10,11,0,0,1,0,566,36222,11,10,50,3,1,3,0,0
0,439,32060,57,10,19,2,0,0,0,486,37923,19,10,46,0,1,3,0,0
0,444,33107,40,11,14,1,1,0,0,467,33970,14,11,43,1,0,2,0,0
0,510,36131,51,15,16,1,0,2,0,493,38457,16,15,150,0,1,4,0,0
0,491,29666,36,4,17,0,0,1,0,501,39816,17,4,46,2,1,6,0,0
0,485,34743,37,14,17,2,0,1,0,511,36439,17,14,37,0,1,2,0,0
0,460,38140,37,24,14,2,1,2,0,464,35620,14,24,44,1,0,1,0,0
0,469,40559,43,23,16,1,1,2,0,482,36125,16,23,33,1,0,2,0,0
0,426,42304,49,27,18,1,0,4,0,431,36855,18,27,116,2,0,2,0,0
0,531,39042,46,14,10,1,1,3,0,449,31410,10,14,37,2,0,2,0,1
0,466,34036,47,10,16,1,1,1,0,484,36507,16,10,46,2,0,4,0,0
0,429,32454,34,13,25,1,0,1,0,374,36436,25,13,133,1,0,1,0,0
0,497,42290,54,20,10,2,1,3,0,481,32095,10,20,57,0,0,2,0,1
0,447,39774,46,20,22,2,0,1,0,562,45721,22,20,43,0,1,7,0,0
0,423,31251,37,9,16,0,0,0,0,517,37934,16,9,43,2,1,5,0,0
0,454,41148,48,25,13,1,1,7,0,445,33454,13,25,40,2,0,1,0,1
0,510,38973,41,19,19,0,0,1,0,488,41673,19,19,44,2,1,5,0,0
0,394,32354,40,13,16,0,0,0,0,512,40487,16,13,54,2,1,4,0,0
0,443,37022,52,18,16,2,1,3,0,433,35908,16,18,43,1,0,2,0,1
0,488,34435,51,11,18,1,0,1,0,476,35501,18,11,64,1,0,3,0,1
0,415,32920,85,14,21,0,0,0,0,406,37246,21,14,50,2,1,4,0,0
0,500,36776,41,16,15,0,0,1,0,475,34997,15,16,50,3,0,3,0,0
0,525,32957,57,9,13,0,0,0,0,529,35789,13,9,46,1,0,4,0,0
0,517,34681,48,11,13,0,0,1,0,523,34441,13,11,41,2,1,1,0,1
0,493,37211,37,12,20,1,0,2,0,480,38226,20,12,35,1,1,3,0,0
0,511,42380,44,25,11,2,1,1,0,474,33710,11,25,35,0,0,4,0,1
0,414,36623,32,20,19,1,0,2,0,485,37911,19,20,67,1,0,4,0,1
0,469,44801,32,30,11,1,1,3,0,335,29812,11,30,127,1,0,3,0,1
0,486,35524,76,11,24,1,1,1,0,498,41241,24,11,49,1,0,5,0,0
0,458,35952,42,13,18,0,0,3,0,495,38691,18,13,45,3,1,4,0,0
0,475,38277,45,16,19,0,1,4,0,488,36730,19,16,41,3,0,1,0,0
0,512,39887,33,18,12,2,1,3,0,428,31564,12,18,30,1,0,2,0,1
0,471,33523,150,11,14,2,1,3,0,463,35381,14,11,54,0,0,1,0,1
0,403,41627,49,29,10,0,1,2,0,480,33747,10,29,35,2,0,1,0,1
0,486,35243,48,12,23,0,0,1,0,538,39977,23,12,41,2,1,3,0,0
0,504,38849,49,21,20,1,0,1,0,409,38884,20,21,86,1,1,4,0,1
0,422,37111,40,20,33,1,0,1,0,445,44335,33,20,41,1,1,3,0,1
0,473,35568,40,14,22,1,0,0,0,512,38569,22,14,52,1,1,4,0,0
0,427,36539,47,13,37,1,0,1,0,469,47692,37,13,48,1,1,6,0,0
0,460,33305,53,9,15,0,1,1,0,509,35843,15,9,38,3,0,3,0,0
0,461,33782,44,9,21,1,0,1,0,491,38341,21,9,51,2,1,5,0,0
0,465,35019,43,13,16,0,1,3,0,452,36857,16,13,36,3,0,3,0,0
0,532,44238,44,22,14,2,1,6,0,417,34361,14,22,38,1,0,1,0,0
0,415,32113,28,14,23,0,0,0,0,479,43071,23,14,49,3,1,6,0,0
0,458,34526,50,11,11,2,0,2,0,485,34483,11,11,62,0,1,3,0,1
0,461,34390,40,14,17,1,0,1,0,516,40687,17,14,64,2,1,6,0,1
0,448,35699,46,19,16,0,0,1,0,434,35467,16,19,38,2,1,3,0,1
0,454,36234,37,14,24,1,1,3,0,458,40086,24,14,37,1,0,3,0,0
0,477,36978,37,11,35,0,0,3,0,480,42229,35,11,48,3,1,4,0,0
0,481,35002,49,14,18,1,0,1,0,497,40062,18,14,32,1,0,6,0,0
0,515,34166,49,12,13,1,0,1,0,484,36415,13,12,40,1,1,3,0,1
0,487,36149,36,15,13,1,1,1,0,455,33552,13,15,32,1,0,2,0,1
0,468,34245,36,9,14,2,1,2,0,472,32920,14,9,58,0,0,1,0,0
0,542,37602,40,13,11,1,1,2,0,523,33090,11,13,59,1,0,1,0,1
0,497,40770,37,21,15,1,1,4,0,488,35858,15,21,35,1,0,2,0,1
0,471,33928,40,12,20,0,1,1,0,470,36583,20,12,36,3,0,5,0,0
0,439,35991,183,17,26,2,0,0,0,472,39915,26,17,41,0,0,2,0,0
0,437,36391,131,17,18,1,0,1,0,467,38612,18,17,53,2,1,5,0,1
0,433,33202,43,14,19,0,0,0,0,479,37787,19,14,88,3,1,3,0,0
0,452,40633,44,23,14,1,1,2,0,466,35557,14,23,44,1,0,4,0,1
0,445,28522,30,4,19,0,0,0,0,508,38685,19,4,41,2,1,5,0,0
0,511,36554,42,15,16,0,1,2,0,505,36841,16,15,47,2,0,5,0,1
0,487,34944,49,12,25,0,0,1,0,467,41723,25,12,41,2,1,4,0,0
0,395,34099,43,11,39,0,0,0,0,472,46921,39,11,39,3,1,7,0,0
0,471,37553,51,17,13,2,1,3,0,442,34617,13,17,36,1,0,2,0,0
0,457,35618,40,17,26,1,0,2,0,441,41825,26,17,62,0,1,3,0,0
0,447,39947,47,22,17,1,1,3,1,469,37124,17,22,36,1,0,5,0,1
0,486,29792,44,5,13,1,0,0,0,555,37801,13,5,35,2,1,3,0,0
0,414,34896,45,17,18,0,0,2,0,472,37101,18,17,39,3,1,3,0,0
0,514,39699,39,18,12,1,1,5,0,460,33661,12,18,60,1,0,2,0,1
0,412,33740,30,11,28,1,0,0,0,461,40534,28,11,45,1,1,5,0,0
0,573,36386,40,10,15,0,1,2,0,449,33480,15,10,31,2,0,1,0,1
0,492,34723,276,12,17,1,1,1,0,534,37326,17,12,38,1,0,3,0,0
0,501,37970,39,21,7,2,0,3,0,419,30510,7,21,37,0,0,1,0,1
0,442,32030,49,12,20,1,0,0,0,529,43181,20,12,41,2,1,5,0,0
0,443,36947,119,19,15,1,1,2,0,474,38079,15,19,51,1,0,3,0,0
0,456,43938,51,31,26,1,1,2,0,409,40411,26,31,35,1,0,4,0,0
0,500,35823,42,14,21,0,1,2,0,458,40387,21,14,67,2,0,4,0,1
0,504,36441,76,14,16,0,0,2,0,495,38241,16,14,47,2,1,3,0,0
0,425,36273,87,17,8,1,1,2,0,523,35923,8,17,83,2,0,5,0,1
0,480,39533,33,20,18,1,1,2,0,470,35768,18,20,33,1,0,3,0,1
0,439,39221,30,20,15,1,1,5,0,480,35771,15,20,31,1,0,1,0,1
0,435,33602,124,15,18,1,0,0,0,521,38604,18,15,63,1,1,4,0,0
0,528,35404,46,16,11,2,1,2,0,464,33338,11,16,66,0,0,0,0,1
0,523,45812,52,27,16,2,1,6,0,492,36020,16,27,68,0,0,1,0,1
0,481,39645,44,20,20,0,0,2,0,468,39040,20,20,79,2,1,4,0,0
0,479,33179,64,11,11,0,1,0,0,529,35182,11,11,50,3,0,3,0,0
0,506,35279,40,9,20,1,1,3,0,443,36869,20,9,72,1,0,2,0,1
0,463,38656,37,22,10,3,1,2,0,463,33945,10,22,35,0,0,3,0,1
0,510,38749,39,17,14,1,1,2,0,502,34365,14,17,47,2,0,2,0,0
0,429,45718,34,37,25,1,0,2,0,434,40845,25,37,33,1,0,4,0,1
0,473,33537,50,11,17,0,1,1,0,441,34313,17,11,42,2,0,2,0,1
0,463,36086,58,14,13,1,1,3,0,502,36258,13,14,79,2,0,3,0,1
0,495,39051,51,22,16,1,1,1,0,402,35318,16,22,59,0,0,2,0,1
0,453,41094,36,24,20,0,1,2,0,494,39724,20,24,32,1,0,2,0,1
0,556,33533,70,9,7,3,0,2,0,557,32840,7,9,36,0,1,1,0,1
0,442,38848,42,23,19,0,0,3,0,477,39778,19,23,58,2,1,4,0,0
0,473,34675,47,13,18,1,0,0,0,467,37103,18,13,48,2,1,3,0,0
0,513,39126,58,21,13,2,1,3,0,464,32713,13,21,29,1,0,1,0,1
0,455,35266,46,16,16,1,1,1,0,485,37321,16,16,40,0,0,2,0,1
0,514,30023,50,7,14,1,0,0,0,508,37173,14,7,38,1,1,3,0,0
0,452,37382,92,16,12,2,1,3,0,459,33728,12,16,74,0,0,2,0,1
0,447,40917,32,23,20,2,0,2,0,451,35741,20,23,38,1,1,1,0,1
0,523,41564,44,20,26,1,1,4,0,476,40902,26,20,49,1,0,3,0,1
0,427,34369,55,15,14,0,0,2,0,494,37984,14,15,43,2,1,4,0,1
0,409,28646,34,6,16,0,0,0,0,521,40560,16,6,44,2,0,7,1,0
0,475,36904,46,17,25,2,0,0,0,437,38836,25,17,44,0,1,5,0,0
0,494,33867,38,9,15,3,0,1,0,528,38635,15,9,66,0,1,4,0,1
0,513,35290,38,10,13,1,0,2,0,514,34030,13,10,49,2,1,0,0,1
