,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,482,36403,79,15,16,2,0,1,0,537,37878,16,15,38,1,1,3,0,0
0,452,45450,41,31,10,2,1,8,0,400,32273,10,31,136,0,0,3,2,1
0,467,38334,39,22,12,2,1,1,0,455,35596,12,22,34,0,0,5,0,1
0,425,32749,67,12,16,0,1,0,0,466,36281,16,12,47,3,0,3,0,0
0,472,36853,47,17,8,2,1,1,0,511,32248,8,17,36,1,0,3,0,0
0,421,33174,96,11,24,0,0,1,0,489,43894,24,11,85,2,1,6,0,0
0,449,38744,46,23,16,0,0,1,0,447,35592,16,23,53,1,1,4,0,0
0,491,33170,49,10,13,1,0,0,0,521,34047,13,10,42,1,1,3,0,1
0,430,35873,50,16,23,1,0,1,0,478,39560,23,16,65,2,0,3,0,0
0,429,36544,39,13,29,0,1,2,0,506,43529,29,13,47,2,0,4,0,0
0,513,37778,109,20,11,0,0,2,0,511,33143,11,20,44,1,0,1,0,1
0,514,35320,50,13,9,1,0,1,0,518,34002,9,13,43,1,0,2,0,1
0,450,33265,35,11,19,1,0,0,0,490,38374,19,11,40,2,1,6,0,0
0,509,35464,37,10,12,0,0,2,0,545,35569,12,10,49,1,0,4,0,0
0,470,37730,50,17,22,0,1,1,0,537,42010,22,17,47,3,0,3,0,1
0,526,44731,86,25,10,1,1,5,1,438,32593,10,25,42,1,0,3,0,1
0,419,39202,34,25,24,2,1,2,0,476,40567,24,25,67,0,0,3,0,0
0,396,31291,39,9,22,0,1,0,0,506,39291,22,9,43,2,0,3,0,0
0,524,35703,37,9,23,0,0,0,0,488,41678,23,9,46,2,1,7,0,0
0,458,34400,131,14,12,1,0,1,0,490,34076,12,14,43,2,1,3,0,0
0,477,38073,49,20,12,0,1,2,0,503,37120,12,20,46,3,0,4,0,1
0,527,34174,38,8,17,0,0,1,0,520,37410,17,8,37,3,1,3,0,0
0,477,36030,59,12,16,0,1,1,0,460,36594,16,12,37,3,0,3,0,0
0,461,38669,39,23,15,1,0,1,0,502,38849,15,23,39,1,1,5,0,1
0,468,38365,56,20,16,2,0,1,0,456,37627,16,20,79,0,1,2,0,1
0,475,33310,41,8,24,1,1,2,0,502,39303,24,8,56,2,0,2,0,0
0,396,34215,47,18,20,1,0,0,0,455,37159,20,18,34,1,0,3,0,0
0,500,30395,41,5,16,2,0,0,0,503,37674,16,5,135,0,1,4,0,0
0,466,43221,41,27,18,2,1,4,0,435,36799,18,27,34,1,0,3,0,1
0,492,36131,72,12,12,2,1,2,0,511,33916,12,12,36,1,0,2,0,1
0,498,33685,85,11,14,2,1,0,0,555,37364,14,11,47,0,0,4,0,0
0,457,36074,86,18,19,0,0,2,0,458,37220,19,18,55,3,1,2,0,0
0,546,34678,54,9,7,1,1,2,0,522,33206,7,9,46,1,0,3,0,1
0,497,38596,90,20,20,0,1,3,0,470,37425,20,20,100,2,0,2,0,1
0,401,37933,105,22,24,1,0,1,0,442,38786,24,22,43,2,1,4,0,1
0,473,40326,41,24,15,1,1,3,0,455,34682,15,24,35,0,0,1,0,1
0,539,42833,48,23,6,2,1,5,0,453,31050,6,23,50,1,0,1,0,1
0,401,37071,124,21,11,2,1,1,0,477,34176,11,21,48,0,0,2,0,1
0,469,34819,40,16,10,2,1,2,0,482,33190,10,16,66,1,0,1,0,1
0,477,35324,35,11,23,0,0,4,0,473,38022,23,11,42,2,0,2,0,1
0,469,37198,47,14,14,1,1,3,0,482,34732,14,14,45,2,0,1,0,1
0,531,39647,34,19,3,2,1,3,0,482,28060,3,19,44,0,0,1,0,1
0,391,33463,45,16,18,0,0,0,0,464,37109,18,16,74,2,0,4,0,1
0,418,30193,34,10,26,0,0,1,0,471,40467,26,10,28,2,1,4,0,0
0,450,39914,45,18,23,1,0,2,0,443,37726,23,18,43,1,1,0,0,1
0,425,36615,41,19,27,0,0,2,0,410,37324,27,19,77,3,0,1,0,0
0,497,38916,36,19,17,2,0,2,0,479,37534,17,19,35,0,1,3,0,1
0,453,36703,45,17,19,0,0,1,0,456,37776,19,17,48,3,1,3,0,0
0,471,40459,72,20,13,0,1,3,0,486,34238,13,20,42,2,0,2,0,1
0,442,35630,33,17,22,0,0,0,0,468,39635,22,17,59,2,1,4,0,0
0,488,36469,34,17,9,2,1,2,0,521,35494,9,17,54,1,0,3,0,1
0,450,37002,45,21,14,1,0,2,0,462,35344,14,21,64,2,0,4,0,1
0,508,38074,91,18,15,1,1,1,0,520,37276,15,18,47,1,0,3,0,1
0,380,34703,105,16,21,1,0,0,0,510,38683,21,16,80,2,1,3,0,0
0,469,33447,32,12,23,2,1,1,0,452,37718,23,12,64,1,0,1,0,1
0,458,34164,42,13,17,1,0,1,0,474,38536,17,13,49,1,1,4,0,1
0,452,35996,175,14,12,0,1,2,0,443,34208,12,14,98,2,0,2,0,1
0,466,33016,47,8,8,0,1,2,0,519,34564,8,8,42,3,0,2,0,0
0,500,33488,44,9,21,0,0,3,0,484,42201,21,9,53,2,1,5,0,0
0,501,34286,44,10,20,0,0,0,0,543,41445,20,10,47,2,1,5,0,0
0,479,39854,43,26,19,2,1,2,0,440,37822,19,26,38,1,0,3,0,0
0,443,34974,35,14,8,0,1,2,0,457,31344,8,14,78,2,0,2,0,1
0,397,42594,34,30,17,2,1,6,0,430,35531,17,30,41,1,0,4,0,1
0,470,38194,43,18,16,0,0,1,0,465,38256,16,18,46,2,1,5,0,1
0,405,37079,42,22,18,1,0,1,0,488,40085,18,22,40,1,1,3,0,0
0,478,32685,84,10,10,0,0,1,0,509,34360,10,10,46,2,1,2,0,1
0,429,38587,288,25,18,1,0,3,0,396,37867,18,25,33,1,0,1,0,0
0,472,33699,46,12,19,0,0,0,0,499,38594,19,12,51,3,1,3,0,0
0,535,37431,54,14,9,0,1,1,0,493,32785,9,14,47,2,0,3,0,0
0,480,33204,30,15,22,0,0,0,0,506,41837,22,15,37,2,1,5,0,0
0,459,33903,35,12,19,2,1,1,0,492,37159,19,12,30,0,0,2,0,0
0,448,37147,35,15,19,0,1,3,0,425,38639,19,15,54,2,0,2,0,0
0,481,35534,44,12,12,1,1,3,0,492,35033,12,12,42,1,0,0,0,1
0,494,36897,35,15,11,1,1,3,0,469,34454,11,15,40,2,0,2,0,0
0,428,41402,46,28,25,1,0,2,0,378,39907,25,28,50,2,1,3,0,1
0,509,37181,38,16,14,2,1,2,0,480,37246,14,16,47,1,0,4,0,1
0,504,34409,56,8,12,1,1,1,0,518,34793,12,8,46,1,0,2,0,1
0,447,36520,46,19,22,0,1,1,0,462,36470,22,19,81,1,0,1,0,0
0,491,37981,36,12,16,2,1,2,0,450,36244,16,12,39,0,0,3,0,1
0,498,33931,45,11,22,0,0,1,0,521,41127,22,11,40,2,1,5,0,0
0,446,39001,35,23,22,2,0,2,0,440,39019,22,23,37,0,0,1,0,1
0,553,39576,56,14,6,1,1,4,0,526,31486,6,14,60,2,0,2,0,0
0,467,36787,38,16,11,2,0,2,0,489,36038,11,16,47,1,1,3,0,1
0,531,35695,47,16,14,1,0,1,0,508,34141,14,16,46,1,1,2,0,1
0,554,45210,36,24,22,0,0,7,0,430,38149,22,24,39,2,1,0,0,1
0,414,40059,37,24,18,3,1,4,0,360,33484,18,24,61,0,0,0,0,1
0,492,40135,46,20,12,1,1,2,0,467,33415,12,20,41,1,0,2,0,1
0,482,33069,56,8,18,1,1,1,0,484,38070,18,8,45,1,0,5,0,0
0,538,40279,73,17,16,2,1,4,0,466,35195,16,17,57,0,0,1,0,1
0,513,37227,35,11,16,1,1,2,0,528,38746,16,11,36,1,0,2,0,1
0,482,36232,42,14,11,0,1,3,0,525,33547,11,14,130,3,0,1,0,1
0,443,37043,61,15,25,1,0,2,0,502,40351,25,15,57,1,1,4,0,1
0,458,34473,61,13,25,1,0,0,0,477,44347,25,13,40,1,1,8,1,0
0,461,45981,66,32,12,2,1,4,0,437,34343,12,32,51,1,0,2,0,1
0,484,33312,390,11,31,0,0,1,0,423,41303,31,11,32,3,1,7,1,0
0,450,31062,53,7,18,1,1,0,0,505,37962,18,7,42,1,0,3,0,0
0,506,37023,90,18,16,1,1,0,0,514,36607,16,18,93,1,0,2,0,1
0,453,39408,55,25,16,1,1,1,0,456,35847,16,25,41,1,0,2,0,1
0,443,37809,90,20,16,2,1,3,0,465,35799,16,20,54,0,0,2,0,0
0,554,40656,42,18,10,2,1,1,0,486,32269,10,18,40,1,0,3,0,1
0,484,32839,419,12,7,2,1,0,0,452,31859,7,12,47,0,0,2,0,1
0,418,34010,32,16,21,1,1,0,0,471,38697,21,16,35,1,0,4,0,0
0,477,37143,47,17,16,0,1,3,0,465,36539,16,17,52,2,0,3,0,0
0,453,34915,39,14,13,0,1,1,0,550,39856,13,14,61,2,0,5,0,1
0,493,40283,58,21,12,1,1,4,0,506,33914,12,21,195,1,0,1,0,1
0,477,44740,40,30,13,2,1,3,1,406,33965,13,30,26,0,0,4,0,1
0,464,39478,60,22,11,2,1,3,0,467,33418,11,22,38,0,0,2,0,1
0,479,35800,43,13,10,0,0,4,0,443,33244,10,13,39,3,1,2,0,1
0,437,36327,60,15,18,2,1,1,0,487,37736,18,15,43,0,0,5,0,1
0,496,38135,62,15,14,1,1,4,0,432,34936,14,15,48,2,0,3,0,1
0,459,37046,48,14,7,0,1,3,0,506,33643,7,14,62,2,0,3,0,1
0,497,37144,46,14,10,2,0,1,0,512,33844,10,14,35,0,1,5,0,1
0,499,39256,69,20,15,2,0,2,0,456,34626,15,20,41,0,1,1,0,0
0,492,30731,85,5,8,0,0,1,0,479,31115,8,5,35,3,1,2,0,0
0,435,34328,83,12,23,0,1,0,0,479,42792,23,12,131,2,0,6,0,0
0,449,39368,36,23,14,3,0,2,0,466,35404,14,23,34,0,1,2,0,1
0,505,39833,82,18,12,0,1,3,0,480,33092,12,18,55,2,0,1,0,1
0,493,39412,50,17,15,2,1,3,0,508,35402,15,17,36,0,0,2,0,1
0,468,36695,36,14,20,0,1,2,0,504,40090,20,14,48,2,0,3,0,0
0,416,32877,43,15,23,0,0,1,0,495,42390,23,15,39,3,1,5,0,0
0,461,37329,31,18,20,1,0,2,0,402,38769,20,18,46,1,1,3,0,0
0,512,34429,40,13,10,1,0,2,0,500,35240,10,13,35,2,1,3,0,0
0,499,39188,32,20,19,0,1,2,0,443,37113,19,20,43,2,0,2,0,1
0,457,36257,48,15,10,2,1,5,0,462,34894,10,15,36,0,0,3,0,1
0,449,38854,48,20,19,0,1,1,0,472,38217,19,20,79,2,0,3,0,0
0,491,45632,51,39,12,1,0,4,0,425,34966,12,39,48,1,0,3,0,1
0,472,40719,67,21,9,2,0,4,0,468,32141,9,21,46,1,0,0,0,1
0,505,40804,45,22,16,2,1,3,0,467,35069,16,22,43,0,0,1,0,1
0,455,43488,44,28,14,2,1,5,0,473,34403,14,28,76,0,0,0,0,1
0,428,39174,117,22,18,1,1,4,0,458,36523,18,22,44,1,0,3,0,1
0,457,38279,40,19,15,2,0,1,0,458,37284,15,19,53,1,1,4,0,1
0,497,35890,72,16,12,2,0,1,0,509,36352,12,16,43,0,1,4,0,0
0,426,37957,90,24,19,2,0,1,0,450,40386,19,24,38,0,1,5,0,0
0,447,42306,72,33,17,0,0,3,0,397,35341,17,33,45,3,0,1,0,1
0,465,37838,41,23,14,2,1,2,0,435,32817,14,23,76,0,0,1,0,1
0,409,35215,54,12,21,0,1,2,0,443,36966,21,12,39,3,0,3,0,0
0,444,32507,35,10,26,0,0,0,0,486,41620,26,10,38,2,1,4,0,0
0,506,34535,44,11,12,0,1,2,0,479,34285,12,11,39,3,0,1,0,0
0,498,39468,35,23,9,1,1,2,0,455,34216,9,23,53,1,0,3,0,1
0,486,32251,41,8,15,1,0,1,0,497,36649,15,8,34,1,0,3,0,0
0,499,37712,123,15,12,0,1,1,0,500,33933,12,15,42,2,0,4,0,1
0,479,34653,51,12,22,0,0,1,0,465,39270,22,12,46,3,1,4,0,0
0,479,36662,43,17,12,2,1,2,0,467,32106,12,17,33,1,0,1,0,1
0,432,35463,42,15,21,1,1,0,0,496,39307,21,15,42,1,0,3,0,1
0,530,34746,23,9,11,0,0,1,0,529,35269,11,9,37,2,1,4,0,0
0,417,31511,51,9,18,1,0,0,0,495,38465,18,9,66,1,1,6,0,0
0,500,36476,91,15,11,1,1,1,0,512,33412,11,15,59,1,0,1,0,1
0,444,42863,126,30,22,1,1,3,0,458,40287,22,30,55,2,0,5,0,1
0,497,37745,39,15,19,0,1,2,0,461,36159,19,15,38,3,0,2,0,0
0,426,32835,47,11,27,0,0,1,0,455,42182,27,11,78,2,1,5,0,0
0,543,36163,40,12,6,1,0,4,0,483,32075,6,12,34,1,1,2,0,1
0,529,34254,69,7,10,2,1,2,0,442,32199,10,7,312,1,0,3,0,1
0,424,34581,58,15,13,1,1,2,0,451,33462,13,15,60,1,0,2,0,0
0,478,40482,37,26,22,0,1,1,0,486,42033,22,26,35,2,0,4,0,0
0,471,40168,66,29,12,1,1,4,0,430,33328,12,29,34,1,0,1,0,1
0,476,36621,36,18,15,1,0,2,0,486,37516,15,18,80,2,1,3,0,0
0,446,39910,60,22,9,2,1,4,0,451,31386,9,22,291,0,0,1,0,1
0,463,32134,59,12,13,0,0,0,0,515,36322,13,12,55,3,1,3,0,0
0,476,32785,57,13,10,1,0,0,0,521,36804,10,13,51,1,1,4,0,0
0,436,36991,93,18,9,2,0,1,0,460,32469,9,18,39,1,1,3,0,1
0,475,37198,52,16,18,1,1,1,0,418,38684,18,16,131,2,0,1,0,0
0,493,40148,49,19,14,2,1,4,0,409,32078,14,19,38,0,0,0,0,1
0,538,33997,47,11,19,1,0,2,0,542,39493,19,11,78,1,1,5,0,0
0,422,36905,42,18,22,0,1,1,0,464,42499,22,18,52,2,0,7,0,0
0,497,42418,39,26,9,0,1,5,1,464,31168,9,26,39,1,0,2,0,1
0,465,33876,33,12,22,0,0,1,0,484,38961,22,12,31,2,1,3,0,0
0,460,40205,50,22,25,1,0,2,0,449,41563,25,22,39,1,0,3,0,0
0,525,37790,43,14,12,2,1,2,0,485,35897,12,14,49,1,0,2,0,1
0,493,37327,43,14,12,0,1,3,0,480,32606,12,14,42,3,0,1,0,0
0,426,38948,38,25,14,1,0,0,0,436,35067,14,25,31,1,0,4,0,1
0,454,31196,34,8,28,1,0,0,0,532,44526,28,8,45,1,1,7,1,0
0,508,39879,47,22,7,3,1,4,0,459,30604,7,22,75,0,0,0,0,1
0,489,34879,45,10,15,0,0,0,0,478,34668,15,10,117,2,1,4,0,1
0,515,34707,39,9,12,1,0,2,0,540,36350,12,9,64,0,1,4,0,0
0,437,36636,74,22,12,2,1,2,0,497,36094,12,22,36,0,0,2,0,1
0,425,33102,123,12,11,2,1,0,0,473,34478,11,12,112,1,0,4,0,1
0,521,41159,99,17,13,1,1,5,0,531,36415,13,17,42,1,0,3,0,1
0,425,35807,133,17,12,0,0,2,0,459,35644,12,17,35,1,1,5,0,0
0,407,37251,40,21,22,2,1,1,0,471,40553,22,21,31,0,0,4,0,0
0,438,34491,67,14,25,0,0,1,0,491,41326,25,14,80,2,1,4,0,0
0,511,37561,32,16,11,1,0,1,0,513,35454,11,16,42,1,1,5,0,1
0,436,38318,48,15,21,0,1,2,0,430,38059,21,15,26,2,0,5,0,1
0,450,30136,93,8,21,0,0,0,0,478,38566,21,8,43,1,1,4,0,0
0,417,40393,51,21,9,2,1,7,1,440,32360,9,21,27,0,0,2,0,1
0,382,33351,41,16,18,1,1,0,0,461,36771,18,16,71,1,0,4,0,0
0,439,37907,36,22,19,2,1,2,0,397,34556,19,22,38,0,0,1,0,0
0,468,37639,40,16,24,0,1,1,0,459,40488,24,16,38,2,0,2,0,0
0,485,39650,43,22,15,0,1,3,0,471,36919,15,22,42,2,0,3,0,1
0,478,32817,51,7,16,0,1,1,0,513,37576,16,7,135,3,0,3,0,1
0,429,37114,57,19,23,2,1,3,0,443,40044,23,19,35,0,0,3,0,0
0,498,41750,52,27,10,2,1,2,0,477,32404,10,27,36,0,0,2,0,1
0,491,34867,47,11,12,2,1,2,0,500,35142,12,11,42,1,0,3,0,0
0,504,35970,36,16,13,1,1,1,0,484,34646,13,16,41,1,0,2,0,1
0,530,34460,60,11,13,2,0,0,0,507,34430,13,11,51,0,1,1,0,0
0,514,41277,42,18,10,1,0,3,0,407,30710,10,18,52,2,1,3,0,1
0,431,36726,49,16,26,0,0,1,0,459,40723,26,16,42,2,1,3,0,0
0,468,36249,45,18,16,2,0,1,0,470,39037,16,18,47,1,1,4,0,0
0,466,28881,34,1,13,0,0,0,0,533,36634,13,1,57,2,1,3,0,0
0,552,37283,39,16,6,1,0,2,0,483,32044,6,16,35,2,0,2,0,1
0,490,33911,67,14,14,1,1,1,0,501,35422,14,14,45,1,0,3,0,0
0,475,38701,49,15,24,1,1,2,0,516,43474,24,15,193,2,0,6,0,0
0,502,39127,52,20,10,1,1,5,0,477,33659,10,20,100,1,0,1,0,1
0,493,42500,51,29,10,1,1,2,0,473,33907,10,29,48,0,0,4,0,1
0,409,35169,40,17,27,2,0,1,0,515,44065,27,17,74,0,0,5,0,0
0,330,32226,56,9,14,1,0,1,0,498,38775,14,9,79,1,1,4,0,0
0,487,29110,32,4,13,0,0,0,0,549,38196,13,4,55,3,1,5,1,0
0,535,35569,38,10,7,1,1,2,0,514,32905,7,10,44,1,0,2,0,0
0,449,32175,47,8,20,0,0,2,0,502,38294,20,8,60,3,0,2,0,0
0,429,32059,33,14,20,0,0,0,0,478,39153,20,14,42,2,1,4,0,0
0,460,32213,36,8,21,1,0,0,0,482,41301,21,8,35,1,1,4,0,0
0,449,36565,53,15,17,1,0,4,0,453,33856,17,15,39,2,0,0,0,1
0,496,37381,45,17,10,2,0,3,0,512,34764,10,17,44,0,1,1,0,0
0,432,39989,126,22,16,1,1,3,0,412,35755,16,22,88,2,0,3,0,1
0,508,36713,38,15,16,1,0,2,0,522,36388,16,15,42,1,1,3,0,1
0,400,35534,38,20,32,0,0,0,0,428,42570,32,20,44,2,1,5,0,0
0,409,34819,48,18,16,2,0,0,0,477,37918,16,18,42,1,1,5,0,0
0,441,38031,51,22,15,0,0,1,0,465,35817,15,22,59,1,1,4,0,0
0,457,37444,36,23,21,1,0,0,0,467,38571,21,23,36,1,0,2,0,0
0,502,32981,37,6,24,1,0,2,0,489,39481,24,6,48,1,0,3,0,0
0,481,34716,40,12,25,0,1,3,0,498,41364,25,12,48,2,0,3,0,0
0,492,35708,62,10,15,0,0,1,0,509,37140,15,10,38,3,1,7,0,0
0,538,41047,42,20,10,2,1,3,0,497,34501,10,20,35,1,0,2,0,1
0,500,35853,47,14,13,0,1,1,0,491,36303,13,14,40,1,0,4,0,0
0,448,43328,56,29,12,1,1,4,0,474,35993,12,29,34,1,0,3,0,1
0,396,29407,79,7,30,0,0,1,0,494,43061,30,7,45,2,1,6,0,0
0,484,39951,35,24,22,1,1,2,0,491,39968,22,24,39,2,0,3,0,1
0,542,41065,38,20,18,0,0,4,0,484,37251,18,20,49,2,1,1,0,1
0,474,33013,48,13,21,0,0,1,0,507,39438,21,13,45,2,1,2,0,0
0,474,33594,29,12,17,0,0,2,0,480,35669,17,12,40,2,0,1,0,0
0,444,42528,33,32,15,0,1,2,0,447,35875,15,32,41,2,0,4,0,0
0,488,35140,243,12,15,1,1,3,0,450,34262,15,12,36,1,0,3,0,1
0,513,32607,40,8,12,0,0,1,0,505,34386,12,8,175,2,1,2,0,0
0,473,41878,34,23,16,1,1,2,0,479,37865,16,23,47,1,0,5,0,0
0,500,39703,70,20,20,1,0,2,0,499,38753,20,20,44,1,1,3,0,1
0,480,35748,46,15,22,0,1,1,0,445,39669,22,15,34,3,0,4,0,0
0,448,41298,38,26,9,1,1,5,0,524,34197,9,26,304,1,0,4,0,1
0,481,36836,48,16,15,0,1,4,0,435,34738,15,16,70,2,0,3,0,1
0,501,34047,37,12,18,0,0,0,0,546,43003,18,12,99,2,1,5,1,0
0,439,29504,38,6,18,0,1,1,0,498,37865,18,6,55,2,0,4,0,0
0,457,39836,45,24,14,0,0,3,0,507,37678,14,24,38,2,0,5,0,1
0,488,36552,154,16,14,1,0,1,0,468,34812,14,16,58,1,1,1,0,1
0,467,31098,28,6,26,0,1,2,0,460,40167,26,6,40,2,0,5,0,0
0,431,40503,40,25,11,3,1,4,0,469,33782,11,25,42,0,0,2,0,1
0,417,42415,38,31,18,3,1,2,0,425,36727,18,31,51,0,0,4,0,1
0,492,38086,35,17,13,0,1,3,0,535,36652,13,17,83,2,0,3,0,1
0,505,41175,45,21,15,2,1,5,0,456,36085,15,21,39,0,0,0,0,1
0,398,36783,39,20,24,1,0,1,0,462,39249,24,20,38,2,0,3,0,0
0,469,34217,36,15,16,2,1,2,0,492,38266,16,15,37,0,0,4,0,0
0,507,38813,93,15,25,0,1,2,0,488,40962,25,15,43,2,0,6,0,0
0,514,45273,92,27,11,0,1,3,0,428,30043,11,27,30,1,0,3,0,1
0,490,48021,38,38,19,2,1,6,0,443,37055,19,38,38,0,0,2,0,1
0,420,41062,39,24,38,0,0,1,0,495,48433,38,24,49,2,0,6,0,0
0,440,36370,41,12,14,1,1,3,0,453,33750,14,12,46,2,0,1,0,0
0,365,32734,125,14,23,1,0,0,0,500,41695,23,14,80,2,1,5,0,0
0,378,33170,87,17,23,1,1,0,0,445,38948,23,17,44,1,0,3,0,0
0,534,39095,158,17,9,1,1,3,0,473,32487,9,17,38,1,0,0,0,1
0,524,36764,62,14,19,0,0,1,0,506,39512,19,14,33,2,1,5,0,0
0,439,30367,41,7,23,1,1,1,0,503,40872,23,7,62,1,0,3,0,0
0,545,38872,37,17,9,1,1,3,0,527,35406,9,17,52,0,0,4,0,1
0,453,37288,37,18,20,1,0,4,0,476,38602,20,18,54,1,1,2,0,1
0,428,43538,71,36,21,2,1,3,0,413,37671,21,36,46,0,0,0,0,1
0,507,36808,37,15,19,0,0,2,0,530,39913,19,15,36,2,1,4,0,1
0,483,36852,56,15,27,1,0,1,0,499,42708,27,15,49,1,1,4,0,0
0,406,35060,47,15,8,1,1,1,0,523,34467,8,15,42,1,0,3,0,0
0,446,38620,90,20,16,0,1,3,0,419,34688,16,20,89,2,0,3,0,0
0,507,37678,42,17,10,1,1,2,0,520,34437,10,17,38,2,0,1,0,1
0,481,33624,42,9,16,0,0,0,0,514,39633,16,9,72,3,1,5,0,0
0,374,31954,46,13,33,0,0,0,0,464,48214,33,13,88,2,1,6,0,0
0,461,39257,49,19,18,2,1,3,0,454,36047,18,19,132,0,0,5,1,1
0,509,38373,37,16,15,0,1,4,0,487,34535,15,16,65,2,0,0,0,1
0,465,35061,40,15,16,0,0,0,0,437,35991,16,15,27,3,1,6,0,0
0,465,39704,45,24,14,1,1,3,0,443,34384,14,24,37,1,0,2,0,1
0,441,41829,54,24,14,3,1,4,0,399,33903,14,24,39,0,0,1,0,1
0,459,38187,41,17,17,0,1,3,0,478,37354,17,17,48,3,0,2,0,0
0,497,38895,89,19,19,1,0,3,0,438,38037,19,19,38,1,1,2,0,0
0,412,37969,57,23,17,3,1,0,0,459,40095,17,23,39,0,0,7,0,1
0,429,36141,53,20,19,2,0,0,0,450,38510,19,20,145,1,1,5,0,0
0,474,36664,40,13,20,0,1,2,0,514,39232,20,13,53,2,0,5,0,0
0,492,31966,41,9,14,0,0,0,0,526,35737,14,9,37,3,1,1,0,0
0,472,34506,48,15,13,0,1,1,0,527,37323,13,15,81,2,0,3,0,1
0,472,38209,122,19,9,1,1,3,0,441,31178,9,19,87,1,0,1,0,1
0,416,30508,35,9,22,0,0,0,0,504,43700,22,9,79,2,1,6,0,0
0,452,38217,40,24,12,0,1,2,0,500,35578,12,24,42,2,0,4,0,1
0,448,35146,37,13,18,0,1,1,0,494,35972,18,13,39,2,0,1,0,0
0,506,36338,41,14,18,1,0,2,0,533,38204,18,14,41,2,1,3,0,0
0,485,40167,51,23,21,0,1,1,0,514,39267,21,23,35,2,0,3,0,0
0,508,38075,40,17,20,0,0,2,0,467,36349,20,17,39,2,1,2,0,1
0,501,39092,38,23,14,0,1,2,0,490,35821,14,23,36,2,0,1,0,0
0,502,39519,50,25,11,1,0,1,0,415,32384,11,25,64,0,1,2,0,1
0,471,38952,74,18,25,1,1,0,0,472,40518,25,18,42,2,0,5,0,0
0,484,42152,44,23,18,2,0,3,0,468,41225,18,23,44,0,1,7,0,0
0,486,37044,42,14,11,1,1,3,0,518,36470,11,14,140,1,0,5,0,1
0,435,35233,35,12,28,0,0,3,0,445,41245,28,12,36,2,1,3,0,0
0,516,34283,51,11,8,1,0,2,0,510,31903,8,11,43,2,1,1,0,1
0,515,45276,41,28,13,2,1,7,2,419,34486,13,28,38,0,0,2,0,1
0,514,34611,44,13,9,0,0,1,0,455,32581,9,13,102,3,1,2,0,0
0,462,30299,91,5,17,0,0,0,0,512,37646,17,5,57,2,1,5,0,0
0,470,40074,107,19,20,0,0,3,0,449,39262,20,19,46,3,1,4,0,1
0,500,35930,57,16,15,0,0,2,0,473,35521,15,16,44,2,0,2,0,1
0,496,41335,49,20,11,1,1,5,0,449,31577,11,20,31,1,0,0,0,1
0,432,34372,44,12,17,0,0,3,0,474,36547,17,12,40,2,1,3,0,1
0,455,39667,36,19,26,0,1,2,0,452,40872,26,19,45,0,0,5,0,1
0,492,42053,43,25,8,2,1,5,0,475,32792,8,25,52,0,0,3,0,1
0,496,34283,46,13,11,1,0,1,0,492,32429,11,13,35,2,1,1,0,0
0,470,34810,37,15,25,1,0,1,0,461,41380,25,15,65,1,0,3,0,0
0,472,34470,52,11,13,0,0,2,0,445,34652,13,11,43,2,1,3,0,1
0,437,34717,32,12,29,0,0,1,0,494,42845,29,12,56,2,1,4,0,0
0,455,37831,79,14,16,1,1,1,0,496,36494,16,14,62,0,0,5,0,1
0,490,38312,54,18,17,0,1,3,0,499,37181,17,18,40,2,0,3,0,1
0,457,40621,44,25,9,2,1,2,0,459,32080,9,25,36,1,0,3,0,0
0,468,41348,55,27,14,2,1,2,0,494,36284,14,27,48,0,0,3,0,1
0,453,35911,35,17,17,0,0,3,0,445,37047,17,17,61,2,1,3,0,0
0,448,42867,37,26,21,1,1,2,0,429,38300,21,26,45,0,0,4,0,0
0,442,36077,42,19,27,0,0,2,0,477,41228,27,19,45,2,1,4,0,0
0,455,34794,53,12,14,1,0,1,0,502,37523,14,12,42,1,1,6,0,0
0,465,33833,49,15,22,0,0,0,0,512,40922,22,15,40,3,1,4,0,0
0,507,40965,46,21,16,1,1,3,0,433,36500,16,21,35,1,0,2,0,1
0,438,35242,32,17,12,1,0,1,0,476,34316,12,17,52,1,1,4,0,1
0,457,40263,136,27,13,1,1,2,0,438,36988,13,27,41,1,0,2,0,1
0,522,32431,36,7,13,0,0,1,0,535,37405,13,7,44,2,1,4,0,0
0,457,38011,36,18,20,0,1,1,0,513,39841,20,18,33,2,0,3,0,0
0,415,32115,57,14,16,0,1,0,0,472,37203,16,14,69,2,0,3,0,1
0,413,35444,42,18,19,0,1,3,0,428,36554,19,18,46,2,0,1,0,0
0,458,35513,36,12,19,1,0,3,0,439,38944,19,12,39,1,1,5,0,0
0,375,29900,51,8,32,0,0,0,0,480,42456,32,8,125,2,1,4,0,0
0,419,33096,33,11,34,0,0,1,0,432,43703,34,11,44,2,1,4,0,0
0,449,35837,35,14,22,0,0,2,0,495,40293,22,14,70,2,1,4,0,0
