,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
4371,2163,False,False,False,959,38,37,75,69707,67140,14,102,188,2,0,2,0,1,0,1098,37,38,57,76012,68575,25,64,168,10,3,4,6,1,1
4372,1396,False,False,True,728,23,14,29,49317,43775,13,49,111,8,1,2,6,1,0,709,14,23,16,39445,38250,18,49,131,0,0,1,0,0,1
4373,1740,False,False,True,827,42,38,60,67888,60033,17,66,153,11,3,2,1,1,1,732,38,42,44,57475,54300,17,57,132,4,0,1,5,0,0
4374,1184,True,False,True,634,26,12,27,42960,39610,5,37,82,7,1,2,5,0,1,540,12,26,12,34082,31550,11,28,67,1,0,0,0,0,0
4375,1720,False,False,True,784,38,27,47,61580,55110,8,40,100,10,2,3,3,1,0,711,27,38,32,51246,52438,11,51,104,2,0,1,3,0,1
4376,1631,False,False,False,737,16,39,16,45964,41800,5,32,60,2,0,1,2,0,0,730,39,16,36,57398,53525,8,32,90,11,3,2,4,0,1
4377,1360,False,False,True,848,29,11,32,54269,47950,10,44,105,11,3,1,3,0,1,593,11,29,9,37790,33850,7,33,74,1,0,2,3,0,0
4378,1692,False,False,True,820,28,23,49,61999,54205,12,60,144,9,2,3,0,1,0,757,23,28,28,50469,47400,17,53,125,5,1,1,6,0,1
4379,1628,True,False,False,747,7,27,7,42129,40633,16,52,128,1,0,0,3,0,0,867,27,8,34,54416,52341,18,66,169,7,2,4,3,1,0
4380,1982,False,False,True,854,48,27,59,70188,65825,19,57,152,9,1,2,0,1,0,873,27,48,32,62021,59502,13,68,160,5,0,3,6,1,1
4382,1792,False,False,True,658,37,39,54,60350,54063,5,52,102,9,1,1,0,0,0,724,39,37,55,60574,54950,13,36,104,5,0,3,3,1,1
4383,1116,True,False,False,497,13,21,17,32242,29025,4,25,48,0,0,1,1,0,0,626,21,13,20,43255,40783,3,39,79,8,1,2,5,0,1
4384,2080,False,False,False,825,35,48,39,68437,65138,14,70,187,10,2,3,6,1,1,918,48,35,73,74539,68268,22,75,185,10,1,2,0,1,0
4385,2007,False,False,False,1078,19,28,22,61565,60000,19,59,133,6,0,0,3,0,1,1063,27,19,35,69793,60100,15,76,202,11,4,4,3,2,0
4386,1319,True,False,True,688,28,10,24,48663,43133,14,53,137,9,2,2,6,1,1,560,10,28,10,34932,33775,10,39,78,0,0,1,0,0,0
4387,1867,False,False,False,890,20,31,27,53739,51000,18,43,122,5,0,3,0,0,0,899,31,20,53,64877,58108,9,60,133,10,2,2,6,1,1
4388,1718,False,False,True,884,32,36,29,62457,58560,18,64,159,11,3,1,6,1,0,769,36,32,61,58035,54880,13,67,143,5,0,2,0,0,1
4389,1613,False,False,False,653,21,49,20,49045,46725,5,47,95,4,0,0,3,0,0,763,49,21,60,62909,53826,7,42,111,9,2,4,3,1,1
4390,1864,False,False,True,890,37,26,37,68113,59815,22,70,181,11,3,3,3,1,0,755,26,37,39,54513,51100,13,53,122,2,0,1,0,0,1
4391,3112,False,False,True,1271,67,59,83,105993,94150,32,106,273,11,8,4,0,2,0,1351,59,67,83,111597,101345,22,99,241,9,2,4,3,1,0
4392,1382,False,False,True,769,25,12,32,49943,45600,10,44,125,11,2,3,6,0,1,646,12,25,21,39126,36100,10,37,75,1,0,0,0,0,0
4393,1443,False,False,False,616,18,24,31,42596,38975,14,61,116,2,0,0,3,0,0,799,24,18,24,52514,42895,26,50,145,10,2,3,0,1,1
4394,1905,True,False,True,936,50,39,60,75029,69248,29,89,196,10,3,3,3,1,0,871,39,50,46,65038,61925,40,76,162,3,0,2,0,1,1
4395,3002,False,False,False,1337,52,47,64,99427,95690,27,112,316,8,2,4,3,2,0,1337,47,52,78,95480,84115,27,96,225,9,2,3,3,0,0
4396,1578,False,False,True,858,28,20,42,58281,52780,18,55,153,9,1,1,6,1,0,741,20,28,41,49961,47675,10,56,125,4,0,2,0,0,1
4397,1593,False,False,True,738,27,21,25,56878,48670,16,50,142,11,3,2,3,1,1,666,21,27,28,44526,41200,14,55,108,1,0,1,0,0,0
4398,1359,False,False,True,665,30,8,51,50555,44450,15,40,103,11,3,2,1,1,1,605,8,30,9,35111,32410,7,45,92,1,0,1,5,0,0
4399,1415,True,False,False,580,13,33,16,37015,35965,7,44,94,1,0,1,0,0,0,661,33,13,39,51558,42700,14,40,108,8,1,2,6,1,1
4400,2182,False,False,True,1014,26,36,39,69518,60833,11,73,174,11,3,4,0,1,0,811,35,26,43,64167,54700,17,63,150,5,0,0,6,0,1
4401,1834,False,False,False,791,26,35,36,55825,53650,11,63,135,4,0,1,5,0,0,851,35,26,39,66232,60925,22,66,180,11,2,3,1,1,1
4402,1190,True,False,False,456,8,23,4,28822,26000,9,50,104,0,0,0,0,0,0,578,23,8,39,38540,33575,13,44,100,3,0,2,6,0,0
4403,1862,False,False,False,860,29,36,27,61175,60308,31,73,162,5,0,2,3,1,1,915,36,29,54,65940,56708,21,76,165,10,2,3,0,1,0
4404,1038,True,False,True,528,21,14,22,39141,32775,10,29,68,5,0,2,3,0,0,394,14,21,14,29089,26950,5,27,65,0,0,0,3,0,0
4405,2274,False,False,True,1139,50,37,56,85976,77158,19,83,184,11,4,5,0,1,0,1126,37,50,43,74883,73120,17,74,168,5,1,0,6,0,1
4406,1544,False,False,True,650,27,20,30,53496,48658,9,45,107,11,5,2,3,1,1,743,20,27,27,51726,48428,9,43,103,5,0,1,0,0,0
4407,1602,False,False,True,774,31,16,57,55664,49918,20,46,147,9,2,3,0,0,1,727,16,31,35,43447,41825,11,54,130,0,0,0,0,0,0
4408,1440,True,False,False,559,19,28,27,38253,36258,5,35,79,0,0,1,0,0,1,569,28,19,37,48050,43125,9,44,98,7,1,1,6,0,0
4409,1472,False,False,False,746,14,27,11,42825,39975,17,49,125,1,0,2,3,0,0,842,27,14,17,55935,49600,10,56,119,11,3,2,3,1,1
4410,1596,False,False,False,742,16,29,18,45575,42050,7,50,128,3,0,0,2,0,0,760,29,16,43,53993,44075,8,50,109,9,2,4,4,1,1
4411,1664,True,False,False,699,23,33,34,48401,47018,11,56,120,1,0,0,4,0,0,879,33,23,31,60273,50983,19,50,133,11,3,4,2,1,1
4412,1700,False,False,True,1040,35,31,32,66980,65000,10,33,98,11,3,3,3,1,1,834,31,35,39,55100,51350,8,46,141,1,0,1,0,0,0
4413,2012,False,False,False,963,21,35,32,61795,58475,19,69,164,3,0,1,5,0,0,993,35,21,58,70544,65580,23,61,166,11,3,4,1,1,1
4414,1365,False,False,False,624,9,27,9,36609,36950,13,41,87,2,0,1,0,0,1,741,27,9,31,49640,43808,11,39,87,8,1,2,6,1,0
4415,1730,True,False,False,701,21,34,41,50721,48820,8,63,125,2,0,0,6,0,0,852,34,21,54,60848,54380,15,43,129,8,1,4,0,1,1
4416,1897,False,False,True,1016,36,36,31,67809,63520,21,68,149,11,3,2,5,1,1,951,36,37,52,66656,64575,25,62,122,2,0,2,1,0,0
4417,1438,False,False,True,679,33,15,33,52370,45000,12,39,98,10,1,3,4,0,1,541,15,33,16,37974,34150,10,40,84,0,0,0,2,0,0
4418,2167,True,False,False,880,45,53,67,71257,67950,20,54,138,3,0,2,0,0,0,916,53,45,80,77431,70330,13,61,186,10,4,4,6,1,0
4419,1792,False,False,False,801,12,22,28,50554,45205,16,64,135,1,0,0,0,0,0,975,22,12,20,62355,54500,18,57,136,11,3,4,6,2,1
4420,1774,False,False,True,910,40,27,74,65549,58150,26,72,207,7,1,2,1,1,0,850,27,40,40,59515,60275,24,64,172,6,1,1,2,0,1
4421,1518,False,False,False,594,12,23,8,36688,33100,4,38,71,1,0,0,1,0,0,705,23,13,27,48811,44233,9,45,104,9,2,2,2,0,0
4422,1537,False,False,True,812,40,22,45,59707,54710,14,56,145,11,3,3,6,1,0,732,22,40,33,53159,53650,8,38,88,3,0,1,0,0,1
4423,2710,False,False,True,1196,42,49,64,89581,87088,27,117,271,11,8,4,0,2,1,1290,49,42,91,94992,97868,19,76,195,5,1,2,6,1,0
4424,1806,False,False,False,890,18,28,27,51565,48900,11,68,156,1,0,1,3,0,0,974,28,18,38,63927,56675,23,47,150,10,2,3,3,1,0
4425,1993,False,False,True,819,35,19,48,66435,60975,9,64,141,9,1,4,3,2,0,893,19,35,34,59007,56200,10,63,136,6,0,1,0,0,1
4426,2167,False,False,False,960,39,54,68,74277,69610,10,69,149,5,0,2,3,1,1,1037,54,40,70,81716,78525,24,65,175,10,2,3,3,1,0
4427,1875,True,False,True,927,28,15,36,61010,54100,16,66,152,7,0,4,1,1,0,906,15,28,16,51413,49783,14,62,147,3,0,0,5,0,1
4428,2285,False,False,True,1046,40,37,64,81857,70225,19,75,174,9,2,1,3,2,0,1020,37,40,41,73527,72780,25,72,214,10,3,4,1,1,1
4429,2132,True,False,False,888,21,43,42,59788,56990,10,70,144,2,0,1,0,0,0,914,43,21,68,71995,64730,16,67,191,9,3,4,6,2,1
4430,101,False,True,False,0,0,0,0,2500,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,2500,2450,0,1,1,0,0,0,0,0,0
4431,1208,True,False,False,486,22,18,24,36974,33050,2,23,43,1,0,0,0,0,0,509,18,22,19,37705,34050,3,34,77,3,0,1,6,0,1
4432,2503,False,False,False,1024,44,44,82,80661,80205,28,90,222,8,1,3,2,2,0,1058,44,44,57,82204,75290,29,75,211,9,2,2,3,1,0
4433,1646,False,False,False,659,7,29,6,40911,39330,24,57,162,3,0,0,0,0,0,690,29,8,39,51569,44955,22,62,152,10,2,4,3,1,1
4434,1519,False,False,False,755,17,24,17,44523,41470,17,41,114,4,0,1,0,0,0,776,24,17,20,51454,46091,12,55,120,8,1,3,6,1,1
4435,2452,False,False,True,1187,46,29,76,85650,75850,37,115,276,9,2,5,1,2,0,1167,29,46,45,75614,75420,38,108,273,7,1,1,5,1,1
4436,1567,True,False,True,725,30,15,59,54778,44975,8,47,107,9,2,3,3,1,1,694,15,30,23,45130,42400,7,38,88,3,0,1,3,0,0
4437,1040,True,False,True,507,29,10,35,37428,30510,11,33,79,3,0,1,1,0,0,426,10,29,12,27952,26150,9,38,79,0,0,0,5,0,0
4438,1287,True,False,False,520,10,24,11,32329,29025,8,33,71,0,0,2,0,0,0,640,23,10,15,43049,38950,11,38,97,7,1,1,6,0,1
4439,2455,False,False,True,1038,59,50,103,94327,89875,28,107,208,6,2,2,3,1,1,1126,50,59,63,89571,89183,34,101,224,9,2,4,3,1,0
4440,314,True,False,True,135,2,0,1,8406,5875,0,7,5,0,0,0,0,0,0,95,0,2,0,6779,4000,0,4,4,0,0,0,0,0,0
4441,1774,False,False,True,928,37,25,42,67006,55400,9,48,127,11,3,2,3,1,1,822,25,38,30,55407,53150,10,45,105,3,0,1,0,0,0
4442,2323,False,False,False,938,48,61,71,76730,74700,15,61,162,3,0,1,3,0,1,953,61,48,72,86303,80468,9,87,174,10,3,4,3,2,0
4443,1810,False,False,True,809,44,15,45,66870,59450,16,63,154,10,2,4,1,2,0,783,15,44,23,53218,50625,12,52,111,6,0,0,5,0,1
4444,1658,False,False,True,829,64,29,55,70005,64975,9,45,115,10,2,4,2,0,0,709,29,64,34,56940,54530,7,28,69,4,0,0,1,0,1
4445,1684,True,False,True,775,41,24,55,62840,56725,9,57,131,9,1,2,2,1,1,613,24,41,41,50066,46128,13,47,129,3,0,1,2,0,0
4446,1428,False,False,True,746,32,25,44,54844,49495,13,38,103,9,2,3,3,1,0,619,25,32,35,44747,42575,9,57,120,2,0,1,0,0,1
4447,1675,False,False,False,634,19,34,22,46531,43100,6,61,117,3,0,1,0,0,1,750,34,19,48,57724,48680,17,56,145,10,1,2,3,0,0
4448,2071,False,False,True,1105,45,30,54,75891,67733,19,54,155,11,2,3,0,1,0,954,29,45,40,67321,64075,14,65,152,5,0,2,6,0,0
4449,1340,True,False,True,538,18,27,14,41262,38700,14,61,128,5,0,0,5,0,1,598,27,18,26,41513,38693,21,40,98,2,0,2,1,0,0
4451,1690,False,False,False,771,15,33,30,51296,48700,17,36,105,3,0,0,6,1,1,893,33,15,45,60445,51580,12,51,125,10,2,4,0,0,0
4452,1890,False,False,True,1007,44,18,52,69558,62230,19,69,154,10,1,3,4,1,0,876,18,44,24,55463,54275,19,63,153,3,0,0,2,0,1
4453,1516,False,False,False,690,23,27,34,46080,43883,17,48,95,1,0,1,1,0,0,796,27,23,27,56902,51287,15,60,134,11,3,2,5,1,1
4454,1487,False,False,True,727,39,24,61,58812,51675,8,35,85,8,1,1,3,1,0,642,23,39,31,46049,44133,10,45,111,4,0,2,0,0,0
4455,2409,False,False,False,940,46,46,62,75481,73395,28,105,236,2,0,3,2,0,0,1045,46,46,67,81957,78745,38,78,183,10,3,3,4,1,1
4456,2897,False,False,False,1295,42,46,75,89726,90050,18,100,223,7,1,2,3,1,0,1247,46,42,83,94547,82950,36,79,247,10,5,5,0,2,1
4457,1346,True,False,False,607,8,20,10,35574,36925,9,46,93,1,0,0,1,0,0,768,20,8,29,47435,43525,16,54,138,7,1,3,4,0,1
4458,1606,True,False,False,859,13,29,19,45790,44250,6,67,107,1,0,0,0,0,0,901,29,13,40,57968,56343,19,45,144,9,2,3,6,0,1
4459,1938,False,False,True,774,44,34,68,64446,57375,26,50,126,7,3,1,3,0,1,791,34,44,51,64748,63700,20,70,168,5,0,3,3,1,0
4460,1815,False,False,True,800,40,23,54,63400,56818,16,53,142,9,1,4,3,1,1,782,23,40,30,53316,51516,23,53,139,3,0,0,0,0,0
4461,1242,True,False,True,507,24,13,26,39544,34800,6,35,70,5,0,1,0,0,1,488,13,24,14,31626,29925,5,37,76,2,0,1,3,0,0
4462,958,True,False,True,416,22,9,24,32366,27975,4,26,50,2,0,2,0,0,1,382,9,22,11,24741,21975,2,22,45,0,0,0,3,0,0
4463,1316,True,False,True,733,22,19,20,46325,41700,7,42,105,6,0,1,3,0,1,612,19,22,21,40490,37400,8,35,84,2,0,1,0,0,0
4464,1925,False,False,True,993,38,15,54,70896,62570,22,68,173,11,5,4,6,2,0,1048,15,38,17,58320,55050,17,62,141,2,0,0,0,0,0
4465,1206,True,False,True,533,32,15,23,40952,34650,5,33,69,3,0,0,3,0,1,475,15,32,10,34177,33030,6,34,78,2,0,1,0,0,0
4466,2064,False,False,False,1109,21,35,21,66349,63425,26,67,180,5,0,0,6,0,0,994,35,21,59,72622,66465,15,100,204,9,1,4,0,2,0
4467,1492,False,False,True,654,29,23,45,51675,48200,9,34,94,7,1,3,5,1,0,562,23,29,35,45375,43816,8,44,94,4,0,1,1,0,1
4468,1959,False,False,False,965,29,25,52,62423,58393,19,65,150,5,1,1,6,1,1,981,25,29,39,66319,58300,18,73,170,8,1,4,0,1,0
4469,1689,False,False,True,770,46,22,45,63097,56355,3,47,93,9,2,2,5,1,0,663,22,46,23,48158,46808,9,40,98,2,0,1,1,0,0
4470,1841,False,False,True,896,43,23,78,67449,59383,16,63,168,8,2,4,3,1,0,946,23,43,39,58258,55825,17,53,131,3,0,0,3,0,0
4471,2055,False,False,False,1092,38,52,37,71125,69075,14,68,153,6,0,2,6,1,1,924,52,38,69,79267,70783,17,62,155,11,3,2,0,1,0
4472,1297,False,False,False,621,9,28,7,35393,30950,7,36,65,1,0,0,3,0,0,637,28,9,43,47673,41708,12,49,111,11,3,2,3,0,1
4473,2036,False,False,False,980,27,33,39,63558,61875,22,80,180,6,1,1,3,0,1,952,33,27,56,68840,58325,27,74,186,10,2,4,0,1,0
4474,2170,False,False,True,856,32,49,43,71552,67560,7,65,127,9,1,1,6,1,1,965,49,32,39,73814,70670,9,61,134,6,0,4,0,1,0
4475,1559,False,False,True,688,49,20,43,60932,52383,12,50,110,11,3,2,6,1,0,742,20,49,21,49434,46133,8,38,79,2,0,2,0,0,0
4476,1305,True,False,True,710,26,17,35,47764,42025,3,28,65,8,0,2,6,0,1,574,17,26,23,39707,36650,5,35,74,2,0,1,0,0,0
4477,2077,False,False,True,957,53,49,61,80445,77408,11,78,180,11,6,2,6,2,1,1032,49,54,62,79243,73000,20,52,127,5,0,2,0,0,0
4478,1720,False,False,True,740,41,24,60,62003,55275,15,61,150,9,3,2,6,1,1,756,23,41,21,49460,46425,11,71,169,3,0,2,0,0,0
4479,107,False,True,True,3,0,0,0,2563,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,2515,2000,0,3,0,0,0,0,0,0,0
4480,1618,False,False,False,676,24,37,32,48318,45550,11,43,103,2,0,1,0,0,0,743,36,24,40,58268,52321,9,54,138,9,2,3,3,1,0
4481,2143,False,False,False,901,47,39,68,68929,65880,31,104,224,6,0,2,0,0,0,941,39,47,66,73476,66775,47,84,219,9,1,3,3,1,1
4482,979,True,False,True,594,19,7,17,36948,32125,4,33,60,4,0,1,6,0,1,425,7,19,10,24992,22650,6,25,45,0,0,0,0,0,0
4483,1596,False,False,True,822,33,26,57,58005,52975,22,55,144,8,1,2,6,1,1,751,26,33,40,48917,46500,14,49,121,1,0,1,0,0,0
4484,1727,False,False,False,696,27,33,36,52991,51168,13,52,147,5,0,1,3,0,1,770,33,27,64,58274,49250,16,55,144,9,2,3,3,1,0
4485,1595,False,False,True,763,47,23,38,61617,54833,13,53,126,11,2,4,5,1,1,640,23,47,29,49555,46800,6,38,77,2,0,0,1,0,0
4486,1710,False,False,False,696,39,50,36,59450,54858,8,47,115,5,0,0,4,0,0,779,50,40,42,64050,56525,8,51,120,9,1,4,2,0,1
4487,903,True,False,True,450,17,9,12,30915,25025,5,23,57,3,0,2,2,0,0,281,9,17,3,21529,18800,3,22,45,0,0,0,4,0,0
4488,1803,False,False,False,792,25,36,34,55418,52005,18,58,140,4,0,0,5,0,1,817,35,25,51,65239,58188,26,58,171,11,3,4,1,2,0
4489,1779,False,False,True,923,35,22,46,62286,53275,20,60,170,11,3,2,5,1,1,809,22,36,23,53084,52658,13,64,142,4,0,2,1,0,0
4490,1747,False,False,True,837,34,32,43,63965,55100,9,51,119,9,1,0,0,1,1,705,32,34,35,54671,51828,9,55,151,4,0,3,6,0,0
4491,1651,False,False,True,748,46,39,41,65857,58075,10,51,117,11,3,1,3,1,1,687,39,46,35,57275,52983,14,41,101,3,0,2,3,0,0
4492,1822,False,False,True,965,45,25,55,69874,57950,14,45,107,10,2,3,3,0,0,770,25,45,18,55343,53418,18,54,182,4,0,1,3,0,1
4493,1620,False,False,False,666,21,46,28,52068,49788,20,51,137,4,0,1,4,0,0,821,46,21,48,60778,55050,13,58,142,9,2,3,2,1,0
4494,853,True,False,True,477,13,6,10,28726,20000,7,25,54,2,0,1,6,0,0,390,6,13,4,21739,19200,5,26,53,0,0,1,0,0,0
4495,2217,False,False,False,1066,29,41,42,71281,67295,20,66,180,8,2,1,3,1,0,1074,41,29,69,78579,71485,17,72,162,7,1,4,3,1,0
4496,995,True,False,False,468,4,12,2,24291,21950,10,31,76,0,0,0,0,0,0,462,12,4,12,31667,29275,11,33,72,3,0,2,5,0,0
4497,2880,False,False,False,1248,41,49,63,86417,84380,21,111,223,5,0,0,0,0,0,1195,49,41,77,97756,96006,54,75,272,9,2,6,6,2,1
4498,2081,True,False,False,873,35,56,45,65550,63225,16,77,169,2,0,1,0,0,0,915,56,35,61,78162,72820,12,74,172,10,3,4,6,2,1
4499,1863,False,False,True,886,50,38,52,71660,62975,11,65,140,9,1,1,0,2,1,823,38,50,41,61631,60185,13,54,124,5,0,2,6,0,0
4500,1646,False,False,True,783,36,16,54,59822,53145,13,52,104,8,1,2,3,1,0,693,16,36,19,45496,42225,20,45,126,2,0,1,2,0,0
4501,1966,False,False,False,843,23,38,28,60019,58063,13,86,165,9,3,2,5,1,1,977,38,23,69,70627,63612,24,64,168,11,3,3,1,1,0
4502,2652,False,False,True,1079,43,40,63,84518,81565,15,84,201,10,3,4,6,2,0,1148,40,43,78,81467,75183,8,95,201,5,0,2,0,0,0
4503,151,False,True,False,19,0,0,0,3352,2500,1,2,3,0,0,0,0,0,0,36,0,0,0,3656,2500,0,4,2,0,0,0,0,0,0
4504,1723,True,False,False,831,26,42,33,56149,55250,42,106,225,4,0,0,4,0,0,863,42,26,45,65366,57908,46,66,160,8,1,5,2,1,1
4505,2134,False,False,False,986,26,41,31,64793,61783,17,46,163,1,0,2,0,0,0,1011,41,26,39,74416,66255,21,73,198,11,7,4,6,2,1
4506,2115,False,False,False,922,38,42,62,71810,66658,16,58,147,5,1,2,4,0,1,1014,42,38,72,76405,70425,18,69,174,9,1,3,0,2,0
4507,1771,False,False,True,793,38,26,35,63395,56433,16,69,143,11,2,2,0,1,1,754,25,38,28,51617,49125,21,60,148,4,0,1,6,0,0
4508,3011,False,False,True,1311,48,79,57,107901,101350,20,125,258,11,7,4,3,2,1,1346,78,48,97,113860,105035,25,76,199,7,2,4,3,2,0
4509,1881,False,False,False,904,27,42,34,60435,60225,19,77,179,6,0,1,6,0,0,981,42,27,75,75135,65638,35,71,213,11,3,4,0,2,1
4510,2117,False,False,False,967,33,29,58,66520,62670,19,78,182,3,0,3,5,0,1,994,29,33,42,72198,65535,20,85,194,11,2,3,1,2,0
4511,1381,False,False,False,640,16,34,16,41576,39400,6,41,88,2,0,0,6,0,0,685,34,16,51,52555,46400,12,42,111,10,2,3,0,1,1
4512,1806,False,False,False,800,32,41,45,59269,55608,27,52,150,3,0,0,3,0,1,812,41,32,57,65321,59175,25,59,147,9,1,4,3,1,0
4513,2228,False,False,True,1073,48,44,60,81071,72463,24,64,197,9,1,4,2,1,0,988,44,48,57,73185,70746,9,68,153,7,2,1,4,0,0
4514,2766,False,False,False,1223,40,46,64,86938,81990,12,92,216,4,0,3,3,0,0,1259,46,40,55,91447,92895,41,62,232,11,5,4,0,2,1
4515,2405,False,False,True,1178,33,36,67,83499,76143,33,80,248,10,3,2,6,3,1,1216,36,33,65,76410,70850,26,103,209,4,0,4,0,0,0
4516,1875,False,False,False,815,42,47,52,63005,60025,12,66,160,4,0,1,6,0,1,864,47,43,58,69461,61975,13,54,135,8,1,3,0,1,0
4517,1917,True,False,True,916,39,34,59,68328,61918,16,68,155,6,0,3,0,2,0,849,33,39,47,63124,61660,14,62,142,5,0,1,3,0,1
4518,2137,False,False,True,789,50,32,65,70736,63100,12,74,155,9,2,4,2,1,1,815,32,50,51,63237,59300,21,64,133,3,0,1,1,0,0
4519,1395,True,False,False,651,14,31,15,40816,40062,7,48,91,2,0,2,2,0,0,615,31,14,34,47592,42925,5,39,81,4,0,2,4,1,1
4520,1592,False,False,True,838,34,13,42,59076,52750,19,47,126,9,1,3,0,1,0,612,13,34,22,41187,40035,12,63,121,0,0,1,3,0,1
4521,1523,False,False,True,821,37,17,47,60200,49975,10,50,131,11,3,3,3,1,0,685,17,37,13,42795,39250,14,34,111,2,0,0,3,0,1
4522,1574,False,False,True,719,47,28,52,61692,57850,16,65,152,10,1,3,0,1,1,645,28,47,33,49359,46878,18,35,88,2,0,0,3,0,0
4523,2374,False,False,True,1139,45,44,57,82979,77408,34,90,232,10,2,3,6,0,0,1062,44,46,63,82316,79125,32,87,221,9,2,3,0,2,1
4524,1471,False,False,True,666,48,35,54,56525,50918,8,38,106,7,1,3,6,0,1,726,35,48,36,53704,51708,3,53,110,5,0,0,0,0,0
4525,2124,False,False,True,1121,29,25,43,71555,63175,23,84,203,10,2,3,4,0,1,952,25,29,43,64157,60933,29,66,193,3,0,2,2,1,0
4526,1832,False,False,False,886,27,41,41,60116,58062,22,65,164,6,0,3,0,0,0,863,41,27,38,66369,57433,12,71,144,10,2,2,5,1,1
4527,1626,False,False,False,703,16,31,23,44094,41715,13,47,114,0,0,0,0,0,0,831,31,16,22,57595,51583,19,58,138,10,2,4,6,1,1
4528,1524,False,False,False,624,28,31,28,48068,46950,8,38,84,5,0,3,2,0,1,672,30,28,53,56703,48830,10,51,105,11,2,0,1,1,0
4529,1450,False,False,False,672,22,37,30,45677,43735,19,55,119,3,0,1,0,0,0,670,37,22,55,58202,50208,18,69,151,10,2,2,6,1,1
4530,1518,True,False,True,641,30,27,45,52945,49487,3,45,88,11,2,4,3,0,1,625,27,31,41,46704,44055,15,40,112,0,0,0,3,0,0
4531,1850,False,False,True,934,34,26,64,65802,58183,19,82,180,8,1,2,0,1,0,882,26,34,37,60757,57133,21,92,195,7,1,2,6,1,1
4532,1693,False,False,True,780,38,20,55,61490,50950,16,52,142,11,2,1,6,1,1,791,20,38,25,49799,47360,11,60,140,3,0,3,0,0,0
4533,1376,True,False,True,751,32,9,21,49467,41175,20,53,132,6,0,2,3,0,1,583,9,32,6,35054,31085,18,42,106,1,0,1,3,0,0
4534,1386,False,False,False,672,14,29,13,38999,36125,17,45,107,2,0,3,6,0,0,683,28,16,45,52927,46225,18,53,139,11,2,0,0,1,1
4535,1769,False,False,False,909,22,41,23,61537,57653,12,60,143,8,0,0,5,1,1,861,41,22,71,66373,59800,19,69,163,8,1,4,1,1,0
4536,1827,True,False,False,879,20,60,23,59437,56833,15,58,118,6,0,0,4,0,1,943,59,21,47,71101,63860,11,61,170,11,5,4,2,1,0
4537,2128,False,False,True,1131,31,28,44,73034,68225,29,109,238,9,1,4,6,1,0,1077,28,31,46,67014,64510,42,71,215,5,0,2,0,0,1
4538,1311,False,False,False,543,16,32,18,37998,35950,6,39,71,1,0,0,3,0,0,694,32,16,40,52039,44425,6,35,79,8,1,3,0,1,0
4539,1796,False,False,True,897,48,25,54,69155,64233,14,68,149,11,3,4,5,1,1,746,25,48,47,53066,50975,11,58,141,1,0,1,1,0,0
4540,1039,True,False,True,562,23,7,22,38972,29741,16,32,74,6,0,2,0,0,1,419,7,23,5,25612,24175,5,44,74,0,0,0,6,0,0
4541,794,True,False,False,364,9,18,14,22727,19458,2,19,42,0,0,0,3,0,0,401,18,9,14,28323,25225,5,28,54,1,0,1,3,0,0
4542,1413,False,False,False,728,8,22,10,39319,36708,20,50,115,2,0,0,0,0,0,829,22,8,24,52165,44508,16,47,140,10,2,4,6,1,1
4543,1561,False,False,False,670,16,35,25,42791,42075,12,61,107,0,0,0,3,0,0,897,35,16,48,62903,50900,28,54,169,11,2,4,3,1,1
4544,2419,False,False,False,1051,45,54,51,79307,72805,11,80,199,7,1,2,5,0,1,1050,54,46,83,88014,86425,14,68,177,11,5,4,1,2,0
4545,1613,False,False,False,713,29,46,57,55401,52325,15,59,137,2,0,1,0,1,0,789,46,30,61,65060,58460,20,54,147,11,3,2,6,0,1
4546,2104,False,False,False,901,36,40,62,69073,64833,16,75,151,7,1,3,2,1,0,810,40,36,76,69627,60705,27,73,199,10,3,2,4,1,1
4547,1631,True,False,True,776,37,19,36,57513,50025,15,58,134,9,3,4,2,0,1,616,19,38,13,46165,44320,10,57,114,3,0,0,1,0,0
4548,2091,False,False,True,817,43,20,49,69700,63450,2,63,106,10,2,3,3,1,1,862,20,43,34,57780,55945,9,50,119,3,0,2,0,0,0
4549,1655,False,False,False,678,16,29,27,47406,44000,14,62,152,3,0,1,0,0,0,874,29,16,45,58908,53525,21,55,159,11,3,3,6,1,1
4550,917,True,False,False,466,2,14,2,22472,19925,6,31,67,0,0,1,5,0,0,537,14,2,17,29619,24875,10,34,65,2,0,1,1,0,0
