,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1331,False,False,False,537,9,41,15,37713,34375,7,45,88,3,0,0,6,0,0,599,41,9,57,54828,42450,9,37,82,11,3,2,0,0,1
1,1552,True,False,False,759,14,21,20,44515,43220,14,62,121,2,0,1,5,0,1,833,21,14,25,52646,45900,26,43,146,8,2,2,0,1,0
2,917,True,False,True,506,24,8,22,36436,30735,12,25,64,3,0,2,6,0,0,391,8,24,12,24168,21400,4,33,59,0,0,0,0,0,0
3,915,True,False,True,561,24,8,22,34724,29625,12,33,83,3,0,2,6,0,1,470,8,24,5,25588,24112,5,36,62,0,0,0,0,0,0
4,2132,False,False,False,1051,28,36,31,65737,67345,25,109,233,3,0,2,0,0,0,1121,36,28,46,76105,68875,52,64,230,10,1,4,0,2,1
5,1729,False,False,False,858,27,52,32,56695,53608,20,53,148,2,0,3,3,0,1,804,52,27,74,70289,63093,24,89,197,9,2,1,3,1,0
6,1466,False,False,False,682,36,46,46,51811,45858,14,51,100,1,0,0,6,0,0,794,46,36,64,64854,58825,18,70,160,11,3,3,0,1,1
7,1126,True,False,True,566,36,18,42,45298,40887,18,47,110,4,0,0,1,0,1,529,18,36,17,33378,32525,9,39,76,0,0,2,5,0,0
8,1787,False,False,False,919,18,27,31,57609,55408,25,82,198,6,0,3,4,1,1,993,27,18,37,59542,51400,24,63,170,7,1,1,2,0,0
9,1538,False,False,True,816,28,20,36,55620,49466,22,50,117,10,1,3,3,1,1,861,20,28,33,50349,46885,21,72,177,4,0,1,0,0,0
10,1650,False,False,False,778,19,23,33,48259,45775,16,62,131,2,0,0,0,0,1,911,23,19,48,58356,53135,28,68,183,11,2,3,3,1,0
11,1468,False,False,False,773,10,18,17,41466,39308,19,49,122,2,0,2,0,0,0,829,18,10,35,51247,43360,18,54,139,8,1,1,6,1,1
12,1433,False,False,False,590,17,36,28,40178,37533,13,55,111,1,0,0,3,0,0,815,36,17,53,58787,50408,17,56,140,11,3,2,3,1,1
13,936,True,False,False,493,3,13,5,24897,21600,11,24,71,0,0,0,6,0,0,533,12,3,15,32264,25675,6,29,57,4,0,2,0,0,1
14,1412,False,False,True,809,36,19,57,60470,50925,24,64,150,10,1,2,3,1,1,687,19,36,28,45059,42125,19,60,147,1,0,2,3,0,0
15,1880,False,False,True,1114,25,14,38,69006,59585,37,79,206,10,2,2,0,2,1,1044,14,25,21,59022,55935,32,75,203,7,1,3,6,0,0
16,1365,True,False,True,702,45,27,62,55061,49443,16,57,139,5,0,1,1,0,1,627,27,45,44,47676,44275,13,55,110,4,0,1,2,0,0
17,1737,False,False,False,827,38,45,75,60866,58225,15,62,148,3,0,1,3,0,0,875,45,38,82,67831,61683,21,60,162,7,1,3,0,1,1
18,930,True,False,True,485,23,5,30,33918,31435,7,36,71,2,0,1,6,0,0,456,5,23,5,24576,22925,6,25,56,0,0,0,0,0,0
19,1924,False,False,False,805,33,40,60,67423,64085,28,68,171,6,1,1,2,1,1,1023,39,33,60,72627,65675,25,87,205,8,1,3,0,1,0
20,1928,True,False,False,881,41,42,60,67722,65438,23,83,170,6,0,1,4,1,1,901,42,41,76,71482,62500,34,98,231,5,0,3,2,1,0
21,1433,False,False,True,770,47,23,64,64882,58512,31,87,189,10,2,2,3,1,1,717,23,47,22,47753,47100,22,63,130,2,0,0,0,0,0
22,1211,True,False,True,681,28,15,37,46996,40025,16,47,125,7,1,1,6,0,1,572,15,28,29,37312,35133,16,39,91,2,0,1,0,0,0
23,1748,False,False,False,865,24,40,49,53817,51375,37,62,183,1,0,1,6,0,1,929,40,24,70,65298,57350,33,78,175,7,1,3,0,1,0
24,1505,False,False,True,817,30,17,60,57045,50550,22,55,144,8,1,2,6,1,1,721,17,30,25,44340,43125,17,50,122,2,0,2,0,0,0
25,1344,False,False,False,649,20,25,15,41531,39770,16,48,123,2,0,1,2,0,0,759,25,20,42,52148,45583,15,48,123,8,1,1,3,1,1
26,2123,False,False,False,1018,25,44,52,66719,63005,42,81,196,3,0,1,6,0,0,1087,44,25,68,77950,71100,33,115,265,11,3,4,0,2,1
27,1462,True,False,False,710,22,24,38,45416,41700,21,37,97,2,0,0,0,0,1,787,24,23,41,54329,47875,15,65,127,10,2,3,6,1,0
28,1496,False,False,True,766,23,17,31,53284,50155,34,54,142,9,1,1,6,1,0,778,17,23,17,45674,43833,19,70,149,1,0,2,0,0,1
29,1476,False,False,True,721,32,18,54,55943,47400,14,63,143,9,2,3,1,1,0,688,18,32,31,47435,45030,30,42,126,4,0,0,1,0,1
30,1528,False,False,True,764,35,20,50,58130,51360,31,63,156,8,1,3,6,1,1,753,20,35,22,46739,45440,18,77,163,2,0,0,0,0,0
31,1452,False,False,True,738,30,15,46,54026,48225,12,51,131,11,2,3,3,1,1,655,15,30,22,42929,41428,9,40,93,2,0,0,3,0,0
32,1382,False,False,False,572,25,37,41,44772,43375,13,41,107,1,0,2,1,0,0,654,37,25,59,56068,51308,10,53,111,8,1,1,2,1,1
33,1887,False,False,False,961,22,35,32,61320,57730,11,86,168,5,0,2,3,0,1,867,35,22,57,65262,64150,26,68,183,9,2,2,3,2,0
34,954,True,False,False,486,7,15,6,25997,23325,7,28,64,0,0,0,0,0,0,447,15,7,19,30506,27255,6,34,79,2,0,2,3,0,1
35,912,True,False,True,510,20,4,31,32803,27650,9,43,92,3,0,1,4,0,0,462,4,20,4,23211,20400,16,25,67,0,0,0,2,0,0
36,1830,True,False,False,815,35,39,46,61299,57975,24,78,195,4,0,0,0,1,0,876,39,36,70,65638,61800,22,97,191,5,0,4,3,1,1
37,939,True,False,False,433,6,17,3,25021,23145,8,34,66,1,0,0,6,0,0,486,17,6,12,29381,25150,11,28,68,1,0,2,0,0,0
38,1458,False,False,True,773,22,7,34,50580,43150,27,52,147,10,2,2,2,1,1,792,7,22,9,40794,38650,13,62,124,2,0,1,1,0,0
39,1369,False,False,True,623,45,20,72,54582,49875,18,45,106,7,1,0,0,1,0,644,19,45,19,44962,40860,11,50,107,4,0,1,3,0,0
40,1211,True,False,True,678,20,12,38,43925,37200,15,39,102,8,1,2,6,0,1,606,11,20,20,33302,30575,11,37,82,0,0,1,0,0,0
41,1382,False,False,True,742,31,15,58,55609,48187,26,68,169,8,1,0,5,1,1,685,15,32,19,41285,40450,19,53,101,2,0,3,1,0,0
42,1638,False,False,True,912,27,16,55,58281,51383,21,59,155,9,1,2,6,0,1,831,15,27,25,46830,45650,11,56,133,1,0,2,0,0,0
43,1796,False,False,True,936,36,32,65,68049,56825,21,60,148,9,1,2,3,1,1,861,32,36,56,60029,56860,14,75,157,4,0,2,0,1,0
44,1489,False,False,True,826,33,17,58,58289,51450,26,80,178,9,1,1,2,1,1,757,17,33,25,46935,43355,26,50,111,4,0,3,1,0,0
45,914,True,False,True,523,20,4,33,34066,30750,10,24,60,3,0,2,6,0,1,451,4,20,5,23385,21550,4,32,54,0,0,0,0,0,0
46,1828,False,False,True,990,30,21,37,66268,56550,29,64,191,10,2,3,6,2,0,935,21,30,39,56681,54350,26,73,184,3,0,1,0,0,1
47,1642,True,False,False,914,5,22,4,46275,44200,32,83,171,5,0,0,4,0,1,977,22,5,35,56038,49608,42,83,230,6,1,3,1,1,0
48,1923,False,False,False,804,40,51,53,65926,63905,31,57,142,6,1,2,6,0,1,888,51,40,97,76295,69183,27,109,207,8,1,3,0,2,0
49,921,True,False,False,488,8,16,8,26351,22630,4,33,65,0,0,0,6,0,0,463,16,8,18,31631,26475,5,28,57,3,0,2,0,0,0
50,1413,False,False,True,776,26,10,51,53880,46050,15,66,139,11,2,3,2,1,1,752,10,26,18,40768,38383,13,39,94,2,0,0,4,0,0
51,1718,False,False,False,819,15,31,25,48996,46508,20,73,166,2,0,0,3,0,1,838,31,15,66,61069,54070,26,71,186,10,2,4,3,1,0
52,1944,False,False,False,913,34,47,65,63017,59000,14,96,182,3,0,1,6,0,1,1068,47,35,90,79272,70983,41,63,224,11,3,4,0,2,0
53,1564,False,False,False,786,20,22,22,49322,45625,21,62,151,4,0,1,6,0,1,800,21,21,34,51752,44415,26,74,173,7,1,2,0,1,0
54,1747,False,False,False,791,25,37,41,54953,53475,28,90,210,4,0,1,6,0,1,787,37,25,66,64065,58395,32,66,156,9,1,3,0,2,0
55,1525,False,False,False,738,21,27,28,47599,45655,25,76,177,1,0,0,1,0,1,930,27,21,33,56635,47337,41,58,150,8,1,3,4,1,0
56,1559,False,False,True,834,26,24,46,58798,53830,14,61,145,10,2,1,3,1,0,724,24,26,43,48477,46475,10,57,133,1,0,2,0,0,0
57,1264,True,False,True,690,28,9,41,43489,37550,18,51,132,3,0,3,0,0,1,657,9,28,8,38053,35433,12,49,97,3,0,0,3,0,0
58,1412,False,False,True,738,32,19,60,54197,50600,17,77,138,7,1,1,6,0,1,731,17,32,18,41383,39275,15,49,123,2,0,2,0,0,0
59,916,True,False,True,471,23,11,33,34606,29641,7,30,77,3,0,1,2,0,0,434,11,23,7,26246,27025,4,23,46,0,0,0,4,0,0
60,2222,False,False,False,1132,28,40,45,76031,69550,22,84,210,6,0,2,3,1,0,1139,40,28,73,79897,72100,22,92,208,8,2,4,3,2,1
61,1162,False,False,False,496,7,28,8,31310,30535,4,28,54,1,0,0,3,0,0,619,28,7,36,45861,39500,4,36,76,10,2,2,2,0,0
62,1511,False,False,True,811,40,27,53,62812,54650,11,55,122,10,2,3,3,1,1,674,27,40,46,50040,49375,16,58,131,0,0,1,0,0,0
63,1376,True,False,False,687,15,23,16,39467,36950,17,47,99,3,0,0,0,0,0,714,23,15,45,47172,42310,21,67,165,4,0,3,2,0,1
64,1301,True,False,True,683,24,11,40,47913,44433,15,51,117,7,1,1,4,1,1,643,11,24,11,37495,35675,13,55,111,1,0,2,2,0,0
65,1345,False,False,False,577,10,32,17,36355,33775,20,47,107,1,0,1,2,0,0,718,32,10,51,51890,46450,18,71,139,9,1,2,4,1,1
66,1443,True,False,False,593,12,27,17,37256,35300,12,50,114,1,0,1,4,0,0,752,27,12,43,50415,42750,19,45,124,8,1,2,0,1,1
67,1807,False,False,False,861,23,32,41,58563,56612,18,57,133,5,0,0,2,1,1,1023,32,23,35,67502,65850,24,64,168,11,2,3,3,0,0
68,2071,False,False,False,946,34,42,58,72914,75793,31,95,230,5,1,1,1,2,1,1016,41,34,77,74276,67933,35,80,241,8,2,4,2,0,0
69,1528,False,False,True,804,30,13,54,54280,47008,31,61,173,8,1,0,5,1,1,777,13,30,21,44157,42250,21,77,179,1,0,3,1,0,0
70,1690,False,False,True,936,29,27,42,62102,54533,29,69,174,8,1,1,5,0,1,885,27,29,44,58520,58150,27,68,183,4,0,2,1,1,0
71,2029,True,False,True,1180,36,31,57,73669,66683,36,89,191,6,0,3,6,1,0,1082,31,36,42,68496,64083,32,111,230,4,0,0,0,1,1
72,1774,False,False,True,918,29,20,49,63990,56783,37,87,181,11,3,1,3,1,1,892,20,29,30,55076,53325,34,69,168,4,0,3,3,0,0
73,1780,False,False,True,892,41,30,64,71021,65662,28,92,206,11,3,2,3,2,1,878,30,41,49,61471,58288,27,61,125,3,0,1,0,0,0
74,1543,True,False,True,773,37,22,55,57092,51000,17,56,134,7,1,2,4,1,1,746,21,37,28,52876,48985,15,45,128,6,1,2,2,0,0
75,1162,False,False,True,610,23,16,29,46528,41805,11,36,81,11,2,1,6,0,1,531,16,23,25,33884,32435,12,37,80,0,0,1,0,0,0
76,1777,False,False,True,848,42,19,78,65305,58675,27,81,217,9,1,2,2,1,0,845,18,42,27,51956,51400,27,70,189,2,0,2,1,0,0
77,2386,False,False,False,1066,44,35,77,80080,81455,33,86,240,8,1,2,1,1,0,1154,35,44,56,78143,75560,34,84,222,8,1,4,5,1,0
78,1851,False,False,True,901,51,33,66,72525,68535,21,59,174,11,3,2,2,1,0,898,33,51,37,68038,63825,15,60,144,5,0,1,4,0,1
79,1790,False,False,False,825,32,44,44,57940,55405,17,58,147,4,0,1,0,0,1,770,44,33,91,65908,58935,18,65,155,8,1,2,3,1,0
80,1120,False,False,True,566,39,12,63,48792,41135,6,33,76,10,2,0,3,0,1,435,11,39,21,32348,26950,5,49,70,1,0,1,0,0,0
81,968,True,False,True,525,20,10,23,35720,29725,8,40,89,4,0,2,4,0,1,417,10,20,12,26570,23900,9,25,60,1,0,0,2,0,0
82,1668,True,False,True,932,37,25,57,64775,59225,18,67,154,7,1,2,3,1,1,830,25,37,41,53375,50905,16,50,123,2,0,2,3,0,0
83,1243,True,False,False,632,9,28,8,35774,34225,14,54,116,3,0,0,6,0,0,628,28,9,36,45617,40295,14,45,98,6,0,2,0,1,1
84,1207,True,False,True,641,34,10,54,48534,46975,15,43,107,8,1,2,3,0,1,528,10,34,13,34649,32925,9,46,85,1,0,0,0,0,0
85,968,True,False,False,402,6,22,7,25293,23610,6,28,56,0,0,0,4,0,0,554,22,6,14,35045,30250,12,33,71,3,0,1,2,0,1
86,1485,False,False,True,802,23,7,40,54349,46683,20,62,156,10,2,0,3,1,1,803,7,23,8,41494,38875,13,60,120,2,0,3,3,0,0
87,1389,False,False,True,703,29,22,35,53107,43760,14,35,82,11,2,1,2,0,0,670,22,29,30,43816,41450,13,50,122,2,0,1,4,0,1
88,1696,False,False,False,771,23,34,41,53610,54495,18,55,125,4,0,2,6,0,1,826,34,23,53,62166,54850,21,67,181,9,1,3,0,1,0
89,1361,False,False,True,746,28,10,44,53752,45433,13,59,124,11,3,2,4,1,0,672,10,28,11,37140,33850,14,58,127,0,0,1,2,0,1
90,1617,True,False,True,773,41,28,61,61809,56058,15,50,127,10,2,2,6,1,1,737,27,41,43,51838,49750,12,53,136,2,0,2,0,0,0
91,1362,True,False,False,648,18,26,27,39556,37525,15,46,88,0,0,0,0,0,0,697,26,18,41,51639,44800,18,65,132,6,1,2,6,1,1
92,1872,False,False,True,917,35,25,63,69834,62975,24,62,191,11,4,2,5,1,1,990,25,35,38,61293,58880,13,91,170,3,0,2,1,1,0
93,2314,False,False,False,1078,32,46,54,73479,71325,30,78,176,3,0,2,0,0,0,1129,46,32,69,84080,79465,20,110,253,9,1,4,4,3,1
94,1596,False,False,True,778,36,34,44,60027,50520,18,64,135,9,1,1,0,0,1,721,34,36,40,55354,53935,11,72,149,5,0,2,6,1,0
95,917,True,False,False,430,4,14,6,22800,20225,9,26,61,0,0,0,0,0,0,501,14,4,14,31924,29900,4,35,66,3,0,1,6,0,0
96,1661,False,False,True,862,36,26,55,61044,51458,15,52,135,9,2,0,3,1,1,778,26,36,40,51936,50550,16,59,124,2,0,3,0,0,0
97,1416,False,False,True,778,28,21,50,54709,47433,27,53,145,9,1,1,6,1,0,701,21,28,40,45509,41875,21,59,135,3,0,2,0,0,1
98,2031,False,False,True,997,32,30,60,68887,61225,23,68,163,8,1,1,0,1,0,1012,30,32,55,69154,70203,22,83,208,8,2,3,6,1,1
99,1379,False,False,True,669,37,22,58,56707,50525,13,51,115,10,1,2,6,1,1,574,22,37,31,41354,37350,16,42,97,0,0,1,0,0,0
100,1288,False,False,False,612,6,28,8,32180,30787,12,49,110,0,0,0,0,0,0,751,28,6,35,52229,41175,19,45,128,10,1,3,6,1,1
101,1908,False,False,False,878,48,36,78,71597,68235,43,88,264,4,0,3,0,1,1,944,36,48,64,69601,62805,25,78,176,8,1,1,3,0,0
102,1276,False,False,False,557,12,29,23,36532,35175,6,40,71,1,0,0,1,0,0,769,27,12,30,49575,45627,14,34,99,11,2,3,3,0,1
103,1583,True,False,False,748,18,27,36,46750,43900,23,67,168,3,0,1,0,0,1,872,27,18,52,58909,51975,22,74,172,8,2,2,6,1,0
104,1140,True,False,True,731,25,10,34,45551,42450,10,42,91,7,0,3,6,0,1,538,10,25,16,32542,30178,7,40,75,1,0,0,0,0,0
105,2238,False,False,True,1046,56,48,74,82187,74805,18,88,206,7,1,2,5,1,0,985,48,56,68,78146,76425,17,80,192,6,0,3,1,1,0
106,930,True,False,False,462,10,23,14,27677,24500,2,32,56,0,0,0,3,0,0,480,23,10,25,35807,30075,5,31,62,3,0,2,3,0,0
107,1758,False,False,True,872,41,19,76,66898,60025,14,74,153,10,2,1,3,1,1,889,18,41,36,55065,53383,22,64,156,5,0,3,3,0,0
108,1655,False,False,False,850,22,30,28,51927,50400,35,88,187,3,0,0,3,0,1,921,30,22,50,61566,54935,38,66,146,11,1,4,0,1,0
109,1940,False,False,False,868,38,39,50,69128,66175,38,102,230,6,0,0,3,2,0,845,39,38,70,66809,60090,32,96,224,8,1,5,3,0,1
110,1975,False,False,True,1019,36,31,72,70424,64450,35,76,216,8,1,4,0,1,0,950,31,36,52,66171,63400,18,76,168,6,0,1,3,1,1
111,2069,False,False,False,971,30,36,55,66013,62591,38,135,304,3,0,3,6,1,1,1106,36,30,52,73546,65075,57,104,255,10,1,2,0,1,0
112,1525,False,False,False,744,18,27,25,45288,42800,7,59,122,1,0,1,0,0,0,881,27,18,33,56657,50975,19,50,133,10,1,2,6,1,1
113,1918,False,False,True,854,39,41,76,71055,62600,23,82,182,8,1,3,1,1,0,751,41,40,78,61621,59875,23,59,175,4,0,2,2,1,0
114,1670,False,False,False,716,25,34,44,49178,46175,6,70,143,1,0,2,1,0,0,919,34,25,43,63386,55550,17,47,135,9,2,2,5,1,1
115,1382,False,False,False,646,15,31,20,40747,36483,26,70,152,1,0,2,0,0,0,714,31,15,50,54316,46375,30,77,141,11,2,1,6,1,1
116,1880,False,False,False,813,28,35,60,57660,54525,17,81,146,2,0,2,3,0,0,944,35,28,53,68455,62900,27,60,176,11,2,3,3,1,1
117,1383,False,False,True,657,30,15,54,49170,40300,13,53,132,7,1,3,3,1,1,666,15,30,14,40779,37583,13,40,94,2,0,0,3,0,0
118,1343,True,False,True,832,33,18,36,56077,48900,23,64,144,9,2,3,6,1,1,694,18,33,23,41500,40350,15,48,81,1,0,0,0,0,0
119,1423,False,False,True,620,11,10,8,44278,34850,9,33,82,11,3,0,0,1,1,541,10,11,11,37625,30400,9,35,66,1,0,0,3,0,0
120,1089,False,False,True,580,24,4,36,43420,34575,10,45,110,9,2,1,5,0,1,498,4,24,6,28636,26225,7,29,57,2,0,0,1,0,0
121,1926,False,False,True,938,40,23,84,72183,65608,25,93,216,10,2,3,1,2,0,963,23,40,34,62531,58600,23,79,201,6,1,2,5,0,1
122,1799,False,False,False,839,24,37,39,55804,53025,23,51,151,4,0,1,0,0,1,921,37,24,43,66173,61525,20,80,182,11,3,2,1,1,0
123,1548,False,False,True,928,31,9,58,58137,45875,18,58,158,10,2,3,2,0,0,742,9,31,14,43587,41075,18,55,143,1,0,0,1,1,1
124,1746,False,False,True,852,46,33,76,69564,63450,30,70,195,9,1,4,3,1,1,727,33,46,45,55048,53510,17,70,153,3,0,0,3,0,0
125,1892,False,False,True,969,41,29,63,68825,59583,32,118,255,9,1,4,3,0,0,968,29,41,51,63941,61985,54,89,225,4,0,1,3,1,1
126,913,True,False,False,445,4,16,3,22830,19575,6,29,67,0,0,0,0,0,0,504,16,4,16,31736,26825,8,35,78,2,0,2,6,0,1
127,1450,False,False,True,748,30,17,58,54281,50235,11,60,131,10,2,3,6,1,1,808,17,30,11,46742,43275,15,49,119,4,0,0,0,0,0
128,1268,True,False,True,712,24,10,27,44273,39937,9,48,111,3,0,3,3,0,1,704,10,24,13,38701,36925,8,40,89,2,0,0,3,0,0
129,1407,False,False,True,708,42,26,66,57025,51408,23,52,111,9,1,1,4,0,1,676,26,42,31,46106,44735,23,57,142,0,0,1,2,0,0
130,2116,True,False,True,1137,35,26,52,76968,73130,17,104,236,8,2,3,3,2,1,1111,26,35,39,68557,63725,34,50,160,6,1,2,3,0,0
131,1761,False,False,True,787,39,22,75,62052,57141,17,70,164,8,1,3,2,0,0,902,22,39,26,57665,56443,23,81,199,5,0,1,4,1,1
132,103,False,True,False,0,0,0,0,2500,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,2500,2500,0,2,0,0,0,0,0,0,0
133,1359,False,False,False,674,13,27,17,40593,36708,27,65,123,1,0,0,3,0,0,811,27,13,26,54749,48275,34,74,173,10,2,3,3,1,1
134,1737,False,False,True,980,33,23,53,65399,58685,24,67,177,10,2,2,6,1,1,822,22,33,33,55098,51733,19,75,180,4,0,2,0,0,0
135,1481,True,False,True,832,28,18,50,51779,48275,17,61,155,5,0,2,1,0,0,661,17,28,24,42900,48183,17,46,105,2,0,0,1,0,1
136,1599,False,False,False,671,22,33,30,47416,44900,16,54,128,3,0,0,6,0,1,761,33,22,67,59585,50075,18,74,171,9,1,4,0,1,0
137,1440,False,False,True,770,35,23,49,58246,54775,19,60,153,10,2,2,0,1,1,593,23,35,43,46510,42583,13,53,97,1,0,1,2,0,0
138,1650,False,False,True,785,49,34,91,65284,60250,23,64,155,9,2,0,4,0,0,712,34,49,36,56314,53225,14,63,126,2,0,4,2,1,1
139,1570,True,False,True,666,34,33,52,56097,48950,34,91,197,4,0,1,0,0,0,869,33,34,46,56691,56435,34,76,173,5,0,3,6,0,1
140,1308,True,False,False,647,10,31,13,37167,35400,24,50,121,1,0,1,1,0,0,727,31,10,49,51445,47900,20,69,145,8,2,2,3,0,1
141,2285,False,False,True,1061,36,27,60,76777,69458,27,89,236,9,1,4,3,1,1,1067,27,36,58,74915,79425,28,100,218,5,0,1,0,1,0
142,2159,False,False,False,1108,29,33,58,73690,69225,20,78,183,3,0,1,3,2,0,1129,33,29,59,78659,73595,24,86,218,11,4,4,3,1,1
143,1149,True,False,True,683,25,7,38,44631,40858,14,42,99,7,0,2,6,0,1,504,7,25,16,29219,27025,13,39,74,1,0,0,0,0,0
144,1743,False,False,False,827,22,32,37,54514,52575,23,72,152,3,0,1,2,0,0,802,32,22,55,61121,55915,23,81,180,9,3,3,3,1,1
145,1169,True,False,True,630,24,7,38,40084,36050,12,34,93,3,0,2,6,0,0,595,7,24,9,33187,29275,10,34,87,1,0,1,0,0,1
146,1550,False,False,False,646,27,36,55,50560,47850,17,59,118,2,0,2,0,0,0,762,36,27,55,60175,54813,22,61,158,10,2,1,6,1,1
147,1419,False,False,True,747,32,25,49,56807,50460,6,50,105,10,2,1,6,1,1,762,25,32,29,49283,47300,13,42,98,3,0,2,0,0,0
148,1566,False,False,True,718,36,31,59,59443,54158,18,54,140,8,1,4,2,1,0,736,31,36,43,51373,49025,16,54,143,3,0,0,1,0,1
149,912,True,False,True,551,17,3,11,33341,29150,11,37,88,4,0,1,6,0,1,474,3,17,5,24569,21308,5,26,47,1,0,0,0,0,0
150,1731,False,False,False,825,43,43,63,66152,62875,27,65,181,4,0,2,2,2,0,925,43,43,48,69293,60700,14,66,152,11,2,1,4,0,1
151,1618,False,False,False,749,16,33,27,48723,46463,16,66,140,4,0,0,0,0,0,783,33,16,63,55731,47675,23,72,164,9,1,3,5,1,1
152,1851,False,False,False,942,36,35,38,66859,66310,22,65,172,8,2,1,3,1,1,923,35,36,64,68894,62663,18,70,148,8,1,3,3,1,0
153,1864,False,False,False,958,28,39,52,63482,59310,18,65,139,4,0,0,6,0,1,970,39,28,69,70702,67575,30,76,212,11,4,4,0,2,0
154,1396,True,False,False,685,14,24,19,41615,40350,14,42,107,1,0,0,0,0,0,756,24,14,35,47908,44275,12,42,116,3,0,3,3,1,1
155,1507,False,False,False,693,13,27,22,44015,40950,9,61,125,3,0,0,3,0,0,771,27,14,52,54714,47095,25,55,145,9,2,4,3,1,1
156,1114,True,False,True,585,26,6,29,38361,35850,11,51,110,3,0,1,1,0,1,567,6,26,3,30895,28400,13,45,83,0,0,1,5,0,0
157,1560,False,False,True,875,35,11,45,58696,54275,16,62,156,9,1,3,6,1,1,876,11,35,14,48201,45625,21,62,138,2,0,1,0,0,0
158,2160,False,False,False,874,38,48,68,74380,65675,43,120,304,4,0,0,3,1,1,938,48,38,91,74848,68580,54,96,265,8,2,4,0,1,0
159,1551,False,False,False,693,14,35,32,41853,44140,14,65,130,1,0,0,4,0,0,781,35,14,52,56993,46500,15,65,158,10,1,4,2,1,1
160,1651,False,False,True,897,33,29,34,62531,57255,29,76,182,9,1,1,4,1,0,761,29,33,32,52785,50800,32,62,176,3,0,3,2,0,1
161,1124,True,False,False,531,12,23,14,33804,30483,8,42,95,1,0,0,2,0,0,583,23,12,39,40568,34200,12,40,96,5,0,2,1,0,1
162,1849,False,False,False,960,19,33,22,56493,54937,20,71,157,4,0,3,3,0,1,921,33,19,57,67188,57755,22,71,171,11,3,2,3,1,0
163,1631,False,False,True,907,42,18,59,68845,60550,30,73,191,10,2,3,1,1,0,824,18,42,28,52386,50200,25,57,126,3,0,0,4,0,1
164,1373,False,False,True,755,35,14,35,54659,48587,23,70,163,9,2,2,6,1,1,599,14,35,21,37904,36475,21,53,99,1,0,1,0,0,0
165,1739,False,False,False,814,17,21,29,50671,49145,34,67,177,4,0,0,3,0,1,867,21,17,40,58476,52600,26,84,204,9,1,4,3,1,0
166,1861,False,False,True,961,37,34,64,71504,63360,21,66,162,11,2,1,3,1,1,860,33,37,41,60220,59630,11,71,171,3,0,3,0,0,0
167,1819,True,False,True,954,28,29,36,62393,56493,35,73,173,7,1,2,5,0,1,856,29,28,48,57562,56725,31,81,210,2,0,2,1,1,0
168,1748,False,False,True,1067,32,17,65,67333,55683,44,94,224,10,2,3,5,1,0,913,17,32,37,52010,50175,43,79,153,1,0,1,1,0,1
169,1771,True,False,False,830,19,34,34,53304,51225,33,98,167,3,0,1,5,0,0,913,34,19,72,63133,56360,58,108,266,8,1,3,1,1,1
170,1765,False,False,True,901,40,26,45,62425,53300,20,76,175,7,1,2,4,0,1,784,26,41,50,59490,57683,24,54,157,7,1,2,2,1,0
171,1765,False,False,True,948,41,27,74,68851,65483,21,51,138,10,2,1,0,1,1,845,26,41,37,54913,57750,11,61,130,1,0,3,6,0,0
172,930,True,False,True,481,20,7,25,32971,28425,5,30,60,2,0,1,6,0,0,447,7,20,13,26964,23700,7,37,67,1,0,1,0,0,0
173,1378,False,False,True,744,33,20,46,55267,49825,10,45,99,10,1,3,6,1,1,631,20,33,21,42568,40857,8,43,83,0,0,0,0,0,0
174,1509,True,False,True,750,26,15,47,53062,49500,19,64,147,5,0,4,2,1,1,767,15,26,22,44162,42950,16,63,142,1,0,0,4,0,0
175,1767,False,False,False,862,22,32,32,55767,52505,20,89,186,4,0,2,0,1,0,919,32,22,60,62361,54923,36,73,193,8,1,2,6,1,1
176,1561,False,False,True,810,28,16,33,57550,51525,22,55,164,10,2,4,6,1,1,778,16,28,21,46834,44648,14,55,132,4,0,0,0,0,0
177,1094,True,False,True,517,27,15,37,39549,34075,5,40,85,3,0,2,6,0,1,514,15,27,20,34773,31458,5,36,72,1,0,1,0,0,0
178,937,True,False,True,462,16,10,17,31096,25708,11,39,78,2,0,0,6,0,0,473,10,16,15,26655,24350,3,35,56,0,0,2,0,0,0
179,2050,False,False,False,1063,26,36,35,64847,61225,25,61,162,3,0,2,4,0,0,1013,36,26,72,71940,65765,16,83,199,9,2,3,2,1,1
180,1661,False,False,False,820,29,28,34,55101,53685,20,53,150,3,0,3,3,1,1,874,28,29,52,59425,54450,18,63,134,8,1,1,3,0,0
