,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
625,949,True,False,True,500,22,13,24,35063,32308,7,29,69,3,0,1,3,0,0,493,13,22,15,29975,26250,6,36,70,1,0,0,0,0,0
626,1180,False,False,True,569,28,9,48,42046,36375,11,36,82,7,1,1,3,0,1,539,9,28,14,31973,28450,5,40,78,1,0,0,3,0,0
627,1031,True,False,True,567,22,10,16,37068,29875,6,28,67,3,0,2,6,0,0,488,10,22,12,28323,27000,4,28,57,0,0,0,0,0,0
628,2260,False,False,False,1104,28,37,48,73423,73308,35,75,208,2,0,2,1,2,0,1249,37,28,61,80006,75875,33,86,235,11,4,4,2,0,1
629,1169,False,False,True,704,22,5,36,45119,35783,7,40,93,9,2,2,3,0,1,563,5,22,5,29980,27350,7,33,63,1,0,0,0,0,0
630,1562,False,False,True,880,35,12,71,62036,51550,24,74,195,9,1,3,3,1,1,833,12,35,16,46546,45210,21,59,140,4,0,1,3,0,0
631,1082,False,False,True,557,29,9,33,43814,35825,5,38,71,9,2,2,6,0,1,502,9,29,11,29995,28225,15,26,73,0,0,0,0,0,0
632,1573,True,False,True,786,39,31,49,62192,58130,26,44,159,7,1,2,0,1,0,743,31,39,39,54280,53200,14,68,127,5,0,1,3,0,1
633,1984,False,False,False,879,26,27,49,60021,57765,33,53,189,5,0,0,6,0,1,937,27,26,55,64632,55125,20,78,193,8,1,5,0,1,0
634,989,True,False,False,524,8,16,9,28814,26450,8,29,68,0,0,0,0,0,0,559,16,8,20,34121,30575,5,36,72,3,0,1,6,0,1
635,1314,False,False,False,616,8,35,5,35309,32200,17,47,106,0,0,0,3,0,1,722,35,8,53,53266,48400,21,56,138,9,1,3,3,1,0
636,1474,False,False,False,698,20,42,18,45435,40800,13,45,108,3,0,0,6,0,0,686,42,20,77,58536,52708,11,61,135,8,1,4,0,1,1
637,1683,True,False,False,906,17,22,27,51359,50150,41,110,241,4,0,1,6,0,0,851,22,17,46,55461,49635,36,78,175,5,1,3,0,1,1
638,978,True,False,True,551,14,5,23,33545,28250,8,31,73,1,0,0,6,0,0,561,5,14,8,28006,24750,7,33,66,1,0,2,0,0,1
639,1786,False,False,True,880,32,26,64,65285,58375,24,59,175,10,2,2,3,1,0,824,26,32,40,56452,53808,17,74,143,4,0,2,2,0,1
640,2041,False,False,False,851,43,49,84,68951,66350,21,74,180,6,0,0,3,0,1,876,49,43,73,75104,66335,25,62,205,8,2,5,0,2,0
641,1404,False,False,False,665,23,33,34,45316,41200,7,42,99,2,0,1,2,0,0,663,33,23,53,53585,45900,9,52,116,8,1,2,0,1,0
642,1530,False,False,False,825,14,32,18,47001,51500,24,39,101,3,0,1,2,1,1,765,31,14,52,53773,47400,13,81,156,8,1,2,1,0,0
643,943,True,False,True,489,14,5,11,30750,27325,3,31,64,3,0,1,6,0,1,439,4,14,4,22998,20250,8,27,56,0,0,0,0,0,0
644,1410,True,False,False,688,15,29,20,41561,40300,12,47,106,3,0,2,2,0,1,742,29,15,44,51965,45725,15,48,114,7,1,1,1,1,0
645,1536,False,False,True,830,32,11,45,57113,51275,20,71,154,9,1,2,1,1,1,831,11,33,18,45297,44723,20,66,123,2,0,2,5,0,0
646,1816,False,False,False,933,23,34,31,60482,58375,32,77,199,6,0,1,6,0,1,859,34,23,63,65003,59405,23,102,212,9,1,4,0,1,0
647,1296,True,False,False,696,12,22,15,37805,34805,9,47,103,1,0,1,6,0,0,644,22,12,37,43201,37180,13,53,119,3,0,2,0,1,1
648,974,True,False,True,587,13,4,14,33353,28650,8,30,70,3,0,1,6,0,1,486,4,13,7,25572,23500,7,34,68,1,0,0,0,0,0
649,955,True,False,True,567,21,9,27,35163,28837,5,35,68,3,0,0,0,0,1,446,8,21,5,25536,24183,6,24,44,0,0,1,6,0,0
650,1725,True,False,False,845,23,27,41,52669,51575,19,70,163,3,0,2,2,0,0,838,27,23,53,57476,52280,22,84,193,6,1,3,4,1,0
651,1763,False,False,False,894,32,40,52,59882,67610,35,72,192,5,0,0,3,0,1,943,40,32,69,67532,62175,26,86,174,8,1,4,0,1,0
652,1502,False,False,False,620,30,43,37,48586,45325,12,41,88,1,0,1,6,0,0,691,42,30,57,59526,55510,8,55,119,11,3,2,0,1,1
653,1528,False,False,True,798,22,15,43,55250,49548,17,56,142,11,1,2,6,1,1,783,15,22,19,44184,42683,21,48,143,2,0,2,0,0,0
654,967,True,False,False,479,3,16,2,23668,21410,6,24,40,0,0,0,0,0,0,624,16,3,14,34126,29633,11,26,70,3,0,2,3,0,1
655,2073,False,False,False,1095,29,31,45,67822,63250,35,98,230,4,0,1,3,0,1,1056,31,29,61,72425,68025,43,94,238,10,3,4,0,2,0
656,1103,True,False,False,493,7,30,9,29362,26600,4,24,54,1,0,0,6,0,0,607,30,7,47,42526,39943,7,23,55,4,0,2,0,0,1
657,1706,False,False,False,689,21,41,35,49492,47625,16,95,163,2,0,1,6,0,0,919,41,21,69,64573,54110,35,63,167,10,2,3,0,1,1
658,1791,False,False,False,918,16,28,24,54350,52100,23,65,149,4,0,1,3,0,0,929,28,16,55,61398,56310,23,69,201,10,1,3,3,1,1
659,1921,False,False,False,893,31,44,57,63711,60548,21,72,182,4,0,1,5,0,1,971,44,31,70,72935,62840,22,80,212,10,2,4,1,2,0
660,1504,False,False,False,808,17,33,35,49773,46710,8,53,121,6,1,1,2,0,0,787,33,17,54,57762,50175,15,62,150,8,1,1,4,1,1
661,103,False,True,False,0,0,0,0,2500,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,2505,2450,0,1,0,0,0,0,0,0,0
662,2067,False,False,True,1097,27,36,25,71232,73100,37,82,218,11,4,3,3,1,1,1109,36,27,69,77475,71325,27,97,214,8,1,1,3,2,0
663,1138,True,False,True,578,28,4,54,42607,33158,16,40,128,6,0,1,3,0,1,508,3,28,5,27535,25950,6,42,77,1,0,1,3,0,0
664,1655,False,False,True,846,33,22,66,62983,56783,23,55,165,10,1,2,2,1,1,793,22,34,26,51412,57475,15,63,153,4,0,1,1,0,0
665,1405,False,False,True,631,30,24,59,50640,44600,11,55,125,7,1,1,6,1,0,613,24,31,30,44321,42810,14,41,96,3,0,2,0,0,0
666,1436,False,False,False,720,24,35,32,50972,48675,17,57,133,6,0,2,0,0,1,714,35,24,68,56846,47483,19,53,125,7,1,1,3,1,0
667,1885,False,False,False,915,47,38,50,71589,68260,34,59,195,9,1,2,4,1,0,910,38,47,67,69096,61500,18,88,167,7,1,2,2,1,1
668,1477,False,False,False,763,11,26,18,42875,39850,10,65,115,1,0,1,0,0,0,851,26,11,56,56593,49778,25,53,166,10,2,2,6,1,1
669,1715,False,False,True,853,30,15,45,60166,52500,31,73,186,11,3,2,6,1,0,841,15,30,20,49635,48150,32,65,177,2,0,3,0,0,1
670,1598,False,False,False,718,28,36,45,54059,51508,25,69,160,4,0,2,0,0,1,865,36,29,53,60982,54285,27,63,167,9,1,2,5,1,0
671,1433,False,False,True,743,36,28,45,56537,51875,18,62,143,7,1,1,3,1,0,655,28,36,41,47963,46325,19,51,129,3,0,1,3,0,1
672,1363,True,False,False,675,15,25,16,41262,38400,12,54,109,2,0,0,6,0,0,748,25,17,35,49195,47125,16,43,117,4,0,3,0,1,1
673,1404,True,False,False,679,23,38,33,44404,42875,10,39,85,2,0,1,3,0,0,663,38,23,50,54022,52225,9,41,84,4,0,2,3,1,1
674,911,True,False,False,407,3,13,5,22156,20197,5,34,58,0,0,0,0,0,0,475,13,3,14,28536,24768,16,31,66,1,0,1,3,0,1
675,1529,False,False,False,710,25,39,47,49343,48125,18,36,122,3,0,0,3,0,0,800,39,25,53,60499,53675,8,68,128,8,1,3,0,1,0
676,1988,False,False,False,922,45,36,75,70651,67405,33,93,185,8,1,3,2,1,0,1016,35,45,50,74147,66837,47,103,236,8,1,2,1,1,1
677,1498,False,False,False,605,20,39,24,44555,41610,13,62,125,2,0,1,3,0,0,661,39,20,54,54889,46650,24,57,155,7,1,2,3,1,1
678,1779,False,False,False,876,15,19,27,50211,49500,32,73,191,3,0,1,3,0,1,888,19,15,45,57526,51700,25,85,186,9,1,3,0,1,0
679,1603,False,False,False,728,16,27,30,44563,42125,16,46,124,1,0,4,0,0,0,677,27,16,52,51514,48018,18,45,133,9,1,0,3,1,1
680,1735,False,False,True,858,31,18,67,61607,52225,33,68,185,8,1,1,3,1,1,843,18,31,33,54473,51225,25,68,175,7,1,3,3,0,0
681,1586,True,False,False,787,20,29,39,49937,47675,17,58,154,5,0,1,6,0,1,791,29,20,67,52623,46533,16,73,156,4,0,3,0,0,0
682,2233,False,False,False,1124,37,45,76,79424,75350,36,86,208,7,1,1,3,0,0,1150,45,37,70,82718,75650,39,100,259,10,2,3,3,2,1
683,1477,True,False,True,715,37,20,60,57888,51325,16,59,132,11,3,1,1,0,1,605,20,37,34,44567,42900,13,52,121,1,0,2,2,0,0
684,1090,False,False,True,686,24,3,18,46920,38775,14,30,82,11,3,2,6,0,1,479,3,24,1,24931,23600,7,38,68,0,0,0,0,0,0
685,1411,False,False,True,752,23,17,39,52348,45208,19,45,124,8,1,3,3,1,1,645,17,23,37,42452,39500,14,46,112,2,0,0,3,0,0
686,1745,False,False,True,960,27,25,37,61766,53910,21,69,164,7,1,1,0,1,1,919,25,27,24,57861,55005,22,64,175,5,0,3,6,0,0
687,599,True,False,True,267,13,2,15,19476,15887,2,14,25,0,0,1,3,0,0,243,2,13,3,14557,10600,0,13,22,0,0,0,0,0,0
688,1052,True,False,False,470,13,33,23,32543,29650,8,37,83,1,0,0,0,0,0,554,33,13,30,42160,37825,5,32,66,4,0,1,3,0,1
689,1117,True,False,False,535,17,31,21,35273,33550,12,47,88,0,0,0,0,0,0,631,31,17,41,46208,41350,19,40,104,6,0,2,6,0,1
690,1756,True,False,False,932,18,34,22,57594,56475,14,54,140,5,0,0,3,1,1,999,34,18,55,63701,54125,21,64,162,10,2,4,0,0,0
691,1616,False,False,True,762,35,23,58,59211,51475,17,72,153,9,2,2,2,1,0,722,23,35,36,51224,48100,20,68,138,4,0,0,4,0,1
692,1483,False,False,False,666,21,36,33,47386,43383,16,58,127,2,0,1,0,0,1,747,36,21,54,55006,50375,20,55,134,8,1,2,6,1,0
693,1398,False,False,True,779,18,11,30,47898,38750,12,57,120,8,2,1,6,1,0,747,11,18,14,42551,40925,17,38,105,5,0,2,0,0,0
694,921,True,False,True,567,11,3,7,30133,25250,4,24,51,3,0,0,2,0,0,440,3,11,5,22530,20112,6,29,67,0,0,2,1,0,0
695,1558,False,False,False,702,18,27,24,44174,43225,18,57,142,1,0,1,3,0,0,789,27,18,39,55781,55658,18,69,147,9,1,2,3,1,1
696,1870,False,False,True,1061,27,27,53,71273,65843,44,85,266,11,4,2,5,2,1,1094,27,27,44,62460,55855,40,80,205,3,0,2,1,0,0
697,1167,True,False,True,599,27,14,43,45282,37625,12,31,79,7,1,1,0,0,1,534,14,27,20,36471,33550,8,52,105,1,0,0,3,0,0
698,1958,False,False,True,1061,29,25,58,67560,61200,46,109,260,9,1,1,5,0,1,1004,25,29,55,64822,61858,42,126,243,6,0,4,1,2,0
699,1173,False,False,True,612,29,10,24,45566,40742,5,39,90,10,2,3,3,0,1,556,10,29,12,34393,31050,6,31,70,0,0,0,0,0,0
700,1312,False,False,False,621,11,29,13,35438,31960,10,41,94,0,0,0,2,0,0,762,29,11,44,51100,46375,17,47,124,11,3,3,0,0,1
701,1520,False,False,False,786,14,36,29,47492,45225,16,63,129,2,0,1,3,0,1,931,35,14,60,61792,54483,19,56,162,10,2,2,3,1,0
702,2174,False,False,True,1194,28,34,48,77358,71200,30,93,231,10,1,4,5,1,1,1095,34,28,66,72678,69751,34,78,217,6,1,2,1,1,0
703,1846,False,False,True,872,45,27,68,68644,60105,30,71,192,10,2,3,3,1,1,817,27,45,43,59382,56665,18,81,170,5,0,2,3,0,0
704,938,True,False,True,514,16,6,21,31765,24725,4,34,68,3,0,2,4,0,1,430,6,16,7,23677,21800,5,20,61,0,0,0,0,0,0
705,2320,False,False,True,1116,40,33,76,80936,75005,36,83,221,10,2,3,6,2,1,1072,33,40,66,75679,72000,30,91,241,9,2,3,0,1,0
706,1719,False,False,False,868,31,38,35,62593,59510,11,75,135,6,0,0,0,2,0,859,37,31,63,63564,56150,29,55,171,7,1,3,6,0,1
707,1836,False,False,True,877,43,24,55,69647,63705,25,70,173,11,3,3,0,2,0,815,24,43,37,56149,53775,26,64,171,3,0,1,6,0,0
708,1548,False,False,False,744,31,26,51,52593,49033,18,54,148,6,1,2,5,0,1,772,26,31,59,56836,50835,17,56,130,7,1,1,1,1,0
709,1501,False,False,True,815,35,17,40,57862,53108,25,55,170,11,3,3,1,1,0,690,16,35,21,44722,42775,8,58,106,1,0,0,2,0,1
710,1340,True,False,True,618,43,21,60,52998,49375,12,36,92,6,0,2,2,0,1,527,21,43,33,40176,38425,7,43,84,0,0,1,4,0,0
711,1662,True,False,True,818,40,15,75,64034,57575,44,91,240,6,0,3,0,1,1,851,15,40,27,52347,49663,27,89,173,5,0,1,6,0,0
712,2076,False,False,False,1053,25,36,38,67074,65050,33,81,227,6,0,2,6,1,1,972,36,25,78,70233,63725,40,93,242,7,1,2,0,1,0
713,1381,False,False,True,681,27,25,48,50668,46608,15,50,116,8,2,1,6,0,0,602,25,27,46,45913,43050,21,45,121,3,0,2,0,0,1
714,939,True,False,False,392,9,23,10,25980,24355,10,32,62,0,0,0,0,0,0,519,23,9,21,35232,30875,10,41,86,3,0,1,3,0,1
715,1624,False,False,False,838,8,23,19,44691,42000,13,69,147,2,0,1,6,0,0,1022,23,8,36,61098,51758,32,53,153,10,2,3,0,1,1
716,1823,False,False,True,913,34,20,59,65653,59825,25,65,166,8,1,1,3,1,1,913,20,34,37,57474,55687,21,74,186,4,0,2,0,0,0
717,2390,False,False,True,1095,44,54,63,85522,82830,30,79,209,8,1,3,0,2,1,1118,53,44,76,82647,79850,22,70,213,6,1,2,6,1,0
718,1404,False,False,True,726,31,8,72,53632,46783,16,59,144,8,1,1,3,1,1,642,8,31,12,37060,35025,14,47,99,2,0,1,3,0,0
719,1394,False,False,True,658,30,19,55,52440,45100,21,48,128,8,1,2,3,1,1,670,19,30,28,43738,39050,14,67,130,3,0,1,0,0,0
720,1811,False,False,False,890,20,32,40,54009,52425,39,69,165,4,0,1,3,0,1,875,32,20,79,61622,54825,29,83,185,6,1,3,3,1,0
721,1747,False,False,True,703,50,28,71,68709,56950,25,81,196,7,1,2,0,2,1,724,28,50,39,56109,55465,28,63,170,4,0,2,6,0,0
722,1734,False,False,False,776,30,29,45,56084,52105,19,53,147,3,0,3,4,0,0,809,29,30,56,60300,55035,10,66,141,7,1,1,2,1,1
723,1661,False,False,False,781,21,30,31,48552,47150,17,55,138,3,0,0,2,0,0,894,30,21,50,62283,53325,17,74,168,11,2,4,4,1,1
724,961,True,False,False,379,8,18,11,24767,21650,3,21,43,0,0,0,0,0,0,569,18,8,14,37431,30508,5,30,56,6,0,2,0,0,1
725,1258,False,False,True,676,25,11,43,46122,40308,8,53,119,9,2,1,4,0,1,607,11,25,15,36570,34000,11,40,99,3,0,1,2,0,0
726,1269,False,False,True,664,31,16,52,51823,45587,16,41,98,10,2,2,4,0,1,589,16,31,24,38097,36035,10,50,92,2,0,1,2,0,0
727,1127,True,False,True,618,22,10,22,39237,34400,11,35,81,5,0,2,3,0,1,581,10,22,14,32958,31650,8,43,83,3,0,0,3,0,0
728,1127,True,False,True,599,26,14,29,43691,32475,16,30,84,7,1,1,6,0,1,534,14,26,18,33344,32680,9,38,81,1,0,1,0,0,0
729,1882,False,False,False,958,25,39,40,60489,58245,23,66,157,5,0,0,3,0,1,898,39,25,81,67206,53050,22,73,204,8,1,4,0,1,0
730,1578,True,False,True,853,33,20,64,62816,54945,27,75,188,7,1,2,6,1,1,719,20,33,46,47079,44650,31,73,163,1,0,2,0,0,0
731,1858,False,False,False,799,35,41,56,64648,62280,10,74,149,5,0,0,3,1,0,956,41,35,60,67476,61625,30,75,183,8,1,4,3,1,0
732,921,True,False,False,448,8,20,10,25544,23125,3,22,41,0,0,0,1,0,0,438,20,8,23,30678,25810,3,30,57,1,0,2,2,0,1
733,1294,False,False,True,656,27,27,32,49314,43525,15,47,121,8,1,1,6,0,1,623,25,27,30,42267,41538,9,56,115,2,0,1,0,0,0
734,1721,False,False,True,759,43,30,101,67788,63373,14,59,153,9,1,2,1,2,1,772,30,43,51,55309,53200,16,63,155,3,0,1,4,0,0
735,1374,False,False,True,733,36,17,41,57075,49058,13,53,121,10,2,2,6,1,1,644,17,36,30,42154,38000,12,53,115,1,0,1,0,0,0
736,2095,False,False,False,1007,44,45,40,70831,68625,34,99,229,4,0,2,3,0,1,1063,44,44,75,81143,71250,29,80,177,10,2,3,0,2,0
737,1952,False,False,False,966,30,48,49,65812,64200,17,88,163,1,0,1,5,0,0,963,47,30,57,76289,68000,28,71,209,10,3,4,1,2,1
738,926,True,False,False,434,15,16,13,28757,26125,8,30,61,1,0,0,3,0,0,482,16,15,16,30701,25950,8,26,65,1,0,2,3,0,0
739,1511,False,False,True,754,30,23,48,55522,51633,11,54,117,11,3,2,6,0,1,677,23,30,50,48780,45100,22,44,110,0,0,1,0,1,0
740,927,True,False,True,564,13,2,15,30419,25400,11,37,75,0,0,0,6,0,1,557,2,13,3,25478,21875,12,31,73,1,0,1,0,0,0
741,925,True,False,False,425,2,19,3,21502,19025,6,25,56,0,0,1,0,0,0,534,18,2,13,32390,28875,3,32,57,3,0,1,6,0,1
742,923,True,False,False,450,11,18,13,27108,24900,3,32,57,0,0,1,1,0,0,482,18,11,21,31848,28400,8,33,64,2,0,1,2,0,0
743,1631,False,False,False,771,30,37,43,56398,52460,23,81,185,5,0,0,0,0,0,838,37,30,36,64344,59895,26,74,155,11,3,3,6,1,1
744,1542,False,False,False,833,14,30,12,50518,47825,12,49,103,6,0,1,0,0,1,813,30,14,49,57431,47700,17,53,148,7,1,2,6,1,0
745,911,True,False,True,508,25,2,30,35543,28987,9,33,62,2,0,1,6,0,1,443,2,25,1,22620,21050,6,26,50,0,0,0,0,0,0
746,1737,False,False,True,691,38,40,73,65324,60243,34,81,191,8,1,1,5,1,1,725,40,38,53,59585,55713,27,84,163,4,0,3,0,0,0
747,1041,False,False,False,486,13,26,10,29632,27850,4,35,68,1,0,0,3,0,0,604,26,13,39,43273,38200,9,28,75,8,1,2,3,0,1
748,1772,False,False,False,912,28,41,33,61325,58983,16,76,171,4,0,0,6,1,1,859,41,28,54,65237,56883,38,51,177,9,1,3,0,0,0
749,1448,False,False,True,788,28,23,33,52950,47350,17,54,123,10,1,1,6,0,1,609,23,28,33,41870,40275,24,41,124,1,0,1,0,0,0
750,1774,False,False,True,817,33,33,66,67560,60955,26,82,172,7,1,4,0,1,1,884,32,33,40,62557,60700,34,51,169,7,1,0,3,1,0
751,1521,True,False,True,812,28,16,50,55105,49175,25,60,150,6,0,4,3,1,1,738,16,28,24,44651,43905,18,67,136,2,0,0,3,0,0
752,1530,True,False,True,907,33,24,50,62771,54875,12,61,129,11,3,2,6,1,1,762,24,33,33,49909,48983,6,52,106,2,0,1,0,0,0
753,1255,False,False,False,573,6,28,11,32660,28100,13,52,92,0,0,0,4,0,0,750,28,6,33,49513,42550,20,57,135,11,3,1,2,0,1
754,1596,False,False,False,750,19,46,26,52215,47800,22,78,162,2,0,1,0,1,0,839,46,19,64,62502,55858,38,59,169,10,2,3,6,0,1
755,1591,False,False,True,721,34,22,51,56000,49450,8,71,141,7,1,3,1,1,1,798,22,34,32,51267,50083,28,55,159,4,0,1,2,0,0
756,1701,False,False,True,887,39,25,51,69087,62800,29,86,184,10,2,1,4,1,0,847,25,39,19,53763,51250,30,67,143,4,0,3,2,0,1
757,1491,True,False,False,681,17,30,30,44875,41810,17,64,136,0,0,1,3,0,1,898,30,17,43,58981,52058,21,53,162,10,2,2,3,1,0
758,692,True,False,True,370,12,7,10,22819,22325,4,24,52,0,0,1,3,0,0,332,7,12,5,19246,17100,3,13,27,0,0,0,0,0,0
759,958,True,False,False,414,7,21,5,24388,22750,7,24,58,0,0,0,0,0,0,473,21,7,23,34381,28085,6,40,78,3,1,1,6,0,1
760,1211,True,False,False,484,15,28,17,34413,31975,9,41,89,1,0,0,3,0,0,576,28,15,36,41429,37625,10,50,99,4,0,2,3,0,0
761,1931,False,False,False,996,30,29,56,62429,62183,30,99,221,4,0,2,2,0,1,1060,29,30,53,71550,62525,43,79,221,10,2,3,1,2,0
762,1618,False,False,True,836,42,29,67,65307,54885,19,63,152,9,1,1,6,1,1,741,29,42,53,54259,50508,20,48,145,2,0,2,0,0,0
763,934,True,False,True,472,24,5,30,33821,28512,6,23,57,2,0,2,3,0,1,442,5,24,7,24262,22010,2,27,47,0,0,0,3,0,0
764,1691,False,False,True,846,38,16,68,66524,62775,20,67,169,9,1,3,3,2,1,807,16,39,30,50571,46375,16,69,147,4,0,0,3,0,0
765,1688,False,False,True,851,32,23,53,61168,54208,22,52,136,8,1,0,3,1,1,900,23,32,33,53070,52033,20,57,145,4,0,3,0,0,0
766,1911,False,False,True,958,28,23,58,66011,58033,52,87,226,8,1,2,3,1,0,976,23,28,27,60942,55783,35,117,251,6,0,3,0,1,1
767,1563,True,False,False,747,24,35,31,51366,47475,20,61,138,3,0,2,0,0,0,804,35,24,55,58986,52900,18,51,140,7,1,2,3,1,1
768,939,False,False,True,519,25,6,22,38942,32187,3,24,54,10,2,2,6,0,1,307,6,25,9,23597,20950,4,15,30,0,0,0,0,0,0
769,1883,False,False,True,864,47,32,59,69594,62010,24,75,178,8,1,3,6,0,0,877,32,47,41,66471,64483,27,74,172,8,1,1,0,1,1
770,1521,False,False,False,740,18,32,29,46924,45310,26,56,131,3,0,1,6,0,0,770,32,18,53,56261,49870,21,68,160,7,1,2,0,1,1
771,1273,False,False,True,620,46,18,65,54804,49775,10,46,96,9,2,2,2,0,1,559,18,47,24,41267,39025,11,39,85,2,0,0,2,0,0
772,2438,False,False,False,1260,24,31,40,76648,75843,31,76,228,6,0,2,3,2,1,1167,31,24,80,81458,70550,29,78,194,11,3,4,0,1,0
773,1145,True,False,True,606,26,15,27,41105,36500,14,36,73,3,0,0,4,0,0,558,15,26,14,36401,33700,15,44,106,1,0,2,2,0,0
774,1230,False,False,True,694,29,11,52,50232,48275,24,40,113,9,1,3,3,0,1,601,10,29,15,34968,33600,16,43,100,1,0,0,3,0,0
775,1899,False,False,False,934,25,40,33,64624,62533,44,83,188,3,0,0,4,1,1,1077,40,25,42,72231,63925,42,123,285,9,1,5,0,1,0
776,2014,False,False,False,853,32,43,57,64615,62450,20,66,161,4,0,1,3,0,0,955,43,32,85,73209,65015,28,71,217,9,2,4,0,2,1
777,1610,False,False,True,824,30,22,51,59637,54683,30,60,168,11,2,2,3,1,1,771,22,30,47,50557,47250,19,84,178,3,0,1,3,0,0
778,1536,True,False,True,724,27,26,39,56248,50683,13,57,126,9,3,2,6,1,1,782,26,27,36,51552,48550,14,67,142,4,0,2,0,0,0
779,1826,False,False,False,890,20,19,49,56898,52600,31,73,195,5,0,1,4,1,1,955,19,21,34,60216,52558,28,76,200,8,1,4,2,1,0
780,1926,False,False,True,912,30,22,66,69945,60350,29,89,206,11,3,4,3,2,1,1074,22,30,44,64010,61680,32,89,218,6,0,1,0,0,0
781,1819,False,False,False,924,25,36,48,60247,59255,28,86,193,4,0,0,4,0,0,894,36,25,73,67482,59525,42,72,181,11,3,4,0,1,1
782,1686,False,False,True,961,27,14,42,59036,49850,25,63,171,8,1,2,3,1,0,877,14,27,21,48816,47450,21,71,168,4,0,1,1,0,1
783,1736,False,False,True,821,33,38,85,65602,57223,25,69,168,10,2,2,0,1,1,803,37,33,68,62393,58600,16,72,174,5,0,2,3,1,0
784,954,True,False,False,501,11,20,9,28537,26100,10,27,60,1,0,1,3,0,0,488,20,11,19,33688,30075,8,41,80,3,0,1,3,0,1
785,1640,False,False,False,820,24,29,36,54008,52533,24,67,179,4,0,1,0,1,0,752,29,24,49,54818,50885,16,66,137,8,1,3,6,0,1
786,1558,False,False,False,834,11,27,12,44545,46792,25,59,130,3,0,0,0,0,0,865,27,11,39,55687,47683,19,63,130,9,2,3,6,1,1
787,1999,False,False,True,925,53,43,81,80926,73800,37,104,248,9,1,4,4,2,0,884,42,53,75,69636,65575,37,84,198,5,0,0,2,0,1
788,1552,True,False,False,813,22,32,20,49677,48125,16,45,124,4,0,2,3,0,1,890,32,23,51,60336,54060,19,50,129,9,3,2,0,1,0
789,103,False,True,True,0,0,0,0,2500,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2000,0,0,0,0,0,0,0,0,0
790,1638,False,False,True,843,29,30,44,59555,53685,25,68,165,10,2,1,6,1,1,714,30,29,49,50575,48880,26,83,167,0,0,2,0,0,0
791,1220,False,False,True,744,31,12,42,51385,44600,17,45,99,10,2,2,3,0,0,545,12,31,15,33590,30575,10,52,100,0,0,0,3,0,1
792,1504,False,False,False,690,14,33,17,46520,45000,4,54,99,4,0,1,4,0,0,806,33,14,57,57950,47500,16,39,112,10,1,2,2,1,1
793,1601,False,False,True,732,37,32,62,59491,52328,18,74,171,9,2,2,2,1,1,747,32,37,36,57646,54960,19,65,142,6,0,2,4,0,0
794,1346,True,False,False,732,4,15,5,37311,34375,17,34,79,2,0,0,0,0,0,809,15,4,26,44058,39360,14,56,129,5,0,2,6,0,1
795,1208,True,False,False,624,7,23,10,33414,32613,5,52,99,1,0,0,3,0,0,678,23,7,40,41945,34500,9,38,97,3,0,1,0,0,1
796,1046,True,False,True,484,20,12,24,35194,32510,7,37,75,3,0,1,4,0,1,536,12,20,12,31466,28540,7,38,75,0,0,0,0,0,0
797,2244,False,False,False,1063,43,50,72,77712,73925,30,74,193,9,1,3,6,0,1,1001,50,43,103,82100,75100,29,106,230,9,2,2,0,2,0
798,1647,True,False,False,736,23,46,33,53999,52160,16,78,169,4,0,0,6,0,1,782,46,23,70,63581,55875,17,51,120,6,1,4,0,1,0
799,2130,True,False,False,1106,35,31,62,69615,65025,19,96,196,5,0,3,3,0,1,1127,31,35,55,77247,69758,31,76,239,9,3,2,0,2,0
800,1625,False,False,False,738,18,40,29,49005,46350,22,66,165,2,0,2,0,0,0,865,40,18,66,61861,53735,13,51,124,9,1,2,6,1,1
801,1727,False,False,True,910,24,25,37,57681,55160,24,70,181,8,1,2,6,0,0,860,25,24,43,57406,54950,26,76,197,7,1,1,0,1,1
802,918,True,False,False,403,3,17,5,22312,20250,12,36,76,1,0,2,0,0,0,461,17,4,14,29850,25625,11,45,74,2,0,0,6,0,1
803,1653,False,False,False,711,36,48,50,58488,57675,10,39,101,5,0,2,3,0,1,696,48,36,71,64557,58350,8,50,125,7,1,2,3,0,0
804,1586,False,False,False,695,18,39,42,46716,45605,20,50,119,0,0,0,2,0,0,862,39,18,59,63742,56255,18,68,161,11,2,3,1,1,1
805,1989,False,False,False,899,33,36,74,66672,63843,55,81,207,7,0,3,3,1,1,938,36,33,66,69670,61033,44,117,271,7,1,0,0,0,0
